Tournament,League,Date,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Year
Worlds 2019 Main Event,WCS,2019-10-18 17:04:00,28:29,G2 Esports,Griffin (Korean Team),0,1,Griffin (Korean Team),2019
Worlds 2019 Main Event,WCS,2019-10-19 10:44:00,35:30,Royal Never Give Up,SK Telecom T1,0,1,SK Telecom T1,2019
Worlds 2019 Main Event,WCS,2019-10-19 11:50:00,48:39,Clutch Gaming,Fnatic,0,1,Fnatic,2019
Worlds 2019 Main Event,WCS,2019-10-19 13:02:00,26:57,SK Telecom T1,Fnatic,0,1,Fnatic,2019
Worlds 2019 Main Event,WCS,2019-10-19 13:53:00,29:40,Clutch Gaming,Royal Never Give Up,0,1,Royal Never Give Up,2019
Worlds 2019 Main Event,WCS,2019-10-19 14:46:00,33:06,SK Telecom T1,Clutch Gaming,1,0,SK Telecom T1,2019
Worlds 2019 Main Event,WCS,2019-10-19 15:44:00,32:25,Fnatic,Royal Never Give Up,1,0,Fnatic,2019
Worlds 2019 Main Event,WCS,2019-10-20 10:37:00,32:36,ahq eSports Club,Invictus Gaming,0,1,Invictus Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-20 11:46:00,32:18,Team Liquid,DAMWON Gaming,0,1,DAMWON Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-20 12:43:00,30:57,Team Liquid,ahq eSports Club,1,0,Team Liquid,2019
Worlds 2019 Main Event,WCS,2019-10-20 13:37:00,32:05,DAMWON Gaming,Invictus Gaming,1,0,DAMWON Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-20 14:32:00,29:30,DAMWON Gaming,ahq eSports Club,1,0,DAMWON Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-20 15:23:00,24:07,Invictus Gaming,Team Liquid,1,0,Invictus Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-26 08:14:00,43:53,Invictus Gaming,Griffin (Korean Team),1,0,Invictus Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-26 10:02:00,34:40,Griffin (Korean Team),Invictus Gaming,0,2,Invictus Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-26 10:57:00,36:33,Invictus Gaming,Griffin (Korean Team),2,1,Griffin (Korean Team),2019
Worlds 2019 Main Event,WCS,2019-10-26 11:54:00,25:42,Griffin (Korean Team),Invictus Gaming,1,3,Invictus Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-26 12:40:00,26:08,FunPlus Phoenix,Fnatic,1,0,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-10-26 13:50:00,24:29,Fnatic,FunPlus Phoenix,0,2,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-10-26 14:37:00,26:57,FunPlus Phoenix,Fnatic,2,1,Fnatic,2019
Worlds 2019 Main Event,WCS,2019-10-26 15:24:00,35:53,FunPlus Phoenix,Fnatic,3,1,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-10-27 10:39:00,29:09,Splyce,SK Telecom T1,0,1,SK Telecom T1,2019
Worlds 2019 Main Event,WCS,2019-10-27 11:45:00,27:28,SK Telecom T1,Splyce,2,0,SK Telecom T1,2019
Worlds 2019 Main Event,WCS,2019-10-27 12:34:00,31:49,SK Telecom T1,Splyce,2,1,Splyce,2019
Worlds 2019 Main Event,WCS,2019-10-27 13:27:00,31:54,SK Telecom T1,Splyce,3,1,SK Telecom T1,2019
Worlds 2019 Main Event,WCS,2019-10-27 14:20:00,34:21,G2 Esports,DAMWON Gaming,1,0,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-10-27 15:32:00,44:22,G2 Esports,DAMWON Gaming,1,1,DAMWON Gaming,2019
Worlds 2019 Main Event,WCS,2019-10-27 16:38:00,31:04,G2 Esports,DAMWON Gaming,2,1,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-10-27 17:28:00,30:22,G2 Esports,DAMWON Gaming,3,1,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-11-02 10:51:00,28:25,FunPlus Phoenix,Invictus Gaming,1,0,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-11-02 11:45:00,42:29,Invictus Gaming,FunPlus Phoenix,1,1,Invictus Gaming,2019
Worlds 2019 Main Event,WCS,2019-11-02 12:48:00,25:49,FunPlus Phoenix,Invictus Gaming,2,1,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-11-02 13:35:00,34:49,Invictus Gaming,FunPlus Phoenix,1,3,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-11-03 10:46:00,34:33,SK Telecom T1,G2 Esports,0,1,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-11-03 11:51:00,35:59,G2 Esports,SK Telecom T1,1,1,SK Telecom T1,2019
Worlds 2019 Main Event,WCS,2019-11-03 12:47:00,33:40,SK Telecom T1,G2 Esports,1,2,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-11-03 13:42:00,36:01,G2 Esports,SK Telecom T1,3,1,G2 Esports,2019
Worlds 2019 Main Event,WCS,2019-11-10 11:55:00,40:54,FunPlus Phoenix,G2 Esports,1,0,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-11-10 13:31:00,25:38,G2 Esports,FunPlus Phoenix,0,2,FunPlus Phoenix,2019
Worlds 2019 Main Event,WCS,2019-11-10 14:26:00,30:22,FunPlus Phoenix,G2 Esports,3,0,FunPlus Phoenix,2019
Worlds 2020 Play-In,WCS,2020-09-25 07:42:00,34:44,MAD Lions,INTZ,1,0,MAD Lions,2020
Worlds 2020 Play-In,WCS,2020-09-25 08:50:00,32:56,PSG Talon,Rainbow7,1,0,PSG Talon,2020
Worlds 2020 Play-In,WCS,2020-09-25 10:00:00,40:48,Legacy Esports,INTZ,1,0,Legacy Esports,2020
Worlds 2020 Play-In,WCS,2020-09-25 11:09:00,35:33,LGD Gaming,PSG Talon,0,1,PSG Talon,2020
Worlds 2020 Play-In,WCS,2020-09-25 12:14:00,33:30,Team Liquid,MAD Lions,1,0,Team Liquid,2020
Worlds 2020 Play-In,WCS,2020-09-26 07:43:00,35:02,Rainbow7,V3 Esports,0,1,V3 Esports,2020
Worlds 2020 Play-In,WCS,2020-09-26 08:50:00,31:47,INTZ,Papara SuperMassive,0,1,Papara SuperMassive,2020
Worlds 2020 Play-In,WCS,2020-09-26 09:51:00,28:31,V3 Esports,Unicorns of Love.CIS,0,1,Unicorns of Love.CIS,2020
Worlds 2020 Play-In,WCS,2020-09-26 10:53:00,39:48,LGD Gaming,Rainbow7,0,1,Rainbow7,2020
Worlds 2020 Play-In,WCS,2020-09-26 12:01:00,33:52,Unicorns of Love.CIS,PSG Talon,1,0,Unicorns of Love.CIS,2020
Worlds 2020 Play-In,WCS,2020-09-26 13:03:00,29:02,Papara SuperMassive,MAD Lions,1,0,Papara SuperMassive,2020
Worlds 2020 Play-In,WCS,2020-09-26 14:01:00,28:33,Team Liquid,Legacy Esports,1,0,Team Liquid,2020
Worlds 2020 Play-In,WCS,2020-09-27 07:42:00,36:33,V3 Esports,LGD Gaming,0,1,LGD Gaming,2020
Worlds 2020 Play-In,WCS,2020-09-27 08:50:00,27:36,Rainbow7,Unicorns of Love.CIS,1,0,Rainbow7,2020
Worlds 2020 Play-In,WCS,2020-09-27 09:47:00,27:41,PSG Talon,V3 Esports,1,0,PSG Talon,2020
Worlds 2020 Play-In,WCS,2020-09-27 10:59:00,34:42,Unicorns of Love.CIS,LGD Gaming,1,0,Unicorns of Love.CIS,2020
Worlds 2020 Play-In,WCS,2020-09-27 12:02:00,33:31,Unicorns of Love.CIS,PSG Talon,0,1,PSG Talon,2020
Worlds 2020 Play-In,WCS,2020-09-27 13:03:00,33:25,LGD Gaming,V3 Esports,1,0,LGD Gaming,2020
Worlds 2020 Play-In,WCS,2020-09-28 07:35:00,30:18,Papara SuperMassive,Team Liquid,0,1,Team Liquid,2020
Worlds 2020 Play-In,WCS,2020-09-28 08:45:00,38:09,MAD Lions,Legacy Esports,0,1,Legacy Esports,2020
Worlds 2020 Play-In,WCS,2020-09-28 09:49:00,36:18,INTZ,Team Liquid,1,0,INTZ,2020
Worlds 2020 Play-In,WCS,2020-09-28 10:53:00,29:40,Legacy Esports,Papara SuperMassive,1,0,Legacy Esports,2020
Worlds 2020 Play-In,WCS,2020-09-28 11:51:00,37:45,MAD Lions,INTZ,1,0,MAD Lions,2020
Worlds 2020 Play-In,WCS,2020-09-28 13:04:00,20:25,Team Liquid,Legacy Esports,1,0,Team Liquid,2020
Worlds 2020 Play-In,WCS,2020-09-29 05:27:00,28:50,Rainbow7,LGD Gaming,0,1,LGD Gaming,2020
Worlds 2020 Play-In,WCS,2020-09-29 06:44:00,30:50,Rainbow7,LGD Gaming,0,2,LGD Gaming,2020
Worlds 2020 Play-In,WCS,2020-09-29 07:40:00,33:39,LGD Gaming,Rainbow7,3,0,LGD Gaming,2020
Worlds 2020 Play-In,WCS,2020-09-29 08:38:00,36:36,Papara SuperMassive,MAD Lions,1,0,Papara SuperMassive,2020
Worlds 2020 Play-In,WCS,2020-09-29 09:42:00,31:18,MAD Lions,Papara SuperMassive,1,1,MAD Lions,2020
Worlds 2020 Play-In,WCS,2020-09-29 10:39:00,32:59,Papara SuperMassive,MAD Lions,2,1,Papara SuperMassive,2020
Worlds 2020 Play-In,WCS,2020-09-29 11:36:00,31:09,MAD Lions,Papara SuperMassive,2,2,MAD Lions,2020
Worlds 2020 Play-In,WCS,2020-09-29 12:36:00,29:39,Papara SuperMassive,MAD Lions,3,2,Papara SuperMassive,2020
Worlds 2020 Play-In,WCS,2020-09-30 05:28:00,28:57,Legacy Esports,LGD Gaming,0,1,LGD Gaming,2020
Worlds 2020 Play-In,WCS,2020-09-30 06:42:00,37:43,Legacy Esports,LGD Gaming,0,2,LGD Gaming,2020
Worlds 2020 Play-In,WCS,2020-09-30 07:45:00,24:55,Legacy Esports,LGD Gaming,0,3,LGD Gaming,2020
Worlds 2020 Play-In,WCS,2020-09-30 08:32:00,31:38,Unicorns of Love.CIS,Papara SuperMassive,1,0,Unicorns of Love.CIS,2020
Worlds 2020 Play-In,WCS,2020-09-30 09:36:00,32:55,Papara SuperMassive,Unicorns of Love.CIS,0,2,Unicorns of Love.CIS,2020
Worlds 2020 Play-In,WCS,2020-09-30 10:33:00,30:41,Unicorns of Love.CIS,Papara SuperMassive,3,0,Unicorns of Love.CIS,2020
Worlds 2020 Main Event,WCS,2020-10-03 07:35:00,31:16,FlyQuest,Top Esports,0,1,Top Esports,2020
Worlds 2020 Main Event,WCS,2020-10-03 08:47:00,30:10,Unicorns of Love.CIS,DRX,0,1,DRX,2020
Worlds 2020 Main Event,WCS,2020-10-03 09:50:00,28:42,Rogue (European Team),PSG Talon,1,0,Rogue (European Team),2020
Worlds 2020 Main Event,WCS,2020-10-03 10:43:00,24:34,DAMWON Gaming,JD Gaming,1,0,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-03 11:36:00,45:28,Gen.G,LGD Gaming,1,0,Gen.G,2020
Worlds 2020 Main Event,WCS,2020-10-03 12:48:00,34:11,TSM,Fnatic,0,1,Fnatic,2020
Worlds 2020 Main Event,WCS,2020-10-04 07:13:00,37:37,Machi Esports,Team Liquid,1,0,Machi Esports,2020
Worlds 2020 Main Event,WCS,2020-10-04 08:51:00,42:50,G2 Esports,Suning,1,0,G2 Esports,2020
Worlds 2020 Main Event,WCS,2020-10-04 10:03:00,33:57,Rogue (European Team),DAMWON Gaming,0,1,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-04 11:04:00,23:27,PSG Talon,JD Gaming,0,1,JD Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-04 11:55:00,27:29,Gen.G,TSM,1,0,Gen.G,2020
Worlds 2020 Main Event,WCS,2020-10-04 12:49:00,34:26,LGD Gaming,Fnatic,1,0,LGD Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-05 07:30:00,38:38,Machi Esports,G2 Esports,0,1,G2 Esports,2020
Worlds 2020 Main Event,WCS,2020-10-05 08:51:00,32:03,Team Liquid,Suning,0,1,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-05 09:51:00,28:00,DAMWON Gaming,PSG Talon,1,0,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-05 10:46:00,30:18,JD Gaming,Rogue (European Team),1,0,JD Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-05 11:43:00,36:38,FlyQuest,Unicorns of Love.CIS,1,0,FlyQuest,2020
Worlds 2020 Main Event,WCS,2020-10-05 12:45:00,32:10,Top Esports,DRX,1,0,Top Esports,2020
Worlds 2020 Main Event,WCS,2020-10-06 07:37:00,34:27,G2 Esports,Team Liquid,0,1,Team Liquid,2020
Worlds 2020 Main Event,WCS,2020-10-06 08:47:00,33:29,Suning,Machi Esports,1,0,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-06 09:47:00,30:00,DRX,FlyQuest,1,0,DRX,2020
Worlds 2020 Main Event,WCS,2020-10-06 10:44:00,32:34,Top Esports,Unicorns of Love.CIS,1,0,Top Esports,2020
Worlds 2020 Main Event,WCS,2020-10-06 11:43:00,27:50,Fnatic,Gen.G,1,0,Fnatic,2020
Worlds 2020 Main Event,WCS,2020-10-06 12:37:00,36:54,TSM,LGD Gaming,0,1,LGD Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-08 07:37:00,29:11,Team Liquid,G2 Esports,0,1,G2 Esports,2020
Worlds 2020 Main Event,WCS,2020-10-08 08:43:00,27:57,Machi Esports,Suning,0,1,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-08 09:36:00,30:21,G2 Esports,Machi Esports,1,0,G2 Esports,2020
Worlds 2020 Main Event,WCS,2020-10-08 10:36:00,32:32,Suning,Team Liquid,0,1,Team Liquid,2020
Worlds 2020 Main Event,WCS,2020-10-08 11:34:00,28:40,Team Liquid,Machi Esports,1,0,Team Liquid,2020
Worlds 2020 Main Event,WCS,2020-10-08 12:30:00,23:08,Suning,G2 Esports,1,0,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-08 13:20:00,44:07,Suning,G2 Esports,1,0,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-09 07:17:00,29:27,PSG Talon,DAMWON Gaming,0,1,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-09 08:43:00,31:22,Rogue (European Team),JD Gaming,0,1,JD Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-09 09:41:00,23:46,DAMWON Gaming,Rogue (European Team),1,0,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-09 10:31:00,26:48,JD Gaming,PSG Talon,0,1,PSG Talon,2020
Worlds 2020 Main Event,WCS,2020-10-09 11:23:00,30:33,PSG Talon,Rogue (European Team),1,0,PSG Talon,2020
Worlds 2020 Main Event,WCS,2020-10-09 12:19:00,37:01,JD Gaming,DAMWON Gaming,1,0,JD Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-10 07:46:00,25:35,Fnatic,TSM,1,0,Fnatic,2020
Worlds 2020 Main Event,WCS,2020-10-10 08:40:00,34:22,LGD Gaming,Gen.G,0,1,Gen.G,2020
Worlds 2020 Main Event,WCS,2020-10-10 09:38:00,39:04,TSM,Gen.G,0,1,Gen.G,2020
Worlds 2020 Main Event,WCS,2020-10-10 10:41:00,28:17,Fnatic,LGD Gaming,1,0,Fnatic,2020
Worlds 2020 Main Event,WCS,2020-10-10 11:35:00,37:44,LGD Gaming,TSM,1,0,LGD Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-10 12:37:00,23:08,Gen.G,Fnatic,1,0,Gen.G,2020
Worlds 2020 Main Event,WCS,2020-10-11 07:32:00,30:32,FlyQuest,DRX,0,1,DRX,2020
Worlds 2020 Main Event,WCS,2020-10-11 08:45:00,26:59,Unicorns of Love.CIS,Top Esports,0,1,Top Esports,2020
Worlds 2020 Main Event,WCS,2020-10-11 09:47:00,36:26,DRX,Unicorns of Love.CIS,1,0,DRX,2020
Worlds 2020 Main Event,WCS,2020-10-11 10:48:00,32:52,Top Esports,FlyQuest,0,1,FlyQuest,2020
Worlds 2020 Main Event,WCS,2020-10-11 11:46:00,30:01,Unicorns of Love.CIS,FlyQuest,0,1,FlyQuest,2020
Worlds 2020 Main Event,WCS,2020-10-11 12:40:00,38:43,DRX,Top Esports,0,1,Top Esports,2020
Worlds 2020 Main Event,WCS,2020-10-15 08:52:00,38:14,DAMWON Gaming,DRX,1,0,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-15 10:54:00,36:14,DRX,DAMWON Gaming,0,2,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-15 11:55:00,25:48,DRX,DAMWON Gaming,0,3,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-16 09:31:00,38:37,Suning,JD Gaming,0,1,JD Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-16 10:52:00,26:49,Suning,JD Gaming,1,1,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-16 11:47:00,32:52,JD Gaming,Suning,1,2,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-16 12:43:00,26:58,JD Gaming,Suning,1,3,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-17 09:26:00,33:42,Top Esports,Fnatic,0,1,Fnatic,2020
Worlds 2020 Main Event,WCS,2020-10-17 10:47:00,36:06,Top Esports,Fnatic,0,2,Fnatic,2020
Worlds 2020 Main Event,WCS,2020-10-17 11:47:00,29:44,Top Esports,Fnatic,1,2,Top Esports,2020
Worlds 2020 Main Event,WCS,2020-10-17 12:42:00,26:48,Fnatic,Top Esports,2,2,Top Esports,2020
Worlds 2020 Main Event,WCS,2020-10-17 13:33:00,25:22,Fnatic,Top Esports,2,3,Top Esports,2020
Worlds 2020 Main Event,WCS,2020-10-18 09:15:00,30:04,Gen.G,G2 Esports,0,1,G2 Esports,2020
Worlds 2020 Main Event,WCS,2020-10-18 10:43:00,29:03,Gen.G,G2 Esports,0,2,G2 Esports,2020
Worlds 2020 Main Event,WCS,2020-10-18 11:37:00,32:15,G2 Esports,Gen.G,3,0,G2 Esports,2020
Worlds 2020 Main Event,WCS,2020-10-24 10:23:00,28:32,G2 Esports,DAMWON Gaming,0,1,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-24 11:01:00,33:31,DAMWON Gaming,G2 Esports,1,1,G2 Esports,2020
Worlds 2020 Main Event,WCS,2020-10-24 11:55:00,31:50,G2 Esports,DAMWON Gaming,1,2,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-24 12:52:00,19:03,DAMWON Gaming,G2 Esports,3,1,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-25 09:26:00,29:40,Top Esports,Suning,0,1,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-25 10:44:00,33:54,Suning,Top Esports,1,1,Top Esports,2020
Worlds 2020 Main Event,WCS,2020-10-25 11:43:00,39:41,Top Esports,Suning,1,2,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-25 12:48:00,42:11,Suning,Top Esports,3,1,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-31 09:27:00,43:49,DAMWON Gaming,Suning,1,0,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-31 11:18:00,34:41,DAMWON Gaming,Suning,1,1,Suning,2020
Worlds 2020 Main Event,WCS,2020-10-31 12:21:00,35:12,Suning,DAMWON Gaming,1,2,DAMWON Gaming,2020
Worlds 2020 Main Event,WCS,2020-10-31 13:23:00,26:59,DAMWON Gaming,Suning,3,1,DAMWON Gaming,2020
Worlds 2021 Play-In,WCS,2021-10-05 11:09:00,40:46,Hanwha Life Esports,LNG Esports,0,1,LNG Esports,2021
Worlds 2021 Play-In,WCS,2021-10-05 12:00:00,32:36,INFINITY,RED Canids,0,1,RED Canids,2021
Worlds 2021 Play-In,WCS,2021-10-05 13:06:00,24:37,LNG Esports,PEACE (Oceanic Team),1,0,LNG Esports,2021
Worlds 2021 Play-In,WCS,2021-10-05 13:59:00,31:30,Hanwha Life Esports,INFINITY,1,0,Hanwha Life Esports,2021
Worlds 2021 Play-In,WCS,2021-10-05 14:57:00,35:27,Unicorns of Love.CIS,DetonatioN FocusMe,0,1,DetonatioN FocusMe,2021
Worlds 2021 Play-In,WCS,2021-10-05 16:11:00,34:18,Galatasaray Esports,Beyond Gaming,1,0,Galatasaray Esports,2021
Worlds 2021 Play-In,WCS,2021-10-05 17:17:00,28:26,DetonatioN FocusMe,Cloud9,0,1,Cloud9,2021
Worlds 2021 Play-In,WCS,2021-10-05 18:13:00,29:08,Unicorns of Love.CIS,Galatasaray Esports,0,1,Galatasaray Esports,2021
Worlds 2021 Play-In,WCS,2021-10-06 10:31:00,28:27,PEACE (Oceanic Team),Hanwha Life Esports,0,1,Hanwha Life Esports,2021
Worlds 2021 Play-In,WCS,2021-10-06 11:42:00,29:16,RED Canids,LNG Esports,0,1,LNG Esports,2021
Worlds 2021 Play-In,WCS,2021-10-06 12:37:00,34:20,INFINITY,PEACE (Oceanic Team),0,1,PEACE (Oceanic Team),2021
Worlds 2021 Play-In,WCS,2021-10-06 13:37:00,27:22,RED Canids,Hanwha Life Esports,0,1,Hanwha Life Esports,2021
Worlds 2021 Play-In,WCS,2021-10-06 14:35:00,37:48,Beyond Gaming,Cloud9,0,1,Cloud9,2021
Worlds 2021 Play-In,WCS,2021-10-06 15:42:00,27:55,Galatasaray Esports,DetonatioN FocusMe,0,1,DetonatioN FocusMe,2021
Worlds 2021 Play-In,WCS,2021-10-06 16:36:00,25:20,Beyond Gaming,Unicorns of Love.CIS,1,0,Beyond Gaming,2021
Worlds 2021 Play-In,WCS,2021-10-06 17:29:00,28:00,Cloud9,Galatasaray Esports,1,0,Cloud9,2021
Worlds 2021 Play-In,WCS,2021-10-07 10:13:00,23:30,LNG Esports,INFINITY,1,0,LNG Esports,2021
Worlds 2021 Play-In,WCS,2021-10-07 11:37:00,28:07,PEACE (Oceanic Team),RED Canids,1,0,PEACE (Oceanic Team),2021
Worlds 2021 Play-In,WCS,2021-10-07 12:33:00,32:10,DetonatioN FocusMe,Beyond Gaming,1,0,DetonatioN FocusMe,2021
Worlds 2021 Play-In,WCS,2021-10-07 13:31:00,25:43,Cloud9,Unicorns of Love.CIS,0,1,Unicorns of Love.CIS,2021
Worlds 2021 Play-In,WCS,2021-10-07 14:28:00,36:38,Unicorns of Love.CIS,Beyond Gaming,0,1,Beyond Gaming,2021
Worlds 2021 Play-In,WCS,2021-10-07 15:30:00,36:46,DetonatioN FocusMe,Cloud9,1,0,DetonatioN FocusMe,2021
Worlds 2021 Play-In,WCS,2021-10-08 10:33:00,42:10,Galatasaray Esports,Beyond Gaming,1,0,Galatasaray Esports,2021
Worlds 2021 Play-In,WCS,2021-10-08 11:56:00,39:04,Galatasaray Esports,Beyond Gaming,2,0,Galatasaray Esports,2021
Worlds 2021 Play-In,WCS,2021-10-08 12:55:00,26:53,Galatasaray Esports,Beyond Gaming,2,1,Beyond Gaming,2021
Worlds 2021 Play-In,WCS,2021-10-08 14:01:00,31:40,Beyond Gaming,Galatasaray Esports,2,2,Beyond Gaming,2021
Worlds 2021 Play-In,WCS,2021-10-08 14:52:00,34:43,Galatasaray Esports,Beyond Gaming,2,3,Beyond Gaming,2021
Worlds 2021 Play-In,WCS,2021-10-08 15:50:00,32:32,PEACE (Oceanic Team),RED Canids,0,1,RED Canids,2021
Worlds 2021 Play-In,WCS,2021-10-08 17:23:00,27:55,PEACE (Oceanic Team),RED Canids,1,1,PEACE (Oceanic Team),2021
Worlds 2021 Play-In,WCS,2021-10-08 18:09:00,26:13,RED Canids,PEACE (Oceanic Team),1,2,PEACE (Oceanic Team),2021
Worlds 2021 Play-In,WCS,2021-10-08 19:01:00,24:51,PEACE (Oceanic Team),RED Canids,2,2,RED Canids,2021
Worlds 2021 Play-In,WCS,2021-10-08 19:46:00,23:54,RED Canids,PEACE (Oceanic Team),2,3,PEACE (Oceanic Team),2021
Worlds 2021 Play-In,WCS,2021-10-09 10:20:00,29:08,Beyond Gaming,Hanwha Life Esports,0,1,Hanwha Life Esports,2021
Worlds 2021 Play-In,WCS,2021-10-09 11:43:00,23:00,Hanwha Life Esports,Beyond Gaming,2,0,Hanwha Life Esports,2021
Worlds 2021 Play-In,WCS,2021-10-09 12:31:00,25:09,Hanwha Life Esports,Beyond Gaming,3,0,Hanwha Life Esports,2021
Worlds 2021 Play-In,WCS,2021-10-09 13:16:00,33:46,PEACE (Oceanic Team),Cloud9,0,1,Cloud9,2021
Worlds 2021 Play-In,WCS,2021-10-09 14:17:00,21:47,PEACE (Oceanic Team),Cloud9,0,2,Cloud9,2021
Worlds 2021 Play-In,WCS,2021-10-09 15:02:00,19:32,Cloud9,PEACE (Oceanic Team),3,0,Cloud9,2021
Worlds 2021 Main Event,WCS,2021-10-11 10:34:00,29:41,DWG KIA,FunPlus Phoenix,1,0,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-11 11:41:00,37:26,Royal Never Give Up,PSG Talon,1,0,Royal Never Give Up,2021
Worlds 2021 Main Event,WCS,2021-10-11 12:48:00,31:42,Hanwha Life Esports,Fnatic,1,0,Hanwha Life Esports,2021
Worlds 2021 Main Event,WCS,2021-10-11 13:43:00,23:42,LNG Esports,Gen.G,0,1,Gen.G,2021
Worlds 2021 Main Event,WCS,2021-10-11 14:40:00,19:53,T1,DetonatioN FocusMe,1,0,T1,2021
Worlds 2021 Main Event,WCS,2021-10-11 15:33:00,28:31,EDward Gaming,100 Thieves,1,0,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-10-11 16:29:00,27:08,Team Liquid,MAD Lions,1,0,Team Liquid,2021
Worlds 2021 Main Event,WCS,2021-10-11 17:26:00,32:34,Rogue (European Team),Cloud9,1,0,Rogue (European Team),2021
Worlds 2021 Main Event,WCS,2021-10-12 10:29:00,36:49,T1,EDward Gaming,0,1,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-10-12 11:51:00,37:03,Rogue (European Team),DWG KIA,0,1,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-12 12:53:00,38:06,PSG Talon,Hanwha Life Esports,1,0,PSG Talon,2021
Worlds 2021 Main Event,WCS,2021-10-12 14:27:00,30:50,Fnatic,Royal Never Give Up,0,1,Royal Never Give Up,2021
Worlds 2021 Main Event,WCS,2021-10-12 15:21:00,36:44,Cloud9,FunPlus Phoenix,0,1,FunPlus Phoenix,2021
Worlds 2021 Main Event,WCS,2021-10-12 16:22:00,33:07,DetonatioN FocusMe,100 Thieves,0,1,100 Thieves,2021
Worlds 2021 Main Event,WCS,2021-10-12 17:21:00,46:59,MAD Lions,Gen.G,1,0,MAD Lions,2021
Worlds 2021 Main Event,WCS,2021-10-12 18:31:00,29:06,Team Liquid,LNG Esports,0,1,LNG Esports,2021
Worlds 2021 Main Event,WCS,2021-10-13 10:27:00,40:25,Royal Never Give Up,Hanwha Life Esports,1,0,Royal Never Give Up,2021
Worlds 2021 Main Event,WCS,2021-10-13 11:55:00,26:27,MAD Lions,LNG Esports,0,1,LNG Esports,2021
Worlds 2021 Main Event,WCS,2021-10-13 12:49:00,34:25,FunPlus Phoenix,Rogue (European Team),1,0,FunPlus Phoenix,2021
Worlds 2021 Main Event,WCS,2021-10-13 13:45:00,46:11,PSG Talon,Fnatic,1,0,PSG Talon,2021
Worlds 2021 Main Event,WCS,2021-10-13 15:03:00,38:29,Gen.G,Team Liquid,1,0,Gen.G,2021
Worlds 2021 Main Event,WCS,2021-10-13 16:04:00,32:27,DWG KIA,Cloud9,1,0,DWG KIA,2021
