,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner
6176,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-02 05:00:00,Masters 3,Qiao Gu Reapers,1,2,2
6177,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-02 07:00:00,Energy Pacemaker.All,Snake Esports,1,2,2
3986,LCK 2016 Spring,LoL Champions Korea,LCK,2016-04-02 08:00:00,SK Telecom T1,Samsung Galaxy,2,1,1
6178,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-02 09:00:00,Team WE,LGD Gaming,0,2,2
10475,LJL 2016 Spring Playoffs,LoL Japan League,LJL,2016-04-02 09:00:00,Unsold Stuff Gaming,Rampage,0,3,2
3987,LCK 2016 Spring,LoL Champions Korea,LCK,2016-04-02 11:00:00,ROX Tigers,Afreeca Freecs,2,0,1
19159,EU LCS 2016 Spring Playoffs,Europe League Championship Series,EU LCS,2016-04-02 15:00:00,Team Vitality,Fnatic,1,3,2
8459,CBLOL 2016 Split 1 Playoffs,Circuit Brazilian League of Legends,CBLOL,2016-04-02 16:00:00,Keyd Stars,INTZ,0,3,2
20218,LAS 2016 Opening Cup Playoffs,Copa Latinoamérica Sur,CLS,2016-04-02 17:00:00,Isurus,Last Kings,3,0,1
17742,NA LCS 2016 Spring Playoffs,North America League Championship Series,NA LCS,2016-04-02 19:00:00,Cloud9,TSM,1,3,2
6179,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-03 05:00:00,Vici Gaming,EDward Gaming,0,2,2
6180,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-03 07:00:00,Hyper Youth Gaming,Invictus Gaming,0,2,2
6181,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-03 09:00:00,Royal Never Give Up,Oh My God,2,0,1
14687,TCL 2016 Winter Playoffs,Turkish Championship League,TCL,2016-04-03 11:00:00,SuperMassive Esports,Beşiktaş.Oyun Hizmetleri,3,1,1
9628,LCL 2016 Spring Playoffs,LoL Continental League,LCL,2016-04-03 13:00:00,Hard Random,Team Empire,3,1,1
19160,EU LCS 2016 Spring Playoffs,Europe League Championship Series,EU LCS,2016-04-03 15:00:00,Origen,Unicorns of Love,3,0,1
17743,NA LCS 2016 Spring Playoffs,North America League Championship Series,NA LCS,2016-04-03 19:00:00,Team Liquid,NRG Esports,3,0,1
12190,OPL 2016 Split 1 Playoffs,Oceanic Pro League,OPL,2016-04-05 09:00:00,Legacy Esports,Chiefs Esports Club,2,3,2
8269,LPPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-05 11:00:00,Invictus Gaming,Snake Esports,1,2,2
8273,LPPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-05 11:00:00,Vici Gaming,LGD Gaming,0,2,2
8272,LPPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-05 11:00:00,Team WE,Energy Pacemaker.All,2,0,1
8271,LPPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-05 11:00:00,Royal Never Give Up,Oh My God,1,2,2
8270,LPPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-05 11:00:00,Qiao Gu Reapers,EDward Gaming,2,0,1
780,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 03:00:00,Bangkok Titans,Saigon Jokers,1,0,1
781,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 04:00:00,Bangkok Titans,Team Rigel,1,0,1
782,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 05:00:00,Team Rigel,Imperium Pro Team,0,1,2
783,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 06:00:00,Imperium Pro Team,Kuala Lumpur Hunters,1,0,1
784,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 07:00:00,Kuala Lumpur Hunters,Kanaya Gaming,1,0,1
785,GPL 2016 Spring,Garena Premier League,GPL,2016-04-06 08:00:00,Kanaya Gaming,Saigon Jokers,0,1,2
3988,LCK 2016 Spring,LoL Champions Korea,LCK,2016-04-06 08:00:00,Afreeca Freecs,Longzhu Gaming,2,1,1
3989,LCK 2016 Spring,LoL Champions Korea,LCK,2016-04-06 11:00:00,KT Rolster,SK Telecom T1,2,0,1
17846,NA LCS 2016 Summer Promotion,North America League Championship Series,NA LCS,2016-04-07 00:00:00,Dignitas,Team Dragon Knights,0,3,2
786,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 03:00:00,Kanaya Gaming,Team Rigel,0,1,2
787,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 04:00:00,Bangkok Titans,Kanaya Gaming,1,0,1
788,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 05:00:00,Imperium Pro Team,Bangkok Titans,0,1,2
789,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 06:00:00,Saigon Jokers,Imperium Pro Team,0,1,2
790,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 07:00:00,Kuala Lumpur Hunters,Saigon Jokers,0,1,2
791,GPL 2016 Spring,Garena Premier League,GPL,2016-04-07 08:00:00,Team Rigel,Kuala Lumpur Hunters,0,1,2
3990,LCK 2016 Spring,LoL Champions Korea,LCK,2016-04-07 08:00:00,ROX Tigers,Jin Air Green Wings,2,0,1
6182,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-07 09:00:00,Hyper Youth Gaming,Royal Never Give Up,0,2,2
3991,LCK 2016 Spring,LoL Champions Korea,LCK,2016-04-07 11:00:00,Kongdoo Monster,Samsung Galaxy,1,2,2
6183,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-07 11:00:00,Oh My God,Vici Gaming,1,2,2
17847,NA LCS 2016 Summer Promotion,North America League Championship Series,NA LCS,2016-04-07 19:00:00,Renegades,Team Dragon Knights,3,0,1
17848,NA LCS 2016 Summer Promotion,North America League Championship Series,NA LCS,2016-04-08 00:00:00,Team Impulse,Apex Gaming,3,1,1
792,GPL 2016 Spring,Garena Premier League,GPL,2016-04-08 03:00:00,Imperium Pro Team,Kanaya Gaming,1,0,1
793,GPL 2016 Spring,Garena Premier League,GPL,2016-04-08 04:20:00,Bangkok Titans,Kuala Lumpur Hunters,0,1,2
794,GPL 2016 Spring,Garena Premier League,GPL,2016-04-08 06:00:00,Team Rigel,Saigon Jokers,0,1,2
3992,LCK 2016 Spring,LoL Champions Korea,LCK,2016-04-08 08:00:00,Afreeca Freecs,CJ Entus,2,0,1
6184,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-08 09:00:00,Team WE,Snake Esports,1,2,2
3993,LCK 2016 Spring,LoL Champions Korea,LCK,2016-04-08 11:00:00,SK Telecom T1,SBENU Sonicboom,2,0,1
6185,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-08 11:00:00,Masters 3,LGD Gaming,0,2,2
17849,NA LCS 2016 Summer Promotion,North America League Championship Series,NA LCS,2016-04-08 19:00:00,Team Dragon Knights,Apex Gaming,0,3,2
795,GPL 2016 Spring,Garena Premier League,GPL,2016-04-09 03:00:00,Imperium Pro Team,Saigon Jokers,1,3,2
6186,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-09 05:00:00,Royal Never Give Up,Invictus Gaming,2,1,1
6187,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-09 07:00:00,Oh My God,EDward Gaming,0,2,2
796,GPL 2016 Spring,Garena Premier League,GPL,2016-04-09 07:40:00,Bangkok Titans,Kuala Lumpur Hunters,3,1,1
3994,LCK 2016 Spring,LoL Champions Korea,LCK,2016-04-09 08:00:00,KT Rolster,Kongdoo Monster,2,1,1
6188,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-09 09:00:00,Hyper Youth Gaming,Vici Gaming,0,2,2
3995,LCK 2016 Spring,LoL Champions Korea,LCK,2016-04-09 11:00:00,Jin Air Green Wings,Longzhu Gaming,1,2,2
9688,LCL 2016 Summer Promotion,LoL Continental League,LCL,2016-04-09 15:00:00,RoX (2014 CIS Team),Might Makes Right,3,2,1
19161,EU LCS 2016 Spring Playoffs,Europe League Championship Series,EU LCS,2016-04-09 15:00:00,H2k-Gaming,Origen,2,3,2
8495,CBLOL 2016 Split 2 Promotion,Circuit Brazilian League of Legends,CBLOL,2016-04-09 16:00:00,paiN Gaming,Overload (Brazilian Team),3,0,1
17744,NA LCS 2016 Spring Playoffs,North America League Championship Series,NA LCS,2016-04-09 19:00:00,Counter Logic Gaming,Team Liquid,3,2,1
10476,LJL 2016 Spring Playoffs,LoL Japan League,LJL,2016-04-10 04:00:00,DetonatioN FocusMe,Rampage,3,0,1
6189,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-10 05:00:00,Team WE,Qiao Gu Reapers,2,1,1
797,GPL 2016 Spring,Garena Premier League,GPL,2016-04-10 06:00:00,Bangkok Titans,Saigon Jokers,1,3,2
6190,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-10 07:00:00,Snake Esports,LGD Gaming,1,2,2
6191,LPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-10 09:00:00,Energy Pacemaker.All,Masters 3,2,0,1
9689,LCL 2016 Summer Promotion,LoL Continental League,LCL,2016-04-10 15:00:00,Team Differential,Gambit Esports,0,3,2
19162,EU LCS 2016 Spring Playoffs,Europe League Championship Series,EU LCS,2016-04-10 15:00:00,G2 Esports,Fnatic,3,1,1
8496,CBLOL 2016 Split 2 Promotion,Circuit Brazilian League of Legends,CBLOL,2016-04-10 16:00:00,CNB e-Sports Club,Remo Brave e-Sports,3,0,1
17745,NA LCS 2016 Spring Playoffs,North America League Championship Series,NA LCS,2016-04-10 19:00:00,Immortals,TSM,0,3,2
8275,LPPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-12 11:00:00,Energy Pacemaker.All,Vici Gaming,2,1,1
8278,LPPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-12 11:00:00,Royal Never Give Up,Invictus Gaming,0,2,2
8277,LPPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-12 11:00:00,Qiao Gu Reapers,Team WE,2,0,1
8276,LPPL 2016 Spring,Tencent LoL Pro League,LPL,2016-04-12 11:00:00,Oh My God,LGD Gaming,2,0,1
6192,LPL 2016 Spring Playoffs,Tencent LoL Pro League,LPL,2016-04-13 05:00:00,Vici Gaming,LGD Gaming,3,1,1
6193,LPL 2016 Spring Playoffs,Tencent LoL Pro League,LPL,2016-04-13 09:00:00,Snake Esports,Invictus Gaming,3,0,1
3996,LCK 2016 Spring Playoffs,LoL Champions Korea,LCK,2016-04-13 09:00:00,Jin Air Green Wings,Afreeca Freecs,2,0,1
6311,LPL 2016 Summer Promotion,Tencent LoL Pro League,LPL,2016-04-14 05:00:00,Masters 3,Hyper Youth Gaming,0,3,2
6312,LPL 2016 Summer Promotion,Tencent LoL Pro League,LPL,2016-04-14 09:00:00,Energy Pacemaker.All,Oh My God,0,3,2
6194,LPL 2016 Spring Playoffs,Tencent LoL Pro League,LPL,2016-04-15 05:00:00,Team WE,Vici Gaming,3,1,1
3997,LCK 2016 Spring Playoffs,LoL Champions Korea,LCK,2016-04-15 09:00:00,SK Telecom T1,Jin Air Green Wings,3,1,1
16174,LMS 2016 Spring Playoffs,LoL Master Series,LMS,2016-04-15 09:00:00,Taipei Assassins,Machi Esports,2,3,2
6195,LPL 2016 Spring Playoffs,Tencent LoL Pro League,LPL,2016-04-15 09:00:00,EDward Gaming,Snake Esports,3,0,1
6313,LPL 2016 Summer Promotion,Tencent LoL Pro League,LPL,2016-04-16 05:00:00,Young Miracles,Hyper Youth Gaming,2,3,2
6314,LPL 2016 Summer Promotion,Tencent LoL Pro League,LPL,2016-04-16 07:00:00,Energy Pacemaker.All,MF Gaming,3,1,1
3998,LCK 2016 Spring Playoffs,LoL Champions Korea,LCK,2016-04-16 09:00:00,KT Rolster,SK Telecom T1,0,3,2
16175,LMS 2016 Spring Playoffs,LoL Master Series,LMS,2016-04-16 09:00:00,Flash Wolves,Machi Esports,3,0,1
19163,EU LCS 2016 Spring Playoffs,Europe League Championship Series,EU LCS,2016-04-16 15:00:00,H2k-Gaming,Fnatic,2,3,2
17746,NA LCS 2016 Spring Playoffs,North America League Championship Series,NA LCS,2016-04-16 19:00:00,Team Liquid,Immortals,0,3,2
6196,LPL 2016 Spring Playoffs,Tencent LoL Pro League,LPL,2016-04-17 05:00:00,Royal Never Give Up,Team WE,3,2,1
16176,LMS 2016 Spring Playoffs,LoL Master Series,LMS,2016-04-17 09:00:00,ahq eSports Club,Flash Wolves,0,3,2
19164,EU LCS 2016 Spring Playoffs,Europe League Championship Series,EU LCS,2016-04-17 15:00:00,Origen,G2 Esports,1,3,2
17747,NA LCS 2016 Spring Playoffs,North America League Championship Series,NA LCS,2016-04-17 19:00:00,Counter Logic Gaming,TSM,3,2,1
6198,LPL 2016 Spring Playoffs,Tencent LoL Pro League,LPL,2016-04-18 07:00:00,Team WE,Qiao Gu Reapers,3,0,1
6199,LPL 2016 Spring Playoffs,Tencent LoL Pro League,LPL,2016-04-23 07:00:00,Royal Never Give Up,EDward Gaming,3,1,1
3999,LCK 2016 Spring Playoffs,LoL Champions Korea,LCK,2016-04-23 08:00:00,ROX Tigers,SK Telecom T1,1,3,2
12241,OPL 2016 Split 2 Promotion,Oceanic Pro League,OPL,2016-04-26 09:00:00,Infernum Gaming,Chiefs Black,0,3,2
12242,OPL 2016 Split 2 Promotion,Oceanic Pro League,OPL,2016-04-27 09:00:00,Trident Esports,Abyss Esports Red,2,3,2
4096,LCK 2016 Summer Promotion,LoL Champions Korea,LCK,2016-04-28 09:00:00,SBENU Sonicboom,ESC Ever,0,3,2
4097,LCK 2016 Summer Promotion,LoL Champions Korea,LCK,2016-04-29 09:00:00,Kongdoo Monster,MVP,1,3,2
14619,TCL 2016 Summer Qualifiers,Turkish Championship League,TCL,2016-04-29 16:00:00,CILEKLER,Victorious Ace,3,0,1
14620,TCL 2016 Summer Qualifiers,Turkish Championship League,TCL,2016-04-30 16:00:00,Team Turquality,Imperial Esports,3,0,1
8463,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-19 16:00:00,INTZ,Keyd Stars,1,1,0
8464,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-19 18:00:00,RED Canids,CNB e-Sports Club,0,2,2
8465,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-20 16:00:00,Operation Kino e-Sports,KaBuM! Esports,0,2,2
8466,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-20 18:00:00,Big Gods,paiN Gaming,1,1,0
16238,LMS 2016 Summer Promotion,LoL Master Series,LMS,2016-05-21 09:00:00,eXtreme Gamers,Taipei Berserkers,3,1,1
8467,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-21 16:00:00,Keyd Stars,RED Canids,1,1,0
8468,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-21 18:00:00,CNB e-Sports Club,INTZ,1,1,0
16239,LMS 2016 Summer Promotion,LoL Master Series,LMS,2016-05-22 09:00:00,Cougar E-Sport,Flash Husky,0,3,2
8469,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-22 16:00:00,KaBuM! Esports,Big Gods,2,0,1
8470,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-22 18:00:00,paiN Gaming,Operation Kino e-Sports,2,0,1
12194,OPL 2016 Split 2,Oceanic Pro League,OPL,2016-05-23 08:00:00,Chiefs Esports Club,Sin Gaming,2,0,1
12195,OPL 2016 Split 2,Oceanic Pro League,OPL,2016-05-23 11:00:00,Hellions e-Sports Club,Abyss Esports,1,2,2
12196,OPL 2016 Split 2,Oceanic Pro League,OPL,2016-05-24 08:00:00,Tainted Minds,Avant Garde,2,1,1
12197,OPL 2016 Split 2,Oceanic Pro League,OPL,2016-05-24 11:00:00,Legacy Esports,Dire Wolves,2,0,1
4002,LCK 2016 Summer,LoL Champions Korea,LCK,2016-05-25 08:00:00,Afreeca Freecs,Longzhu Gaming,2,0,1
10478,LJL 2016 Summer,LoL Japan League,LJL,2016-05-25 09:00:00,7th heaven,SCARZ,2,0,1
4003,LCK 2016 Summer,LoL Champions Korea,LCK,2016-05-25 11:00:00,CJ Entus,ESC Ever,0,2,2
20151,LAS 2016 Closing Cup,Copa Latinoamérica Sur,CLS,2016-05-25 23:00:00,Isurus,Kaos Latin Gamers,2,0,1
20152,LAS 2016 Closing Cup,Copa Latinoamérica Sur,CLS,2016-05-26 01:00:00,Last Kings,Hafnet eSports,0,2,2
6206,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-05-26 09:00:00,EDward Gaming,Newbee,2,1,1
4004,LCK 2016 Summer,LoL Champions Korea,LCK,2016-05-26 11:00:00,ROX Tigers,Samsung Galaxy,0,2,2
6207,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-05-26 12:00:00,Snake Esports,Game Talents,1,2,2
20153,LAS 2016 Closing Cup,Copa Latinoamérica Sur,CLS,2016-05-26 23:00:00,Furious Gaming,Rebirth eSports,2,0,1
20154,LAS 2016 Closing Cup,Copa Latinoamérica Sur,CLS,2016-05-27 01:00:00,Hafnet eSports,Isurus,0,2,2
10479,LJL 2016 Summer,LoL Japan League,LJL,2016-05-27 09:00:00,DetonatioN FocusMe,Team BlackEye,2,1,1
6208,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-05-27 09:00:00,Royal Never Give Up,Team WE,2,1,1
4005,LCK 2016 Summer,LoL Champions Korea,LCK,2016-05-27 11:00:00,MVP,KT Rolster,0,2,2
6209,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-05-27 12:00:00,Oh My God,I May,0,2,2
6210,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-05-28 05:00:00,EDward Gaming,Snake Esports,2,0,1
4006,LCK 2016 Summer,LoL Champions Korea,LCK,2016-05-28 05:00:00,Jin Air Green Wings,Longzhu Gaming,2,0,1
6211,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-05-28 08:00:00,Game Talents,Saint Gaming,2,0,1
10480,LJL 2016 Summer,LoL Japan League,LJL,2016-05-28 09:00:00,Unsold Stuff Gaming,Rampage,1,2,2
6212,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-05-28 11:00:00,Newbee,Invictus Gaming,2,1,1
9629,LCL 2016 Summer,LoL Continental League,LCL,2016-05-28 15:00:00,Albus NoX Luna,Team Empire,1,0,1
9630,LCL 2016 Summer,LoL Continental League,LCL,2016-05-28 16:00:00,Vaevictis eSports,Natus Vincere.CIS,1,0,1
8471,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-28 16:00:00,CNB e-Sports Club,Operation Kino e-Sports,1,1,0
9631,LCL 2016 Summer,LoL Continental League,LCL,2016-05-28 17:00:00,Team Just,Gambit Esports,0,1,2
8472,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-28 18:00:00,INTZ,RED Canids,2,0,1
9632,LCL 2016 Summer,LoL Continental League,LCL,2016-05-28 18:00:00,Vega Squadron,RoX (2014 CIS Team),1,0,1
6213,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-05-29 05:00:00,LGD Gaming,I May,0,2,2
6214,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-05-29 08:00:00,Royal Never Give Up,Vici Gaming,2,0,1
6215,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-05-29 11:00:00,Team WE,Oh My God,2,0,1
9633,LCL 2016 Summer,LoL Continental League,LCL,2016-05-29 15:00:00,Team Just,Vaevictis eSports,0,1,2
9634,LCL 2016 Summer,LoL Continental League,LCL,2016-05-29 16:00:00,Vega Squadron,Albus NoX Luna,0,1,2
8473,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-29 16:00:00,Big Gods,Keyd Stars,0,2,2
9635,LCL 2016 Summer,LoL Continental League,LCL,2016-05-29 17:00:00,Natus Vincere.CIS,RoX (2014 CIS Team),0,1,2
9636,LCL 2016 Summer,LoL Continental League,LCL,2016-05-29 18:00:00,Gambit Esports,Team Empire,1,0,1
8474,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-05-29 18:00:00,KaBuM! Esports,paiN Gaming,0,2,2
12198,OPL 2016 Split 2,Oceanic Pro League,OPL,2016-05-30 08:00:00,Hellions e-Sports Club,Legacy Esports,0,2,2
4007,LCK 2016 Summer,LoL Champions Korea,LCK,2016-05-30 11:00:00,Afreeca Freecs,Samsung Galaxy,0,2,2
12199,OPL 2016 Split 2,Oceanic Pro League,OPL,2016-05-30 11:00:00,Abyss Esports,Dire Wolves,1,2,2
12200,OPL 2016 Split 2,Oceanic Pro League,OPL,2016-05-31 08:00:00,Tainted Minds,Chiefs Esports Club,0,2,2
4008,LCK 2016 Summer,LoL Champions Korea,LCK,2016-05-31 11:00:00,ESC Ever,Jin Air Green Wings,1,2,2
12201,OPL 2016 Split 2,Oceanic Pro League,OPL,2016-05-31 11:00:00,Avant Garde,Sin Gaming,2,0,1
4009,LCK 2016 Summer,LoL Champions Korea,LCK,2016-06-01 08:00:00,ROX Tigers,MVP,2,1,1
10481,LJL 2016 Summer,LoL Japan League,LJL,2016-06-01 09:00:00,Team BlackEye,Unsold Stuff Gaming,1,2,2
4010,LCK 2016 Summer,LoL Champions Korea,LCK,2016-06-01 11:00:00,Longzhu Gaming,KT Rolster,1,2,2
20155,LAS 2016 Closing Cup,Copa Latinoamérica Sur,CLS,2016-06-01 23:00:00,Kaos Latin Gamers,Rebirth eSports,1,1,0
20156,LAS 2016 Closing Cup,Copa Latinoamérica Sur,CLS,2016-06-02 01:00:00,Furious Gaming,Last Kings,2,0,1
6216,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-06-02 09:00:00,Vici Gaming,LGD Gaming,2,0,1
4011,LCK 2016 Summer,LoL Champions Korea,LCK,2016-06-02 11:00:00,SK Telecom T1,CJ Entus,2,0,1
6217,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-06-02 12:00:00,Team WE,I May,2,1,1
19167,EU LCS 2016 Summer,Europe League Championship Series,EU LCS,2016-06-02 15:00:00,H2k-Gaming,Team ROCCAT,1,1,0
19168,EU LCS 2016 Summer,Europe League Championship Series,EU LCS,2016-06-02 15:00:00,Origen,G2 Esports,0,2,2
19169,EU LCS 2016 Summer,Europe League Championship Series,EU LCS,2016-06-02 17:00:00,FC Schalke 04 Esports,Unicorns of Love,2,0,1
19170,EU LCS 2016 Summer,Europe League Championship Series,EU LCS,2016-06-02 17:00:00,Splyce,Team Vitality,1,1,0
19171,EU LCS 2016 Summer,Europe League Championship Series,EU LCS,2016-06-02 19:00:00,Fnatic,Giants Gaming,2,0,1
20157,LAS 2016 Closing Cup,Copa Latinoamérica Sur,CLS,2016-06-02 23:00:00,Rebirth eSports,Isurus,0,2,2
20158,LAS 2016 Closing Cup,Copa Latinoamérica Sur,CLS,2016-06-03 01:00:00,Hafnet eSports,Furious Gaming,0,2,2
4012,LCK 2016 Summer,LoL Champions Korea,LCK,2016-06-03 08:00:00,ESC Ever,ROX Tigers,0,2,2
6218,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-06-03 09:00:00,Game Talents,Newbee,2,0,1
10482,LJL 2016 Summer,LoL Japan League,LJL,2016-06-03 09:00:00,Rampage,7th heaven,2,0,1
4013,LCK 2016 Summer,LoL Champions Korea,LCK,2016-06-03 11:00:00,Samsung Galaxy,MVP,2,0,1
6219,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-06-03 12:00:00,Invictus Gaming,Saint Gaming,2,1,1
19173,EU LCS 2016 Summer,Europe League Championship Series,EU LCS,2016-06-03 15:00:00,Unicorns of Love,Origen,2,0,1
19172,EU LCS 2016 Summer,Europe League Championship Series,EU LCS,2016-06-03 15:00:00,Splyce,Team ROCCAT,1,1,0
19175,EU LCS 2016 Summer,Europe League Championship Series,EU LCS,2016-06-03 17:00:00,Team Vitality,Fnatic,1,1,0
19174,EU LCS 2016 Summer,Europe League Championship Series,EU LCS,2016-06-03 17:00:00,Giants Gaming,G2 Esports,0,2,2
19176,EU LCS 2016 Summer,Europe League Championship Series,EU LCS,2016-06-03 19:00:00,H2k-Gaming,FC Schalke 04 Esports,1,1,0
17750,NA LCS 2016 Summer,North America League Championship Series,NA LCS,2016-06-04 00:00:00,TSM,Counter Logic Gaming,2,0,1
17751,NA LCS 2016 Summer,North America League Championship Series,NA LCS,2016-06-04 03:00:00,Team EnVyUs,NRG Esports,2,1,1
6220,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-06-04 05:00:00,Royal Never Give Up,Oh My God,2,0,1
4014,LCK 2016 Summer,LoL Champions Korea,LCK,2016-06-04 05:00:00,KT Rolster,SK Telecom T1,0,2,2
4015,LCK 2016 Summer,LoL Champions Korea,LCK,2016-06-04 08:00:00,CJ Entus,Afreeca Freecs,0,2,2
6221,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-06-04 08:00:00,Vici Gaming,I May,2,1,1
10483,LJL 2016 Summer,LoL Japan League,LJL,2016-06-04 09:00:00,DetonatioN FocusMe,SCARZ,2,0,1
6222,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-06-04 11:00:00,Team WE,LGD Gaming,2,1,1
9637,LCL 2016 Summer,LoL Continental League,LCL,2016-06-04 15:00:00,RoX (2014 CIS Team),Team Empire,1,0,1
8475,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-06-04 16:00:00,paiN Gaming,CNB e-Sports Club,1,1,0
9638,LCL 2016 Summer,LoL Continental League,LCL,2016-06-04 16:00:00,Natus Vincere.CIS,Gambit Esports,1,0,1
9639,LCL 2016 Summer,LoL Continental League,LCL,2016-06-04 17:00:00,Vaevictis eSports,Vega Squadron,1,0,1
8476,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-06-04 18:00:00,Keyd Stars,KaBuM! Esports,2,0,1
9640,LCL 2016 Summer,LoL Continental League,LCL,2016-06-04 18:00:00,Albus NoX Luna,Team Just,1,0,1
17752,NA LCS 2016 Summer,North America League Championship Series,NA LCS,2016-06-04 19:00:00,Cloud9,Immortals,1,2,2
17753,NA LCS 2016 Summer,North America League Championship Series,NA LCS,2016-06-04 19:00:00,Echo Fox,Phoenix1,2,0,1
17755,NA LCS 2016 Summer,North America League Championship Series,NA LCS,2016-06-04 22:00:00,Team EnVyUs,Team Liquid,2,0,1
17754,NA LCS 2016 Summer,North America League Championship Series,NA LCS,2016-06-04 22:00:00,Apex Gaming,NRG Esports,2,0,1
6223,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-06-05 05:00:00,EDward Gaming,Saint Gaming,2,0,1
6224,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-06-05 08:00:00,Invictus Gaming,Game Talents,2,0,1
6225,LPL 2016 Summer,Tencent LoL Pro League,LPL,2016-06-05 11:00:00,Newbee,Snake Esports,0,2,2
9641,LCL 2016 Summer,LoL Continental League,LCL,2016-06-05 15:00:00,RoX (2014 CIS Team),Team Just,1,0,1
9642,LCL 2016 Summer,LoL Continental League,LCL,2016-06-05 16:00:00,Natus Vincere.CIS,Vega Squadron,0,1,2
8477,CBLOL 2016 Split 2,Circuit Brazilian League of Legends,CBLOL,2016-06-05 16:00:00,RED Canids,Big Gods,0,2,2
9643,LCL 2016 Summer,LoL Continental League,LCL,2016-06-05 17:00:00,Gambit Esports,Albus NoX Luna,0,1,2
