Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red
Worlds 2020 Main Event,WCS,2020-10-31 09:27:00,DAMWON Gaming,Suning,DAMWON Gaming,21.0,12.0,83417.0,76297.0,5.0,1.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,0.0,2020,DK,KR,SN,CN,DK,KR,Blue
Worlds 2020 Main Event,WCS,2020-10-31 11:18:00,DAMWON Gaming,Suning,Suning,12.0,20.0,58435.0,64697.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,8.0,0.0,1.0,2020,DK,KR,SN,CN,SN,CN,Red
Worlds 2020 Main Event,WCS,2020-10-31 12:21:00,Suning,DAMWON Gaming,DAMWON Gaming,11.0,16.0,60665.0,64880.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,0.0,1.0,2020,SN,CN,DK,KR,DK,KR,Red
Worlds 2020 Main Event,WCS,2020-10-31 13:23:00,DAMWON Gaming,Suning,DAMWON Gaming,24.0,7.0,56457.0,44148.0,4.0,0.0,1.0,0.0,2.0,0.0,9.0,3.0,2.0,0.0,2020,DK,KR,SN,CN,DK,KR,Blue
Worlds 2021 Play-In,WCS,2021-10-05 11:09:00,Hanwha Life Esports,LNG Esports,LNG Esports,5.0,18.0,66406.0,78638.0,2.0,4.0,0.0,2.0,2.0,0.0,3.0,8.0,0.0,1.0,2021,HLE,KR,LNG,CN,LNG,CN,Red
Worlds 2021 Play-In,WCS,2021-10-05 12:00:00,INFINITY,RED Canids,RED Canids,6.0,15.0,50535.0,59783.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,2.0,2021,INF,LAT,RED,BR,RED,BR,Red
Worlds 2021 Play-In,WCS,2021-10-05 13:06:00,LNG Esports,PEACE (Oceanic Team),LNG Esports,15.0,5.0,49695.0,36256.0,2.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,0.0,2021,LNG,CN,PCE,PCS,LNG,CN,Blue
Worlds 2021 Play-In,WCS,2021-10-05 13:59:00,Hanwha Life Esports,INFINITY,Hanwha Life Esports,12.0,8.0,59760.0,50003.0,3.0,1.0,1.0,0.0,1.0,1.0,11.0,2.0,3.0,0.0,2021,HLE,KR,INF,LAT,HLE,KR,Blue
Worlds 2021 Play-In,WCS,2021-10-05 14:57:00,Unicorns of Love.CIS,DetonatioN FocusMe,DetonatioN FocusMe,7.0,19.0,56910.0,66032.0,1.0,4.0,0.0,2.0,2.0,0.0,5.0,8.0,0.0,1.0,2021,UOL,INT,DFM,JP,DFM,JP,Red
Worlds 2021 Play-In,WCS,2021-10-05 16:11:00,Galatasaray Esports,Beyond Gaming,Galatasaray Esports,17.0,9.0,63855.0,53542.0,2.0,3.0,1.0,0.0,2.0,0.0,7.0,2.0,1.0,0.0,2021,GS,EMEA,BYG,PCS,GS,EMEA,Blue
Worlds 2021 Play-In,WCS,2021-10-05 17:17:00,DetonatioN FocusMe,Cloud9,Cloud9,4.0,13.0,43759.0,55549.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,10.0,0.0,2.0,2021,DFM,JP,C9,NA,C9,NA,Red
Worlds 2021 Play-In,WCS,2021-10-05 18:13:00,Unicorns of Love.CIS,Galatasaray Esports,Galatasaray Esports,9.0,22.0,45267.0,58652.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,2.0,2021,UOL,INT,GS,EMEA,GS,EMEA,Red
Worlds 2021 Play-In,WCS,2021-10-06 10:31:00,PEACE (Oceanic Team),Hanwha Life Esports,Hanwha Life Esports,6.0,21.0,45164.0,60531.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,2.0,2021,PCE,PCS,HLE,KR,HLE,KR,Red
Worlds 2021 Play-In,WCS,2021-10-06 11:42:00,RED Canids,LNG Esports,LNG Esports,5.0,15.0,45667.0,56513.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,10.0,0.0,1.0,2021,RED,BR,LNG,CN,LNG,CN,Red
Worlds 2021 Play-In,WCS,2021-10-06 12:37:00,INFINITY,PEACE (Oceanic Team),PEACE (Oceanic Team),17.0,21.0,57722.0,67293.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,1.0,2021,INF,LAT,PCE,PCS,PCE,PCS,Red
Worlds 2021 Play-In,WCS,2021-10-06 13:37:00,RED Canids,Hanwha Life Esports,Hanwha Life Esports,10.0,21.0,44437.0,58678.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,10.0,0.0,2.0,2021,RED,BR,HLE,KR,HLE,KR,Red
Worlds 2021 Play-In,WCS,2021-10-06 14:35:00,Beyond Gaming,Cloud9,Cloud9,16.0,26.0,65146.0,75327.0,1.0,4.0,0.0,2.0,2.0,0.0,3.0,11.0,0.0,4.0,2021,BYG,PCS,C9,NA,C9,NA,Red
Worlds 2021 Play-In,WCS,2021-10-06 15:42:00,Galatasaray Esports,DetonatioN FocusMe,DetonatioN FocusMe,2.0,17.0,41919.0,53955.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,9.0,0.0,1.0,2021,GS,EMEA,DFM,JP,DFM,JP,Red
Worlds 2021 Play-In,WCS,2021-10-06 16:36:00,Beyond Gaming,Unicorns of Love.CIS,Beyond Gaming,19.0,6.0,51150.0,36767.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,2.0,0.0,2021,BYG,PCS,UOL,INT,BYG,PCS,Blue
Worlds 2021 Play-In,WCS,2021-10-06 17:29:00,Cloud9,Galatasaray Esports,Cloud9,22.0,9.0,59271.0,46795.0,2.0,2.0,1.0,0.0,1.0,1.0,9.0,4.0,1.0,0.0,2021,C9,NA,GS,EMEA,C9,NA,Blue
Worlds 2021 Play-In,WCS,2021-10-07 10:13:00,LNG Esports,INFINITY,LNG Esports,21.0,3.0,49717.0,33627.0,2.0,1.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,0.0,2021,LNG,CN,INF,LAT,LNG,CN,Blue
Worlds 2021 Play-In,WCS,2021-10-07 11:37:00,PEACE (Oceanic Team),RED Canids,PEACE (Oceanic Team),25.0,9.0,59601.0,51137.0,2.0,2.0,0.0,1.0,2.0,0.0,9.0,3.0,1.0,0.0,2021,PCE,PCS,RED,BR,PCE,PCS,Blue
Worlds 2021 Play-In,WCS,2021-10-07 12:33:00,DetonatioN FocusMe,Beyond Gaming,DetonatioN FocusMe,22.0,4.0,63423.0,48018.0,3.0,1.0,1.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,2021,DFM,JP,BYG,PCS,DFM,JP,Blue
Worlds 2021 Play-In,WCS,2021-10-07 13:31:00,Cloud9,Unicorns of Love.CIS,Unicorns of Love.CIS,11.0,19.0,42930.0,48549.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,1.0,2021,C9,NA,UOL,INT,UOL,INT,Red
Worlds 2021 Play-In,WCS,2021-10-07 14:28:00,Unicorns of Love.CIS,Beyond Gaming,Beyond Gaming,14.0,19.0,61615.0,71873.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,11.0,0.0,3.0,2021,UOL,INT,BYG,PCS,BYG,PCS,Red
Worlds 2021 Play-In,WCS,2021-10-07 15:30:00,DetonatioN FocusMe,Cloud9,DetonatioN FocusMe,20.0,12.0,70988.0,62814.0,2.0,4.0,2.0,0.0,1.0,1.0,8.0,4.0,1.0,0.0,2021,DFM,JP,C9,NA,DFM,JP,Blue
Worlds 2021 Play-In,WCS,2021-10-08 10:33:00,Galatasaray Esports,Beyond Gaming,Galatasaray Esports,22.0,19.0,76788.0,76445.0,6.0,0.0,0.0,2.0,0.0,2.0,7.0,6.0,1.0,0.0,2021,GS,EMEA,BYG,PCS,GS,EMEA,Blue
Worlds 2021 Play-In,WCS,2021-10-08 11:56:00,Galatasaray Esports,Beyond Gaming,Galatasaray Esports,23.0,28.0,72834.0,70751.0,2.0,4.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,1.0,2021,GS,EMEA,BYG,PCS,GS,EMEA,Blue
Worlds 2021 Play-In,WCS,2021-10-08 12:55:00,Galatasaray Esports,Beyond Gaming,Beyond Gaming,7.0,22.0,45503.0,57088.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,10.0,0.0,3.0,2021,GS,EMEA,BYG,PCS,BYG,PCS,Red
Worlds 2021 Play-In,WCS,2021-10-08 14:01:00,Beyond Gaming,Galatasaray Esports,Beyond Gaming,28.0,13.0,64151.0,55401.0,3.0,1.0,0.0,1.0,2.0,0.0,9.0,4.0,1.0,0.0,2021,BYG,PCS,GS,EMEA,BYG,PCS,Blue
Worlds 2021 Play-In,WCS,2021-10-08 14:52:00,Galatasaray Esports,Beyond Gaming,Beyond Gaming,9.0,14.0,56704.0,61836.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,1.0,2021,GS,EMEA,BYG,PCS,BYG,PCS,Red
Worlds 2021 Play-In,WCS,2021-10-08 15:50:00,PEACE (Oceanic Team),RED Canids,RED Canids,22.0,27.0,58132.0,63103.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,9.0,0.0,2.0,2021,PCE,PCS,RED,BR,RED,BR,Red
Worlds 2021 Play-In,WCS,2021-10-08 17:23:00,PEACE (Oceanic Team),RED Canids,PEACE (Oceanic Team),24.0,7.0,56758.0,43097.0,2.0,1.0,1.0,0.0,2.0,0.0,10.0,2.0,1.0,0.0,2021,PCE,PCS,RED,BR,PCE,PCS,Blue
Worlds 2021 Play-In,WCS,2021-10-08 18:09:00,RED Canids,PEACE (Oceanic Team),PEACE (Oceanic Team),9.0,23.0,41757.0,54880.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,9.0,0.0,1.0,2021,RED,BR,PCE,PCS,PCE,PCS,Red
Worlds 2021 Play-In,WCS,2021-10-08 19:01:00,PEACE (Oceanic Team),RED Canids,RED Canids,4.0,17.0,37048.0,50592.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,3.0,2021,PCE,PCS,RED,BR,RED,BR,Red
Worlds 2021 Play-In,WCS,2021-10-08 19:46:00,RED Canids,PEACE (Oceanic Team),PEACE (Oceanic Team),4.0,18.0,34827.0,50394.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,10.0,0.0,3.0,2021,RED,BR,PCE,PCS,PCE,PCS,Red
Worlds 2021 Play-In,WCS,2021-10-09 10:20:00,Beyond Gaming,Hanwha Life Esports,Hanwha Life Esports,6.0,18.0,46730.0,57531.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,8.0,0.0,1.0,2021,BYG,PCS,HLE,KR,HLE,KR,Red
Worlds 2021 Play-In,WCS,2021-10-09 11:43:00,Hanwha Life Esports,Beyond Gaming,Hanwha Life Esports,26.0,9.0,50589.0,38085.0,2.0,0.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,2021,HLE,KR,BYG,PCS,HLE,KR,Blue
Worlds 2021 Play-In,WCS,2021-10-09 12:31:00,Hanwha Life Esports,Beyond Gaming,Hanwha Life Esports,11.0,5.0,49256.0,38419.0,2.0,0.0,1.0,0.0,2.0,0.0,9.0,2.0,2.0,0.0,2021,HLE,KR,BYG,PCS,HLE,KR,Blue
Worlds 2021 Play-In,WCS,2021-10-09 13:16:00,PEACE (Oceanic Team),Cloud9,Cloud9,12.0,21.0,56433.0,62734.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,7.0,0.0,1.0,2021,PCE,PCS,C9,NA,C9,NA,Red
Worlds 2021 Play-In,WCS,2021-10-09 14:17:00,PEACE (Oceanic Team),Cloud9,Cloud9,8.0,26.0,33813.0,54361.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,2.0,2021,PCE,PCS,C9,NA,C9,NA,Red
Worlds 2021 Play-In,WCS,2021-10-09 15:02:00,Cloud9,PEACE (Oceanic Team),Cloud9,21.0,1.0,43165.0,27668.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,0.0,2021,C9,NA,PCE,PCS,C9,NA,Blue
Worlds 2021 Main Event,WCS,2021-10-11 10:34:00,DWG KIA,FunPlus Phoenix,DWG KIA,18.0,2.0,59091.0,44074.0,3.0,0.0,1.0,0.0,2.0,0.0,11.0,2.0,2.0,0.0,2021,DK,KR,FPX,CN,DK,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-11 11:41:00,Royal Never Give Up,PSG Talon,Royal Never Give Up,16.0,9.0,69669.0,61564.0,4.0,1.0,0.0,1.0,2.0,0.0,11.0,3.0,3.0,0.0,2021,RNG,CN,PSG,PCS,RNG,CN,Blue
Worlds 2021 Main Event,WCS,2021-10-11 12:48:00,Hanwha Life Esports,Fnatic,Hanwha Life Esports,25.0,5.0,65598.0,49999.0,3.0,1.0,2.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,2021,HLE,KR,FNC,EMEA,HLE,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-11 13:43:00,LNG Esports,Gen.G,Gen.G,1.0,8.0,36954.0,42853.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,1.0,2021,LNG,CN,GEN,KR,GEN,KR,Red
Worlds 2021 Main Event,WCS,2021-10-11 14:40:00,T1,DetonatioN FocusMe,T1,22.0,2.0,46005.0,28787.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,3.0,0.0,2021,T1,KR,DFM,JP,T1,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-11 15:33:00,EDward Gaming,100 Thieves,EDward Gaming,19.0,6.0,60135.0,44605.0,3.0,0.0,1.0,0.0,2.0,0.0,9.0,1.0,1.0,0.0,2021,EDG,CN,100,NA,EDG,CN,Blue
Worlds 2021 Main Event,WCS,2021-10-11 16:29:00,Team Liquid,MAD Lions,Team Liquid,16.0,9.0,51044.0,44582.0,2.0,1.0,1.0,0.0,2.0,0.0,8.0,2.0,1.0,0.0,2021,TL,NA,MAD,EMEA,TL,NA,Blue
Worlds 2021 Main Event,WCS,2021-10-11 17:26:00,Rogue (European Team),Cloud9,Rogue (European Team),16.0,8.0,65002.0,51804.0,2.0,1.0,1.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,2021,RGE,EMEA,C9,NA,RGE,EMEA,Blue
Worlds 2021 Main Event,WCS,2021-10-12 10:29:00,T1,EDward Gaming,EDward Gaming,4.0,16.0,59550.0,71821.0,0.0,4.0,1.0,1.0,0.0,2.0,3.0,11.0,0.0,3.0,2021,T1,KR,EDG,CN,EDG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-12 11:51:00,Rogue (European Team),DWG KIA,DWG KIA,9.0,15.0,61427.0,69240.0,0.0,5.0,1.0,0.0,0.0,2.0,4.0,8.0,0.0,1.0,2021,RGE,EMEA,DK,KR,DK,KR,Red
Worlds 2021 Main Event,WCS,2021-10-12 12:53:00,PSG Talon,Hanwha Life Esports,PSG Talon,21.0,9.0,71472.0,61774.0,3.0,3.0,2.0,0.0,1.0,1.0,10.0,3.0,2.0,0.0,2021,PSG,PCS,HLE,KR,PSG,PCS,Blue
Worlds 2021 Main Event,WCS,2021-10-12 14:27:00,Fnatic,Royal Never Give Up,Royal Never Give Up,13.0,34.0,53794.0,67558.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,10.0,0.0,2.0,2021,FNC,EMEA,RNG,CN,RNG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-12 15:21:00,Cloud9,FunPlus Phoenix,FunPlus Phoenix,13.0,13.0,69899.0,67885.0,2.0,3.0,1.0,1.0,1.0,1.0,9.0,8.0,1.0,1.0,2021,C9,NA,FPX,CN,FPX,CN,Red
Worlds 2021 Main Event,WCS,2021-10-12 16:22:00,DetonatioN FocusMe,100 Thieves,100 Thieves,7.0,19.0,51401.0,63505.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,1.0,2021,DFM,JP,100,NA,100,NA,Red
Worlds 2021 Main Event,WCS,2021-10-12 17:21:00,MAD Lions,Gen.G,MAD Lions,30.0,19.0,90401.0,80683.0,4.0,3.0,2.0,1.0,1.0,1.0,11.0,5.0,3.0,1.0,2021,MAD,EMEA,GEN,KR,MAD,EMEA,Blue
Worlds 2021 Main Event,WCS,2021-10-12 18:31:00,Team Liquid,LNG Esports,LNG Esports,1.0,15.0,42978.0,54310.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,1.0,2021,TL,NA,LNG,CN,LNG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-13 10:27:00,Royal Never Give Up,Hanwha Life Esports,Royal Never Give Up,19.0,16.0,73573.0,70057.0,3.0,2.0,0.0,2.0,0.0,2.0,9.0,5.0,1.0,0.0,2021,RNG,CN,HLE,KR,RNG,CN,Blue
Worlds 2021 Main Event,WCS,2021-10-13 11:55:00,MAD Lions,LNG Esports,LNG Esports,6.0,20.0,43030.0,51321.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,7.0,0.0,1.0,2021,MAD,EMEA,LNG,CN,LNG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-13 12:49:00,FunPlus Phoenix,Rogue (European Team),FunPlus Phoenix,18.0,5.0,64689.0,53023.0,4.0,1.0,1.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,2021,FPX,CN,RGE,EMEA,FPX,CN,Blue
Worlds 2021 Main Event,WCS,2021-10-13 13:45:00,PSG Talon,Fnatic,PSG Talon,20.0,12.0,84025.0,80550.0,3.0,4.0,2.0,1.0,1.0,1.0,8.0,6.0,1.0,0.0,2021,PSG,PCS,FNC,EMEA,PSG,PCS,Blue
Worlds 2021 Main Event,WCS,2021-10-13 15:03:00,Gen.G,Team Liquid,Gen.G,23.0,15.0,75633.0,65733.0,3.0,2.0,2.0,1.0,2.0,0.0,11.0,2.0,4.0,0.0,2021,GEN,KR,TL,NA,GEN,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-13 16:04:00,DWG KIA,Cloud9,DWG KIA,15.0,7.0,64430.0,51016.0,4.0,0.0,2.0,0.0,2.0,0.0,11.0,1.0,4.0,0.0,2021,DK,KR,C9,NA,DK,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-13 17:00:00,EDward Gaming,DetonatioN FocusMe,EDward Gaming,15.0,8.0,62855.0,49679.0,1.0,2.0,1.0,0.0,0.0,2.0,11.0,2.0,3.0,0.0,2021,EDG,CN,DFM,JP,EDG,CN,Blue
Worlds 2021 Main Event,WCS,2021-10-13 17:57:00,100 Thieves,T1,T1,3.0,17.0,44530.0,56112.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,10.0,0.0,2.0,2021,100,NA,T1,KR,T1,KR,Red
Worlds 2021 Main Event,WCS,2021-10-15 10:14:00,FunPlus Phoenix,DWG KIA,DWG KIA,4.0,14.0,51488.0,57579.0,2.0,2.0,0.0,1.0,2.0,0.0,5.0,9.0,0.0,1.0,2021,FPX,CN,DK,KR,DK,KR,Red
Worlds 2021 Main Event,WCS,2021-10-15 11:45:00,Cloud9,Rogue (European Team),Cloud9,17.0,7.0,54082.0,41912.0,2.0,0.0,1.0,0.0,1.0,1.0,9.0,1.0,1.0,0.0,2021,C9,NA,RGE,EMEA,C9,NA,Blue
Worlds 2021 Main Event,WCS,2021-10-15 12:34:00,FunPlus Phoenix,Cloud9,Cloud9,4.0,18.0,44585.0,56987.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,9.0,0.0,1.0,2021,FPX,CN,C9,NA,C9,NA,Red
Worlds 2021 Main Event,WCS,2021-10-15 13:29:00,DWG KIA,Rogue (European Team),DWG KIA,19.0,11.0,74129.0,60861.0,4.0,2.0,2.0,0.0,1.0,1.0,10.0,3.0,2.0,0.0,2021,DK,KR,RGE,EMEA,DK,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-15 14:34:00,Rogue (European Team),FunPlus Phoenix,Rogue (European Team),21.0,14.0,75509.0,68997.0,3.0,2.0,0.0,1.0,0.0,2.0,10.0,5.0,1.0,1.0,2021,RGE,EMEA,FPX,CN,RGE,EMEA,Blue
Worlds 2021 Main Event,WCS,2021-10-15 15:40:00,Cloud9,DWG KIA,DWG KIA,15.0,21.0,64858.0,76145.0,4.0,2.0,0.0,2.0,2.0,0.0,3.0,11.0,0.0,3.0,2021,C9,NA,DK,KR,DK,KR,Red
Worlds 2021 Main Event,WCS,2021-10-15 16:45:00,FunPlus Phoenix,Rogue (European Team),Rogue (European Team),8.0,22.0,58613.0,68531.0,0.0,3.0,0.0,2.0,1.0,1.0,6.0,11.0,0.0,1.0,2021,FPX,CN,RGE,EMEA,RGE,EMEA,Red
Worlds 2021 Main Event,WCS,2021-10-15 17:45:00,Cloud9,Rogue (European Team),Cloud9,17.0,15.0,97823.0,91435.0,4.0,3.0,2.0,1.0,1.0,1.0,11.0,5.0,2.0,0.0,2021,C9,NA,RGE,EMEA,C9,NA,Blue
Worlds 2021 Main Event,WCS,2021-10-16 10:25:00,DetonatioN FocusMe,EDward Gaming,EDward Gaming,2.0,15.0,37051.0,52568.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,2021,DFM,JP,EDG,CN,EDG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-16 11:38:00,T1,100 Thieves,T1,8.0,3.0,56636.0,48237.0,2.0,2.0,1.0,0.0,2.0,0.0,8.0,2.0,1.0,0.0,2021,T1,KR,100,NA,T1,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-16 12:36:00,EDward Gaming,T1,T1,1.0,13.0,40203.0,50315.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,10.0,0.0,1.0,2021,EDG,CN,T1,KR,T1,KR,Red
Worlds 2021 Main Event,WCS,2021-10-16 13:35:00,100 Thieves,DetonatioN FocusMe,100 Thieves,20.0,22.0,85551.0,87454.0,4.0,3.0,0.0,2.0,2.0,0.0,7.0,9.0,1.0,3.0,2021,100,NA,DFM,JP,100,NA,Blue
Worlds 2021 Main Event,WCS,2021-10-16 14:46:00,DetonatioN FocusMe,T1,T1,4.0,10.0,39040.0,51903.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,11.0,0.0,3.0,2021,DFM,JP,T1,KR,T1,KR,Red
Worlds 2021 Main Event,WCS,2021-10-16 15:38:00,100 Thieves,EDward Gaming,100 Thieves,21.0,4.0,68221.0,56246.0,4.0,1.0,1.0,0.0,1.0,1.0,9.0,3.0,1.0,0.0,2021,100,NA,EDG,CN,100,NA,Blue
Worlds 2021 Main Event,WCS,2021-10-17 10:33:00,Hanwha Life Esports,PSG Talon,Hanwha Life Esports,15.0,2.0,61352.0,45429.0,4.0,0.0,2.0,0.0,2.0,0.0,9.0,3.0,1.0,0.0,2021,HLE,KR,PSG,PCS,HLE,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-17 11:43:00,Royal Never Give Up,Fnatic,Fnatic,28.0,26.0,66690.0,75279.0,2.0,4.0,0.0,2.0,1.0,1.0,5.0,10.0,0.0,2.0,2021,RNG,CN,FNC,EMEA,FNC,EMEA,Red
Worlds 2021 Main Event,WCS,2021-10-17 12:52:00,PSG Talon,Royal Never Give Up,Royal Never Give Up,8.0,10.0,49942.0,59164.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,1.0,2021,PSG,PCS,RNG,CN,RNG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-17 13:53:00,Fnatic,Hanwha Life Esports,Hanwha Life Esports,23.0,26.0,74752.0,80470.0,2.0,4.0,0.0,1.0,1.0,1.0,4.0,11.0,0.0,3.0,2021,FNC,EMEA,HLE,KR,HLE,KR,Red
Worlds 2021 Main Event,WCS,2021-10-17 15:03:00,Hanwha Life Esports,Royal Never Give Up,Hanwha Life Esports,15.0,5.0,66510.0,57178.0,4.0,1.0,1.0,0.0,2.0,0.0,8.0,3.0,1.0,0.0,2021,HLE,KR,RNG,CN,HLE,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-17 16:03:00,Fnatic,PSG Talon,PSG Talon,15.0,33.0,63421.0,76167.0,1.0,4.0,0.0,2.0,1.0,1.0,4.0,11.0,0.0,4.0,2021,FNC,EMEA,PSG,PCS,PSG,PCS,Red
Worlds 2021 Main Event,WCS,2021-10-17 17:07:00,Hanwha Life Esports,Royal Never Give Up,Royal Never Give Up,11.0,19.0,69685.0,77120.0,2.0,4.0,0.0,2.0,2.0,0.0,4.0,10.0,0.0,1.0,2021,HLE,KR,RNG,CN,RNG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-18 10:18:00,Gen.G,MAD Lions,Gen.G,18.0,12.0,75475.0,70386.0,4.0,1.0,1.0,2.0,0.0,2.0,8.0,7.0,1.0,1.0,2021,GEN,KR,MAD,EMEA,GEN,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-18 11:52:00,LNG Esports,Team Liquid,Team Liquid,4.0,12.0,49208.0,57732.0,2.0,3.0,0.0,1.0,0.0,2.0,4.0,11.0,0.0,2.0,2021,LNG,CN,TL,NA,TL,NA,Red
Worlds 2021 Main Event,WCS,2021-10-18 12:49:00,Gen.G,LNG Esports,LNG Esports,7.0,22.0,56034.0,67589.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,11.0,0.0,3.0,2021,GEN,KR,LNG,CN,LNG,CN,Red
Worlds 2021 Main Event,WCS,2021-10-18 13:53:00,MAD Lions,Team Liquid,MAD Lions,15.0,10.0,73161.0,62544.0,3.0,2.0,2.0,0.0,2.0,0.0,9.0,4.0,1.0,0.0,2021,MAD,EMEA,TL,NA,MAD,EMEA,Blue
Worlds 2021 Main Event,WCS,2021-10-18 14:54:00,Team Liquid,Gen.G,Team Liquid,16.0,9.0,65519.0,59944.0,5.0,0.0,1.0,0.0,1.0,1.0,9.0,6.0,2.0,0.0,2021,TL,NA,GEN,KR,TL,NA,Blue
Worlds 2021 Main Event,WCS,2021-10-18 15:53:00,LNG Esports,MAD Lions,MAD Lions,7.0,17.0,51585.0,64403.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,11.0,0.0,4.0,2021,LNG,CN,MAD,EMEA,MAD,EMEA,Red
Worlds 2021 Main Event,WCS,2021-10-18 16:59:00,Gen.G,Team Liquid,Gen.G,14.0,5.0,69005.0,59439.0,4.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,2.0,0.0,2021,GEN,KR,TL,NA,GEN,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-18 17:51:00,MAD Lions,LNG Esports,MAD Lions,23.0,19.0,84889.0,78878.0,2.0,4.0,1.0,1.0,2.0,0.0,9.0,7.0,2.0,1.0,2021,MAD,EMEA,LNG,CN,MAD,EMEA,Blue
Worlds 2021 Main Event,WCS,2021-10-18 19:09:00,Gen.G,MAD Lions,Gen.G,24.0,13.0,87642.0,78022.0,5.0,2.0,2.0,0.0,2.0,0.0,9.0,5.0,2.0,0.0,2021,GEN,KR,MAD,EMEA,GEN,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-22 11:32:00,T1,Hanwha Life Esports,T1,11.0,6.0,62298.0,52520.0,3.0,1.0,2.0,0.0,1.0,1.0,10.0,2.0,2.0,0.0,2021,T1,KR,HLE,KR,T1,KR,Blue
Worlds 2021 Main Event,WCS,2021-10-22 13:04:00,Hanwha Life Esports,T1,T1,2.0,14.0,45300.0,58432.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,9.0,0.0,1.0,2021,HLE,KR,T1,KR,T1,KR,Red
