,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner,Date__precision
209,GPL 2013 Spring,Garena Premier League,GPL,2013-03-23 11:00:00,ahq eSports Club,Saigon Fantastic Five,1,0,1,0
210,GPL 2013 Spring,Garena Premier League,GPL,2013-03-23 12:00:00,Saigon Fantastic Five,Saigon Jokers,0,1,2,0
211,GPL 2013 Spring,Garena Premier League,GPL,2013-03-23 13:00:00,Manila Eagles,Taipei Assassins,0,1,2,0
212,GPL 2013 Spring,Garena Premier League,GPL,2013-03-24 11:00:00,ahq eSports Club,Singapore Sentinels,0,1,2,0
213,GPL 2013 Spring,Garena Premier League,GPL,2013-03-24 12:00:00,Bangkok Titans,Kuala Lumpur Hunters,1,0,1,0
214,GPL 2013 Spring,Garena Premier League,GPL,2013-03-29 11:00:00,ahq eSports Club,Kuala Lumpur Hunters,1,0,1,0
215,GPL 2013 Spring,Garena Premier League,GPL,2013-03-29 12:00:00,Manila Eagles,Bangkok Titans,1,0,1,0
216,GPL 2013 Spring,Garena Premier League,GPL,2013-03-29 13:00:00,Saigon Fantastic Five,Taipei Assassins,0,1,2,0
217,GPL 2013 Spring,Garena Premier League,GPL,2013-03-30 11:00:00,Bangkok Titans,ahq eSports Club,0,1,2,0
218,GPL 2013 Spring,Garena Premier League,GPL,2013-03-30 12:00:00,Saigon Jokers,Singapore Sentinels,0,1,2,0
219,GPL 2013 Spring,Garena Premier League,GPL,2013-03-30 13:00:00,Manila Eagles,Saigon Fantastic Five,1,0,1,0
220,GPL 2013 Spring,Garena Premier League,GPL,2013-03-31 11:00:00,Kuala Lumpur Hunters,Saigon Jokers,0,1,2,0
221,GPL 2013 Spring,Garena Premier League,GPL,2013-03-31 12:00:00,Taipei Assassins,Singapore Sentinels,0,1,2,0
222,GPL 2013 Spring,Garena Premier League,GPL,2013-04-05 11:00:00,ahq eSports Club,Saigon Jokers,1,0,1,0
223,GPL 2013 Spring,Garena Premier League,GPL,2013-04-05 12:00:00,Saigon Fantastic Five,Bangkok Titans,1,0,1,0
224,GPL 2013 Spring,Garena Premier League,GPL,2013-04-05 13:00:00,Kuala Lumpur Hunters,Taipei Assassins,0,1,2,0
225,GPL 2013 Spring,Garena Premier League,GPL,2013-04-06 11:00:00,ahq eSports Club,Taipei Assassins,0,1,2,0
226,GPL 2013 Spring,Garena Premier League,GPL,2013-04-06 12:00:00,Manila Eagles,Kuala Lumpur Hunters,0,1,2,0
227,GPL 2013 Spring,Garena Premier League,GPL,2013-04-06 13:00:00,Manila Eagles,Singapore Sentinels,0,1,2,0
228,GPL 2013 Spring,Garena Premier League,GPL,2013-04-07 11:00:00,Bangkok Titans,Saigon Jokers,0,1,2,0
229,GPL 2013 Spring,Garena Premier League,GPL,2013-04-07 12:00:00,Saigon Fantastic Five,Singapore Sentinels,1,0,1,0
230,GPL 2013 Spring,Garena Premier League,GPL,2013-04-12 11:00:00,Singapore Sentinels,Bangkok Titans,1,0,1,0
231,GPL 2013 Spring,Garena Premier League,GPL,2013-04-12 12:00:00,Saigon Fantastic Five,Kuala Lumpur Hunters,0,1,2,0
232,GPL 2013 Spring,Garena Premier League,GPL,2013-04-12 13:00:00,Bangkok Titans,Taipei Assassins,0,1,2,0
233,GPL 2013 Spring,Garena Premier League,GPL,2013-04-13 11:00:00,ahq eSports Club,Manila Eagles,1,0,1,0
234,GPL 2013 Spring,Garena Premier League,GPL,2013-04-13 12:00:00,Saigon Jokers,Taipei Assassins,0,1,2,0
235,GPL 2013 Spring,Garena Premier League,GPL,2013-04-13 13:00:00,Singapore Sentinels,Kuala Lumpur Hunters,1,0,1,0
236,GPL 2013 Spring,Garena Premier League,GPL,2013-04-14 11:00:00,Saigon Fantastic Five,ahq eSports Club,0,1,2,0
237,GPL 2013 Spring,Garena Premier League,GPL,2013-04-14 12:00:00,Saigon Jokers,Manila Eagles,1,0,1,0
238,GPL 2013 Spring,Garena Premier League,GPL,2013-04-19 11:00:00,Singapore Sentinels,ahq eSports Club,1,0,1,0
239,GPL 2013 Spring,Garena Premier League,GPL,2013-04-19 12:00:00,Kuala Lumpur Hunters,Bangkok Titans,1,0,1,0
240,GPL 2013 Spring,Garena Premier League,GPL,2013-04-19 13:00:00,Taipei Assassins,Manila Eagles,1,0,1,0
241,GPL 2013 Spring,Garena Premier League,GPL,2013-04-20 11:00:00,Kuala Lumpur Hunters,ahq eSports Club,0,1,2,0
242,GPL 2013 Spring,Garena Premier League,GPL,2013-04-20 12:00:00,Bangkok Titans,Manila Eagles,0,1,2,0
243,GPL 2013 Spring,Garena Premier League,GPL,2013-04-20 13:00:00,Saigon Jokers,Saigon Fantastic Five,0,1,2,0
244,GPL 2013 Spring,Garena Premier League,GPL,2013-04-21 11:00:00,Singapore Sentinels,Saigon Jokers,0,1,2,0
245,GPL 2013 Spring,Garena Premier League,GPL,2013-04-21 12:00:00,Taipei Assassins,Saigon Fantastic Five,1,0,1,0
246,GPL 2013 Summer,Garena Premier League,GPL,2013-05-10 11:00:00,Kuala Lumpur Hunters,Saigon Jokers,1,0,1,0
247,GPL 2013 Summer,Garena Premier League,GPL,2013-05-10 12:00:00,Manila Eagles,Saigon Fantastic Five,1,0,1,0
248,GPL 2013 Summer,Garena Premier League,GPL,2013-05-10 13:00:00,Kuala Lumpur Hunters,Taipei Assassins,0,1,2,0
249,GPL 2013 Summer,Garena Premier League,GPL,2013-05-11 11:00:00,Bangkok Titans,ahq eSports Club,0,1,2,0
250,GPL 2013 Summer,Garena Premier League,GPL,2013-05-11 12:00:00,Saigon Fantastic Five,Bangkok Titans,1,0,1,0
251,GPL 2013 Summer,Garena Premier League,GPL,2013-05-11 13:00:00,Manila Eagles,Singapore Sentinels,0,1,2,0
252,GPL 2013 Summer,Garena Premier League,GPL,2013-05-12 11:00:00,ahq eSports Club,Saigon Jokers,1,0,1,0
253,GPL 2013 Summer,Garena Premier League,GPL,2013-05-12 12:00:00,Taipei Assassins,Singapore Sentinels,0,1,2,0
254,GPL 2013 Summer,Garena Premier League,GPL,2013-05-17 11:00:00,Saigon Jokers,Saigon Fantastic Five,1,0,1,0
255,GPL 2013 Summer,Garena Premier League,GPL,2013-05-17 12:00:00,Saigon Fantastic Five,Singapore Sentinels,0,1,2,0
256,GPL 2013 Summer,Garena Premier League,GPL,2013-05-17 13:00:00,Bangkok Titans,Saigon Jokers,0,1,2,0
257,GPL 2013 Summer,Garena Premier League,GPL,2013-05-18 11:00:00,Manila Eagles,Kuala Lumpur Hunters,1,0,1,0
258,GPL 2013 Summer,Garena Premier League,GPL,2013-05-18 12:00:00,Singapore Sentinels,Bangkok Titans,1,0,1,0
259,GPL 2013 Summer,Garena Premier League,GPL,2013-05-18 13:00:00,Saigon Jokers,Kuala Lumpur Hunters,0,1,2,0
260,GPL 2013 Summer,Garena Premier League,GPL,2013-05-19 11:00:00,ahq eSports Club,Manila Eagles,1,0,1,0
261,GPL 2013 Summer,Garena Premier League,GPL,2013-05-19 12:00:00,Saigon Fantastic Five,Kuala Lumpur Hunters,1,0,1,0
262,GPL 2013 Summer,Garena Premier League,GPL,2013-05-31 11:00:00,Saigon Jokers,Manila Eagles,1,0,1,0
263,GPL 2013 Summer,Garena Premier League,GPL,2013-05-31 12:00:00,Singapore Sentinels,Kuala Lumpur Hunters,1,0,1,0
264,GPL 2013 Summer,Garena Premier League,GPL,2013-05-31 13:00:00,Bangkok Titans,Taipei Assassins,0,1,2,0
265,GPL 2013 Summer,Garena Premier League,GPL,2013-06-01 11:00:00,Saigon Fantastic Five,ahq eSports Club,0,1,2,0
266,GPL 2013 Summer,Garena Premier League,GPL,2013-06-01 12:00:00,Kuala Lumpur Hunters,Bangkok Titans,1,0,1,0
267,GPL 2013 Summer,Garena Premier League,GPL,2013-06-01 13:00:00,Taipei Assassins,Manila Eagles,1,0,1,0
268,GPL 2013 Summer,Garena Premier League,GPL,2013-06-02 11:00:00,Singapore Sentinels,ahq eSports Club,0,1,2,0
269,GPL 2013 Summer,Garena Premier League,GPL,2013-06-02 12:00:00,ahq eSports Club,Taipei Assassins,1,0,1,0
270,GPL 2013 Summer,Garena Premier League,GPL,2013-06-07 11:00:00,Kuala Lumpur Hunters,ahq eSports Club,0,1,2,0
271,GPL 2013 Summer,Garena Premier League,GPL,2013-06-07 12:00:00,Bangkok Titans,Manila Eagles,1,0,1,0
272,GPL 2013 Summer,Garena Premier League,GPL,2013-06-07 13:00:00,Taipei Assassins,Saigon Fantastic Five,1,0,1,0
273,GPL 2013 Summer,Garena Premier League,GPL,2013-06-08 11:00:00,ahq eSports Club,Bangkok Titans,1,0,1,0
274,GPL 2013 Summer,Garena Premier League,GPL,2013-06-08 12:00:00,Singapore Sentinels,Saigon Jokers,0,1,2,0
275,GPL 2013 Summer,Garena Premier League,GPL,2013-06-08 13:00:00,Saigon Fantastic Five,Manila Eagles,1,0,1,0
276,GPL 2013 Summer,Garena Premier League,GPL,2013-06-09 11:00:00,Saigon Jokers,Taipei Assassins,0,1,2,0
277,GPL 2013 Summer,Garena Premier League,GPL,2013-06-09 12:00:00,Singapore Sentinels,Taipei Assassins,1,0,1,0
278,GPL 2013 Summer,Garena Premier League,GPL,2013-06-14 11:00:00,Saigon Jokers,ahq eSports Club,0,1,2,0
279,GPL 2013 Summer,Garena Premier League,GPL,2013-06-14 12:00:00,Taipei Assassins,Kuala Lumpur Hunters,0,1,2,0
280,GPL 2013 Summer,Garena Premier League,GPL,2013-06-14 13:00:00,Bangkok Titans,Saigon Fantastic Five,1,0,1,0
281,GPL 2013 Summer,Garena Premier League,GPL,2013-06-15 11:00:00,Taipei Assassins,ahq eSports Club,0,1,2,0
282,GPL 2013 Summer,Garena Premier League,GPL,2013-06-15 12:00:00,Kuala Lumpur Hunters,Manila Eagles,0,1,2,0
283,GPL 2013 Summer,Garena Premier League,GPL,2013-06-15 13:00:00,Singapore Sentinels,Manila Eagles,1,0,1,0
284,GPL 2013 Summer,Garena Premier League,GPL,2013-06-16 11:00:00,Saigon Jokers,Bangkok Titans,0,1,2,0
285,GPL 2013 Summer,Garena Premier League,GPL,2013-06-16 12:00:00,Singapore Sentinels,Saigon Fantastic Five,1,0,1,0
286,GPL 2013 Summer,Garena Premier League,GPL,2013-06-21 11:00:00,Kuala Lumpur Hunters,Saigon Fantastic Five,1,0,1,0
287,GPL 2013 Summer,Garena Premier League,GPL,2013-06-21 12:00:00,Bangkok Titans,Singapore Sentinels,0,1,2,0
288,GPL 2013 Summer,Garena Premier League,GPL,2013-06-21 13:00:00,Taipei Assassins,Saigon Jokers,1,0,1,0
289,GPL 2013 Summer,Garena Premier League,GPL,2013-06-22 11:00:00,Manila Eagles,ahq eSports Club,0,1,2,0
290,GPL 2013 Summer,Garena Premier League,GPL,2013-06-22 12:00:00,Kuala Lumpur Hunters,Singapore Sentinels,0,1,2,0
291,GPL 2013 Summer,Garena Premier League,GPL,2013-06-22 13:00:00,Taipei Assassins,Bangkok Titans,1,0,1,0
292,GPL 2013 Summer,Garena Premier League,GPL,2013-06-23 11:00:00,ahq eSports Club,Saigon Fantastic Five,1,0,1,0
293,GPL 2013 Summer,Garena Premier League,GPL,2013-06-23 12:00:00,Manila Eagles,Saigon Jokers,0,1,2,0
294,GPL 2013 Summer,Garena Premier League,GPL,2013-06-23 13:00:00,Saigon Jokers,Saigon Fantastic Five,1,0,1,0
295,GPL 2013 Summer,Garena Premier League,GPL,2013-06-28 11:00:00,Kuala Lumpur Hunters,Manila Eagles,0,1,2,0
296,GPL 2013 Summer,Garena Premier League,GPL,2013-06-28 12:00:00,Bangkok Titans,Kuala Lumpur Hunters,0,1,2,0
297,GPL 2013 Summer,Garena Premier League,GPL,2013-06-28 13:00:00,Manila Eagles,Taipei Assassins,0,1,2,0
298,GPL 2013 Summer,Garena Premier League,GPL,2013-06-29 11:00:00,ahq eSports Club,Singapore Sentinels,1,0,1,0
299,GPL 2013 Summer,Garena Premier League,GPL,2013-06-29 12:00:00,Manila Eagles,Bangkok Titans,0,1,2,0
300,GPL 2013 Summer,Garena Premier League,GPL,2013-06-29 13:00:00,Kuala Lumpur Hunters,Saigon Fantastic Five,1,0,1,0
301,GPL 2013 Summer,Garena Premier League,GPL,2013-06-30 11:00:00,Kuala Lumpur Hunters,ahq eSports Club,0,1,2,0
302,GPL 2013 Summer,Garena Premier League,GPL,2013-06-30 12:00:00,Saigon Fantastic Five,Taipei Assassins,0,1,2,0
303,GPL 2013 Summer,Garena Premier League,GPL,2013-06-30 13:00:00,Taipei Assassins,Manila Eagles,1,0,1,0
304,GPL 2013 Summer,Garena Premier League,GPL,2013-07-05 11:00:00,ahq eSports Club,Bangkok Titans,1,0,1,0
305,GPL 2013 Summer,Garena Premier League,GPL,2013-07-05 12:00:00,Saigon Fantastic Five,Manila Eagles,0,1,2,0
306,GPL 2013 Summer,Garena Premier League,GPL,2013-07-05 13:00:00,Singapore Sentinels,Taipei Assassins,1,0,1,0
307,GPL 2013 Summer,Garena Premier League,GPL,2013-07-06 11:00:00,Saigon Jokers,Kuala Lumpur Hunters,1,0,1,0
308,GPL 2013 Summer,Garena Premier League,GPL,2013-07-06 12:00:00,Bangkok Titans,Saigon Fantastic Five,1,0,1,0
309,GPL 2013 Summer,Garena Premier League,GPL,2013-07-06 13:00:00,Singapore Sentinels,Manila Eagles,1,0,1,0
310,GPL 2013 Summer,Garena Premier League,GPL,2013-07-07 11:00:00,Saigon Jokers,ahq eSports Club,0,1,2,0
311,GPL 2013 Summer,Garena Premier League,GPL,2013-07-07 12:00:00,Taipei Assassins,Kuala Lumpur Hunters,1,0,1,0
312,GPL 2013 Summer,Garena Premier League,GPL,2013-07-07 13:00:00,Kuala Lumpur Hunters,Bangkok Titans,1,0,1,0
313,GPL 2013 Summer,Garena Premier League,GPL,2013-07-12 11:00:00,Taipei Assassins,ahq eSports Club,1,0,1,0
314,GPL 2013 Summer,Garena Premier League,GPL,2013-07-12 12:00:00,Saigon Jokers,Bangkok Titans,1,0,1,0
315,GPL 2013 Summer,Garena Premier League,GPL,2013-07-12 13:00:00,Singapore Sentinels,Saigon Fantastic Five,1,0,1,0
316,GPL 2013 Summer,Garena Premier League,GPL,2013-07-13 11:00:00,ahq eSports Club,Kuala Lumpur Hunters,1,0,1,0
317,GPL 2013 Summer,Garena Premier League,GPL,2013-07-13 12:00:00,Bangkok Titans,Singapore Sentinels,0,1,2,0
318,GPL 2013 Summer,Garena Premier League,GPL,2013-07-13 13:00:00,Taipei Assassins,Saigon Jokers,0,1,2,0
319,GPL 2013 Summer,Garena Premier League,GPL,2013-07-14 11:00:00,Manila Eagles,ahq eSports Club,1,0,1,0
320,GPL 2013 Summer,Garena Premier League,GPL,2013-07-14 12:00:00,Saigon Jokers,Singapore Sentinels,0,1,2,0
321,GPL 2013 Summer,Garena Premier League,GPL,2013-07-14 13:00:00,Saigon Fantastic Five,Saigon Jokers,0,1,2,0
322,GPL 2013 Summer,Garena Premier League,GPL,2013-07-19 11:00:00,Bangkok Titans,Manila Eagles,1,0,1,0
323,GPL 2013 Summer,Garena Premier League,GPL,2013-07-19 12:00:00,Kuala Lumpur Hunters,Singapore Sentinels,0,1,2,0
324,GPL 2013 Summer,Garena Premier League,GPL,2013-07-19 13:00:00,Taipei Assassins,Bangkok Titans,1,0,1,0
325,GPL 2013 Summer,Garena Premier League,GPL,2013-07-20 11:00:00,ahq eSports Club,Saigon Fantastic Five,1,0,1,0
326,GPL 2013 Summer,Garena Premier League,GPL,2013-07-20 12:00:00,Kuala Lumpur Hunters,Saigon Jokers,1,0,1,0
327,GPL 2013 Summer,Garena Premier League,GPL,2013-07-20 13:00:00,Manila Eagles,Taipei Assassins,0,1,2,0
328,GPL 2013 Summer,Garena Premier League,GPL,2013-07-21 11:00:00,ahq eSports Club,Singapore Sentinels,1,0,1,0
329,GPL 2013 Summer,Garena Premier League,GPL,2013-07-21 12:00:00,Saigon Fantastic Five,Saigon Jokers,0,1,2,0
330,GPL 2013 Summer,Garena Premier League,GPL,2013-07-21 13:00:00,Manila Eagles,Saigon Jokers,0,1,2,0
331,GPL 2013 Summer,Garena Premier League,GPL,2013-07-26 11:00:00,ahq eSports Club,Kuala Lumpur Hunters,1,0,1,0
332,GPL 2013 Summer,Garena Premier League,GPL,2013-07-26 12:00:00,Manila Eagles,Bangkok Titans,1,0,1,0
333,GPL 2013 Summer,Garena Premier League,GPL,2013-07-26 13:00:00,Saigon Fantastic Five,Taipei Assassins,0,1,2,0
334,GPL 2013 Summer,Garena Premier League,GPL,2013-07-27 11:00:00,Bangkok Titans,ahq eSports Club,1,0,1,0
335,GPL 2013 Summer,Garena Premier League,GPL,2013-07-27 12:00:00,Saigon Jokers,Singapore Sentinels,0,1,2,0
336,GPL 2013 Summer,Garena Premier League,GPL,2013-07-27 13:00:00,Manila Eagles,Saigon Fantastic Five,1,0,1,0
337,GPL 2013 Summer,Garena Premier League,GPL,2013-07-28 11:00:00,Saigon Fantastic Five,Bangkok Titans,1,0,1,0
338,GPL 2013 Summer,Garena Premier League,GPL,2013-07-28 12:00:00,Taipei Assassins,Singapore Sentinels,0,1,2,0
339,GPL 2013 Summer,Garena Premier League,GPL,2013-07-28 13:00:00,Bangkok Titans,Kuala Lumpur Hunters,0,1,2,0
340,GPL 2013 Summer,Garena Premier League,GPL,2013-08-02 11:00:00,ahq eSports Club,Saigon Jokers,1,0,1,0
341,GPL 2013 Summer,Garena Premier League,GPL,2013-08-02 12:00:00,Singapore Sentinels,ahq eSports Club,1,0,1,0
342,GPL 2013 Summer,Garena Premier League,GPL,2013-08-02 13:00:00,Kuala Lumpur Hunters,Taipei Assassins,0,1,2,0
343,GPL 2013 Summer,Garena Premier League,GPL,2013-08-03 11:00:00,ahq eSports Club,Taipei Assassins,1,0,1,0
344,GPL 2013 Summer,Garena Premier League,GPL,2013-08-03 12:00:00,Manila Eagles,Kuala Lumpur Hunters,0,1,2,0
345,GPL 2013 Summer,Garena Premier League,GPL,2013-08-03 13:00:00,Manila Eagles,Singapore Sentinels,0,1,2,0
346,GPL 2013 Summer,Garena Premier League,GPL,2013-08-04 11:00:00,Singapore Sentinels,Saigon Jokers,1,0,1,0
347,GPL 2013 Summer,Garena Premier League,GPL,2013-08-04 12:00:00,Saigon Fantastic Five,Singapore Sentinels,0,1,2,0
348,GPL 2013 Summer,Garena Premier League,GPL,2013-08-04 13:00:00,Taipei Assassins,Saigon Fantastic Five,1,0,1,0
349,GPL 2013 Summer,Garena Premier League,GPL,2013-08-09 11:00:00,Saigon Fantastic Five,Kuala Lumpur Hunters,0,1,2,0
350,GPL 2013 Summer,Garena Premier League,GPL,2013-08-09 12:00:00,Singapore Sentinels,Bangkok Titans,0,1,2,0
351,GPL 2013 Summer,Garena Premier League,GPL,2013-08-09 13:00:00,Saigon Jokers,Taipei Assassins,0,1,2,0
352,GPL 2013 Summer,Garena Premier League,GPL,2013-08-10 11:00:00,Saigon Fantastic Five,ahq eSports Club,0,1,2,0
353,GPL 2013 Summer,Garena Premier League,GPL,2013-08-10 12:00:00,Singapore Sentinels,Kuala Lumpur Hunters,1,0,1,0
354,GPL 2013 Summer,Garena Premier League,GPL,2013-08-10 13:00:00,Bangkok Titans,Taipei Assassins,0,1,2,0
355,GPL 2013 Summer,Garena Premier League,GPL,2013-08-11 11:00:00,ahq eSports Club,Manila Eagles,1,0,1,0
356,GPL 2013 Summer,Garena Premier League,GPL,2013-08-11 12:00:00,Saigon Jokers,Manila Eagles,1,0,1,0
357,GPL 2013 Summer,Garena Premier League,GPL,2013-08-11 13:00:00,Bangkok Titans,Saigon Jokers,1,0,1,0
358,GPL 2014 Spring,Garena Premier League,GPL,2014-02-12 10:00:00,Taipei Snipers,ahq eSports Club,0,1,2,0
359,GPL 2014 Spring,Garena Premier League,GPL,2014-02-12 11:00:00,Saigon Jokers,Bangkok Titans,1,0,1,0
360,GPL 2014 Spring,Garena Premier League,GPL,2014-02-12 12:00:00,yoe Flash Wolves,Taipei Assassins,0,1,2,0
361,GPL 2014 Spring,Garena Premier League,GPL,2014-02-13 10:00:00,Imperium Pro Team,Insidious Gaming,0,1,2,0
362,GPL 2014 Spring,Garena Premier League,GPL,2014-02-13 11:00:00,Saigon Jokers,Imperium Pro Team,1,0,1,0
363,GPL 2014 Spring,Garena Premier League,GPL,2014-02-13 12:00:00,Saigon Fantastic Five,Manila Eagles,1,0,1,0
364,GPL 2014 Spring,Garena Premier League,GPL,2014-02-13 13:00:00,Singapore Sentinels,Saigon Fantastic Five,0,1,2,0
365,GPL 2014 Spring,Garena Premier League,GPL,2014-02-14 10:00:00,Bangkok Titans,ahq eSports Club,0,1,2,0
366,GPL 2014 Spring,Garena Premier League,GPL,2014-02-14 11:00:00,Taipei Snipers,Insidious Gaming,1,0,1,0
367,GPL 2014 Spring,Garena Premier League,GPL,2014-02-14 13:00:00,yoe Flash Wolves,Manila Eagles,1,0,1,0
368,GPL 2014 Spring,Garena Premier League,GPL,2014-02-19 11:00:00,Taipei Snipers,Saigon Jokers,1,0,1,0
369,GPL 2014 Spring,Garena Premier League,GPL,2014-02-19 12:00:00,Full Louis,Saigon Fantastic Five,0,1,2,0
370,GPL 2014 Spring,Garena Premier League,GPL,2014-02-19 13:00:00,yoe Flash Wolves,Singapore Sentinels,0,1,2,0
371,GPL 2014 Spring,Garena Premier League,GPL,2014-02-20 10:00:00,ahq eSports Club,Insidious Gaming,1,0,1,0
372,GPL 2014 Spring,Garena Premier League,GPL,2014-02-20 11:00:00,Taipei Assassins,Manila Eagles,1,0,1,0
373,GPL 2014 Spring,Garena Premier League,GPL,2014-02-20 12:00:00,Imperium Pro Team,ahq eSports Club,0,1,2,0
374,GPL 2014 Spring,Garena Premier League,GPL,2014-02-20 13:00:00,Saigon Fantastic Five,Taipei Assassins,0,1,2,0
375,GPL 2014 Spring,Garena Premier League,GPL,2014-02-21 10:00:00,Insidious Gaming,Saigon Jokers,0,1,2,0
376,GPL 2014 Spring,Garena Premier League,GPL,2014-02-21 11:00:00,Bangkok Titans,Taipei Snipers,0,1,2,0
377,GPL 2014 Spring,Garena Premier League,GPL,2014-02-21 12:00:00,Manila Eagles,Singapore Sentinels,0,1,2,0
378,GPL 2014 Spring,Garena Premier League,GPL,2014-02-26 09:00:00,Singapore Sentinels,Full Louis,1,0,1,0
379,GPL 2014 Spring,Garena Premier League,GPL,2014-02-26 10:00:00,Insidious Gaming,Bangkok Titans,1,0,1,0
380,GPL 2014 Spring,Garena Premier League,GPL,2014-02-26 11:00:00,ahq eSports Club,Saigon Jokers,1,0,1,0
381,GPL 2014 Spring,Garena Premier League,GPL,2014-02-26 12:00:00,Manila Eagles,Full Louis,1,0,1,0
382,GPL 2014 Spring,Garena Premier League,GPL,2014-02-26 13:00:00,Taipei Assassins,Singapore Sentinels,1,0,1,0
383,GPL 2014 Spring,Garena Premier League,GPL,2014-02-27 09:00:00,Full Louis,yoe Flash Wolves,1,0,1,0
384,GPL 2014 Spring,Garena Premier League,GPL,2014-02-27 10:00:00,Imperium Pro Team,Taipei Snipers,0,1,2,0
385,GPL 2014 Spring,Garena Premier League,GPL,2014-02-27 11:00:00,Saigon Fantastic Five,yoe Flash Wolves,1,0,1,0
386,GPL 2014 Spring,Garena Premier League,GPL,2014-02-27 12:00:00,ahq eSports Club,Taipei Snipers,1,0,1,0
387,GPL 2014 Spring,Garena Premier League,GPL,2014-02-27 13:00:00,Taipei Assassins,yoe Flash Wolves,1,0,1,0
388,GPL 2014 Spring,Garena Premier League,GPL,2014-02-28 09:00:00,Full Louis,Taipei Assassins,,,2,0
389,GPL 2014 Spring,Garena Premier League,GPL,2014-02-28 10:00:00,Bangkok Titans,Saigon Jokers,0,1,2,0
390,GPL 2014 Spring,Garena Premier League,GPL,2014-02-28 11:00:00,Full Louis,Singapore Sentinels,1,0,1,0
391,GPL 2014 Spring,Garena Premier League,GPL,2014-02-28 12:00:00,Insidious Gaming,Imperium Pro Team,1,0,1,0
392,GPL 2014 Spring,Garena Premier League,GPL,2014-03-05 10:00:00,Bangkok Titans,Imperium Pro Team,1,0,1,0
393,GPL 2014 Spring,Garena Premier League,GPL,2014-03-05 11:00:00,ahq eSports Club,Bangkok Titans,1,0,1,0
394,GPL 2014 Spring,Garena Premier League,GPL,2014-03-05 12:00:00,Singapore Sentinels,Taipei Assassins,0,1,2,0
395,GPL 2014 Spring,Garena Premier League,GPL,2014-03-05 13:00:00,ahq eSports Club,Imperium Pro Team,1,0,1,0
396,GPL 2014 Spring,Garena Premier League,GPL,2014-03-06 10:00:00,Imperium Pro Team,Bangkok Titans,0,1,2,0
397,GPL 2014 Spring,Garena Premier League,GPL,2014-03-06 11:00:00,Insidious Gaming,Taipei Snipers,0,1,2,0
398,GPL 2014 Spring,Garena Premier League,GPL,2014-03-06 12:00:00,Manila Eagles,yoe Flash Wolves,0,1,2,0
399,GPL 2014 Spring,Garena Premier League,GPL,2014-03-06 13:00:00,Saigon Fantastic Five,Full Louis,1,0,1,0
400,GPL 2014 Spring,Garena Premier League,GPL,2014-03-07 10:00:00,Taipei Snipers,Bangkok Titans,1,0,1,0
401,GPL 2014 Spring,Garena Premier League,GPL,2014-03-07 11:00:00,Insidious Gaming,ahq eSports Club,0,1,2,0
402,GPL 2014 Spring,Garena Premier League,GPL,2014-03-07 12:00:00,Singapore Sentinels,yoe Flash Wolves,0,1,2,0
403,GPL 2014 Spring,Garena Premier League,GPL,2014-03-07 13:00:00,Manila Eagles,Taipei Assassins,0,1,2,0
404,GPL 2014 Spring,Garena Premier League,GPL,2014-03-10 08:00:00,Taipei Assassins,Saigon Fantastic Five,1,0,1,0
405,GPL 2014 Spring,Garena Premier League,GPL,2014-03-10 09:00:00,Taipei Assassins,Full Louis,1,0,1,0
406,GPL 2014 Spring,Garena Premier League,GPL,2014-03-12 10:00:00,Imperium Pro Team,Saigon Jokers,0,1,2,0
407,GPL 2014 Spring,Garena Premier League,GPL,2014-03-12 11:00:00,Saigon Jokers,Insidious Gaming,1,0,1,0
408,GPL 2014 Spring,Garena Premier League,GPL,2014-03-12 12:00:00,Saigon Fantastic Five,Singapore Sentinels,0,1,2,0
409,GPL 2014 Spring,Garena Premier League,GPL,2014-03-12 13:00:00,Manila Eagles,Saigon Fantastic Five,0,1,2,0
410,GPL 2014 Spring,Garena Premier League,GPL,2014-03-13 10:00:00,Full Louis,Manila Eagles,1,0,1,0
411,GPL 2014 Spring,Garena Premier League,GPL,2014-03-13 11:00:00,yoe Flash Wolves,Full Louis,1,0,1,0
412,GPL 2014 Spring,Garena Premier League,GPL,2014-03-13 12:00:00,Bangkok Titans,Insidious Gaming,0,1,2,0
