,Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red,Win_RiftHeralds,Lose_RiftHeralds,Win_Towers,Lose_Towers,Win_Inhibitors,Lose_Inhibitors,Win_Kills,Lose_Kills,Win_Dragons,Lose_Dragons,Win_Barons,Lose_Barons
18167,CBLOL 2019 Split 2,CBLOL,2019-06-15 19:06:00,CNB e-Sports Club,Team oNe eSports,CNB e-Sports Club,13,7,72930,64012,2,4,2,0,0,1,10,6,3,0,2019,CNB,BR,ONE,BR,CNB,BR,Blue,0,1,10,6,3,0,13,7,2,4,2,0
18168,LLA 2019 Closing,LLA,2019-06-15 19:49:00,Pixel Esports Club,Isurus,Isurus,5,16,38340,51368,0,2,0,1,1,0,1,9,0,2,2019,PIX,LAT,ISG,LAT,ISG,LAT,Red,0,1,9,1,2,0,16,5,2,0,1,0
18169,LCS 2019 Summer,LCS,2019-06-15 20:32:00,Team Liquid,FlyQuest,Team Liquid,15,4,59880,48021,2,1,1,1,0,1,10,3,2,0,2019,TL,NA,FLY,NA,TL,NA,Blue,0,1,10,3,2,0,15,4,2,1,1,1
18170,LLA 2019 Closing,LLA,2019-06-15 20:47:00,All Knights,Furious Gaming,All Knights,18,7,84561,71852,6,0,1,0,0,1,11,2,3,0,2019,AK,LAT,FG,LAT,AK,LAT,Blue,0,1,11,2,3,0,18,7,6,0,1,0
18171,LCS 2019 Summer,LCS,2019-06-15 21:38:00,Cloud9,OpTic Gaming,Cloud9,18,6,73448,62038,3,3,2,0,1,0,11,2,2,0,2019,C9,NA,OPT,NA,C9,NA,Blue,1,0,11,2,2,0,18,6,3,3,2,0
18172,LLA 2019 Closing,LLA,2019-06-15 21:51:00,XTEN Esports,Kaos Latin Gamers,Kaos Latin Gamers,19,20,74164,76112,2,3,2,1,1,0,4,8,0,1,2019,XTN,LAT,KLG,LAT,KLG,LAT,Red,0,1,8,4,1,0,20,19,3,2,1,2
18173,LCS 2019 Summer,LCS,2019-06-15 22:38:00,Counter Logic Gaming,Echo Fox,Counter Logic Gaming,16,12,82530,79960,5,1,2,1,1,0,11,5,5,0,2019,CLG,NA,FOX,NA,CLG,NA,Blue,1,0,11,5,5,0,16,12,5,1,2,1
18174,LLA 2019 Closing,LLA,2019-06-15 23:04:00,INFINITY,Rainbow7,Rainbow7,6,13,56393,62177,1,3,0,1,0,1,3,8,0,1,2019,INF,LAT,R7,LAT,R7,LAT,Red,1,0,8,3,1,0,13,6,3,1,1,0
18175,LCS 2019 Summer,LCS,2019-06-15 23:51:00,Clutch Gaming,TSM,TSM,4,9,61887,73813,0,3,0,2,0,1,3,11,0,2,2019,CG,NA,TSM,NA,TSM,NA,Red,1,0,11,3,2,0,9,4,3,0,2,0
18176,LCS 2019 Summer,LCS,2019-06-16 00:55:00,100 Thieves,Golden Guardians,Golden Guardians,12,18,53781,65627,0,4,0,2,0,1,3,11,0,3,2019,100,NA,GG,NA,GG,NA,Red,1,0,11,3,3,0,18,12,4,0,2,0
18177,LCK 2019 Summer,LCK,2019-06-16 05:33:00,KT Rolster,Gen.G,KT Rolster,11,3,56899,45323,2,1,1,0,1,0,10,0,2,0,2019,KT,KR,GEN,KR,KT,KR,Blue,1,0,10,0,2,0,11,3,2,1,1,0
18178,LCK 2019 Summer,LCK,2019-06-16 08:45:00,Gen.G,KT Rolster,Gen.G,11,0,50016,39426,3,1,1,0,0,1,7,1,1,0,2019,GEN,KR,KT,KR,GEN,KR,Blue,0,1,7,1,1,0,11,0,3,1,1,0
18180,LCK 2019 Summer,LCK,2019-06-16 09:32:00,KT Rolster,Gen.G,KT Rolster,14,2,49548,37235,3,0,1,0,1,0,9,0,1,0,2019,KT,KR,GEN,KR,KT,KR,Blue,1,0,9,0,1,0,14,2,3,0,1,0
18182,LCK 2019 Summer,LCK,2019-06-16 10:18:00,Jin Air Green Wings,DAMWON Gaming,Jin Air Green Wings,12,3,66506,59459,4,0,1,0,0,1,7,1,1,0,2019,JAG,KR,DK,KR,JAG,KR,Blue,0,1,7,1,1,0,12,3,4,0,1,0
18183,TCL 2019 Summer,TCL,2019-06-16 10:22:00,Team AURORA,Beşiktaş Esports,Beşiktaş Esports,7,21,51577,62232,0,4,0,1,1,0,1,9,0,2,2019,AUR,EMEA,BJK,EMEA,BJK,EMEA,Red,0,1,9,1,2,0,21,7,4,0,1,0
18185,TCL 2019 Summer,TCL,2019-06-16 11:40:00,Dark Passage,SuperMassive Esports,Dark Passage,18,4,62479,51580,4,0,1,0,0,1,10,3,2,0,2019,DP,EMEA,SUP,EMEA,DP,EMEA,Blue,0,1,10,3,2,0,18,4,4,0,1,0
18186,LCK 2019 Summer,LCK,2019-06-16 12:03:00,DAMWON Gaming,Jin Air Green Wings,DAMWON Gaming,16,4,55443,43153,3,0,1,0,1,0,10,1,1,0,2019,DK,KR,JAG,KR,DK,KR,Blue,1,0,10,1,1,0,16,4,3,0,1,0
18188,TCL 2019 Summer,TCL,2019-06-16 12:40:00,Galatasaray Esports,Bursaspor Esports,Galatasaray Esports,23,16,70321,59847,3,2,1,0,1,0,8,3,2,0,2019,GS,EMEA,BUR,EMEA,GS,EMEA,Blue,1,0,8,3,2,0,23,16,3,2,1,0
18189,LCK 2019 Summer,LCK,2019-06-16 13:00:00,Jin Air Green Wings,DAMWON Gaming,DAMWON Gaming,7,17,61816,75765,1,5,0,2,1,0,2,11,0,3,2019,JAG,KR,DK,KR,DK,KR,Red,0,1,11,2,3,0,17,7,5,1,2,0
18190,TCL 2019 Summer,TCL,2019-06-16 13:44:00,Istanbul Wildcats,Royal Youth,Royal Youth,4,8,46480,57488,3,2,0,1,0,1,0,11,0,1,2019,IW,EMEA,RYL,EMEA,RYL,EMEA,Red,1,0,11,0,1,0,8,4,2,3,1,0
18191,TCL 2019 Summer,TCL,2019-06-16 14:38:00,Fenerbahçe Esports,Galakticos,Fenerbahçe Esports,17,3,64677,51245,3,2,1,0,1,0,9,2,1,0,2019,FB,EMEA,GAL,EMEA,FB,EMEA,Blue,1,0,9,2,1,0,17,3,3,2,1,0
18192,CBLOL 2019 Split 2,CBLOL,2019-06-16 15:37:00,KaBuM! Esports,paiN Gaming,KaBuM! Esports,17,8,56001,44718,2,0,1,0,1,0,11,0,2,0,2019,KBM,BR,PNG,BR,KBM,BR,Blue,1,0,11,0,2,0,17,8,2,0,1,0
18193,CBLOL 2019 Split 2,CBLOL,2019-06-16 17:05:00,Team oNe eSports,INTZ,Team oNe eSports,11,6,69437,64219,4,0,2,0,0,1,11,3,3,0,2019,ONE,BR,ITZ,BR,ONE,BR,Blue,0,1,11,3,3,0,11,6,4,0,2,0
18194,CBLOL 2019 Split 2,CBLOL,2019-06-16 18:08:00,Flamengo Esports,Uppercut esports,Flamengo Esports,27,6,59018,43560,4,0,1,0,0,1,10,3,1,0,2019,FLA,BR,UP,BR,FLA,BR,Blue,0,1,10,3,1,0,27,6,4,0,1,0
18195,LCS 2019 Summer,LCS,2019-06-16 18:29:00,OpTic Gaming,Team Liquid,Team Liquid,12,17,61044,68229,1,3,1,1,0,1,4,10,0,2,2019,OPT,NA,TL,NA,TL,NA,Red,1,0,10,4,2,0,17,12,3,1,1,1
18196,CBLOL 2019 Split 2,CBLOL,2019-06-16 19:01:00,Redemption eSports Porto Alegre,CNB e-Sports Club,Redemption eSports Porto Alegre,26,17,74778,64405,2,3,2,0,0,1,10,4,3,0,2019,RDP,BR,CNB,BR,RDP,BR,Blue,0,1,10,4,3,0,26,17,2,3,2,0
18197,LCS 2019 Summer,LCS,2019-06-16 19:46:00,Echo Fox,100 Thieves,100 Thieves,14,18,62134,65474,1,3,1,1,1,0,6,8,0,1,2019,FOX,NA,100,NA,100,NA,Red,0,1,8,6,1,0,18,14,3,1,1,1
18198,LLA 2019 Closing,LLA,2019-06-16 19:50:00,Pixel Esports Club,XTEN Esports,XTEN Esports,7,14,58265,69610,2,3,0,2,0,1,5,10,1,1,2019,PIX,LAT,XTN,LAT,XTN,LAT,Red,1,0,10,5,1,1,14,7,3,2,2,0
18199,LCS 2019 Summer,LCS,2019-06-16 20:46:00,TSM,Cloud9,TSM,15,9,62804,57755,2,1,0,0,1,0,9,1,1,0,2019,TSM,NA,C9,NA,TSM,NA,Blue,1,0,9,1,1,0,15,9,2,1,0,0
18200,LLA 2019 Closing,LLA,2019-06-16 20:51:00,Furious Gaming,INFINITY,INFINITY,2,14,45123,52675,0,2,0,1,1,0,4,9,0,2,2019,FG,LAT,INF,LAT,INF,LAT,Red,0,1,9,4,2,0,14,2,2,0,1,0
18201,LLA 2019 Closing,LLA,2019-06-16 21:45:00,Kaos Latin Gamers,Rainbow7,Rainbow7,7,19,55219,63672,2,3,1,1,0,1,3,11,0,4,2019,KLG,LAT,R7,LAT,R7,LAT,Red,1,0,11,3,4,0,19,7,3,2,1,1
18202,LCS 2019 Summer,LCS,2019-06-16 21:47:00,Clutch Gaming,FlyQuest,Clutch Gaming,13,6,74969,65212,3,3,3,0,1,0,11,2,5,0,2019,CG,NA,FLY,NA,CG,NA,Blue,1,0,11,2,5,0,13,6,3,3,3,0
18203,LLA 2019 Closing,LLA,2019-06-16 22:42:00,Isurus,All Knights,Isurus,15,4,65862,52611,2,2,1,0,1,0,9,1,1,0,2019,ISG,LAT,AK,LAT,ISG,LAT,Blue,1,0,9,1,1,0,15,4,2,2,1,0
18204,LCS 2019 Summer,LCS,2019-06-16 22:55:00,Golden Guardians,Counter Logic Gaming,Counter Logic Gaming,12,15,54901,59295,2,2,0,1,1,0,5,8,1,1,2019,GG,NA,CLG,NA,CLG,NA,Red,0,1,8,5,1,1,15,12,2,2,1,0
18214,LCK 2019 Summer,LCK,2019-06-19 07:20:00,DAMWON Gaming,SK Telecom T1,SK Telecom T1,4,8,57701,63799,0,5,0,1,1,0,3,10,0,2,2019,DK,KR,T1,KR,T1,KR,Red,0,1,10,3,2,0,8,4,5,0,1,0
18215,LCK 2019 Summer,LCK,2019-06-19 08:46:00,SK Telecom T1,DAMWON Gaming,DAMWON Gaming,5,11,48800,60424,0,4,0,0,0,1,0,8,0,1,2019,T1,KR,DK,KR,DK,KR,Red,1,0,8,0,1,0,11,5,4,0,0,0
18217,LCK 2019 Summer,LCK,2019-06-19 09:49:00,DAMWON Gaming,SK Telecom T1,DAMWON Gaming,19,13,72605,64922,3,3,2,0,0,1,9,4,2,0,2019,DK,KR,T1,KR,DK,KR,Blue,0,1,9,4,2,0,19,13,3,3,2,0
18219,LCK 2019 Summer,LCK,2019-06-19 10:51:00,Kingzone DragonX,Jin Air Green Wings,Kingzone DragonX,11,11,74311,66711,6,1,0,1,1,0,10,1,1,0,2019,KZ,KR,JAG,KR,KZ,KR,Blue,1,0,10,1,1,0,11,11,6,1,0,1
18222,LCK 2019 Summer,LCK,2019-06-19 12:39:00,Jin Air Green Wings,Kingzone DragonX,Kingzone DragonX,9,13,60364,68795,0,4,0,2,1,0,4,9,0,1,2019,JAG,KR,KZ,KR,KZ,KR,Red,0,1,9,4,1,0,13,9,4,0,2,0
18224,LCK 2019 Summer,LCK,2019-06-20 05:48:00,Griffin (Korean Team),KT Rolster,Griffin (Korean Team),20,5,62487,42001,4,0,1,0,0,1,10,1,2,0,2019,GRF,KR,KT,KR,GRF,KR,Blue,0,1,10,1,2,0,20,5,4,0,1,0
18225,VCS 2019 Summer,VCS,2019-06-20 08:18:00,EVOS Esports,FTV Esports,FTV Esports,5,7,60267,66102,2,3,0,2,0,1,5,10,0,2,2019,EVS,VN,FTV,VN,FTV,VN,Red,1,0,10,5,2,0,7,5,3,2,2,0
18226,LCK 2019 Summer,LCK,2019-06-20 08:48:00,KT Rolster,Griffin (Korean Team),Griffin (Korean Team),4,21,36304,55969,0,3,0,1,0,1,0,11,0,3,2019,KT,KR,GRF,KR,GRF,KR,Red,1,0,11,0,3,0,21,4,3,0,1,0
18227,LCK 2019 Summer,LCK,2019-06-20 09:32:00,Gen.G,Hanwha Life Esports,Gen.G,15,4,55941,43745,3,1,1,0,0,1,8,1,1,0,2019,GEN,KR,HLE,KR,GEN,KR,Blue,0,1,8,1,1,0,15,4,3,1,1,0
18228,VCS 2019 Summer,VCS,2019-06-20 10:00:00,FTV Esports,EVOS Esports,EVOS Esports,4,15,35495,51210,0,3,0,1,1,0,0,11,0,2,2019,FTV,VN,EVS,VN,EVS,VN,Red,0,1,11,0,2,0,15,4,3,0,1,0
18229,VCS 2019 Summer,VCS,2019-06-20 10:43:00,EVOS Esports,FTV Esports,EVOS Esports,21,10,58217,46301,3,0,1,0,0,1,10,4,2,0,2019,EVS,VN,FTV,VN,EVS,VN,Blue,0,1,10,4,2,0,21,10,3,0,1,0
18230,LCK 2019 Summer,LCK,2019-06-20 11:42:00,Hanwha Life Esports,Gen.G,Hanwha Life Esports,9,4,72512,60795,5,1,2,0,0,1,11,1,3,0,2019,HLE,KR,GEN,KR,HLE,KR,Blue,0,1,11,1,3,0,9,4,5,1,2,0
18232,LCK 2019 Summer,LCK,2019-06-20 12:49:00,Gen.G,Hanwha Life Esports,Gen.G,8,1,51849,39957,4,0,1,0,1,0,11,0,3,0,2019,GEN,KR,HLE,KR,GEN,KR,Blue,1,0,11,0,3,0,8,1,4,0,1,0
18235,OPL 2019 Split 2,OPL,2019-06-21 06:00:00,Dire Wolves,Avant Gaming,Avant Gaming,11,18,58727,63276,1,4,0,1,1,0,3,9,0,2,2019,DW,PCS,AV,PCS,AV,PCS,Red,0,1,9,3,2,0,18,11,4,1,1,0
18236,OPL 2019 Split 2,OPL,2019-06-21 06:51:00,MAMMOTH,ORDER,MAMMOTH,18,8,67965,57319,2,3,2,0,1,0,10,3,2,0,2019,MEC,PCS,ORD,PCS,MEC,PCS,Blue,1,0,10,3,2,0,18,8,2,3,2,0
18237,LMS 2019 Summer,LMS,2019-06-21 07:36:00,ahq eSports Club,G-Rex,ahq eSports Club,8,10,84420,83258,8,0,0,2,1,0,8,6,1,0,2019,ahq,PCS,GRX,PCS,ahq,PCS,Blue,1,0,8,6,1,0,8,10,8,0,0,2
18238,OPL 2019 Split 2,OPL,2019-06-21 07:57:00,Chiefs Esports Club,Legacy Esports,Chiefs Esports Club,13,7,65411,54935,3,2,2,0,1,0,11,0,6,0,2019,CHF,PCS,LGC,PCS,CHF,PCS,Blue,1,0,11,0,6,0,13,7,3,2,2,0
18241,OPL 2019 Split 2,OPL,2019-06-21 08:57:00,Gravitas,Bombers,Bombers,4,13,50641,63286,0,5,0,2,1,0,1,11,0,3,2019,GRV,PCS,BMR,PCS,BMR,PCS,Red,0,1,11,1,3,0,13,4,5,0,2,0
18242,LMS 2019 Summer,LMS,2019-06-21 09:02:00,G-Rex,ahq eSports Club,G-Rex,10,9,59102,49897,4,1,1,0,1,0,11,1,2,0,2019,GRX,PCS,ahq,PCS,GRX,PCS,Blue,1,0,11,1,2,0,10,9,4,1,1,0
18246,LMS 2019 Summer,LMS,2019-06-21 09:59:00,ahq eSports Club,G-Rex,ahq eSports Club,20,6,53728,38541,4,0,1,0,1,0,9,0,1,0,2019,ahq,PCS,GRX,PCS,ahq,PCS,Blue,1,0,9,0,1,0,20,6,4,0,1,0
18248,LCK 2019 Summer,LCK,2019-06-21 10:48:00,Kingzone DragonX,DAMWON Gaming,DAMWON Gaming,6,16,51342,65738,2,2,0,1,1,0,3,10,0,2,2019,KZ,KR,DK,KR,DK,KR,Red,0,1,10,3,2,0,16,6,2,2,1,0
18249,LMS 2019 Summer,LMS,2019-06-21 10:57:00,Alpha Esports,MAD Team,Alpha Esports,11,10,56210,51683,4,0,0,0,1,0,7,1,1,0,2019,ALF,PCS,MAD,INT,ALF,PCS,Blue,1,0,7,1,1,0,11,10,4,0,0,0
18252,VCS 2019 Summer,VCS,2019-06-21 11:34:00,Lowkey Esports.Vietnam,GAM Esports,Lowkey Esports.Vietnam,20,3,45408,33174,2,1,1,0,1,0,10,0,3,0,2019,LK,VN,GAM,VN,LK,VN,Blue,1,0,10,0,3,0,20,3,2,1,1,0
18253,LMS 2019 Summer,LMS,2019-06-21 12:03:00,MAD Team,Alpha Esports,Alpha Esports,4,12,41291,53363,1,3,0,1,1,0,1,11,0,3,2019,MAD,INT,ALF,PCS,ALF,PCS,Red,0,1,11,1,3,0,12,4,3,1,1,0
18255,LCK 2019 Summer,LCK,2019-06-21 12:33:00,DAMWON Gaming,Kingzone DragonX,Kingzone DragonX,15,23,69489,71197,4,2,2,0,1,0,7,6,1,1,2019,DK,KR,KZ,KR,KZ,KR,Red,0,1,6,7,1,1,23,15,2,4,0,2
18256,VCS 2019 Summer,VCS,2019-06-21 12:46:00,GAM Esports,Lowkey Esports.Vietnam,Lowkey Esports.Vietnam,13,19,58044,65625,1,3,0,2,0,1,3,10,0,2,2019,GAM,VN,LK,VN,LK,VN,Red,1,0,10,3,2,0,19,13,3,1,2,0
18257,LCK 2019 Summer,LCK,2019-06-21 13:30:00,Kingzone DragonX,DAMWON Gaming,DAMWON Gaming,8,20,48821,63155,1,3,0,1,1,0,2,7,0,1,2019,KZ,KR,DK,KR,DK,KR,Red,0,1,7,2,1,0,20,8,3,1,1,0
18258,TCL 2019 Summer,TCL,2019-06-21 13:44:00,Dark Passage,Royal Youth,Royal Youth,9,14,42267,54891,2,1,0,1,0,1,1,11,0,3,2019,DP,EMEA,RYL,EMEA,RYL,EMEA,Red,1,0,11,1,3,0,14,9,1,2,1,0
18259,TCL 2019 Summer,TCL,2019-06-21 14:41:00,Galakticos,Galatasaray Esports,Galatasaray Esports,15,16,69125,72593,3,2,1,1,1,0,8,6,0,2,2019,GAL,EMEA,GS,EMEA,GS,EMEA,Red,0,1,6,8,2,0,16,15,2,3,1,1
18260,LEC 2019 Summer,LEC,2019-06-21 15:28:00,Excel Esports,Team Vitality,Team Vitality,6,19,51644,66319,1,3,0,1,0,1,2,11,0,3,2019,XL,EMEA,VIT,EMEA,VIT,EMEA,Red,1,0,11,2,3,0,19,6,3,1,1,0
18261,TCL 2019 Summer,TCL,2019-06-21 15:46:00,Beşiktaş Esports,SuperMassive Esports,Beşiktaş Esports,16,6,65268,53102,5,0,1,0,0,1,11,0,3,0,2019,BJK,EMEA,SUP,EMEA,BJK,EMEA,Blue,0,1,11,0,3,0,16,6,5,0,1,0
18262,LEC 2019 Summer,LEC,2019-06-21 16:39:00,Rogue (European Team),Splyce,Splyce,6,12,64235,74066,3,3,0,1,1,0,3,9,0,1,2019,RGE,EMEA,SPY,EMEA,SPY,EMEA,Red,0,1,9,3,1,0,12,6,3,3,1,0
18263,TCL 2019 Summer,TCL,2019-06-21 16:47:00,Istanbul Wildcats,Fenerbahçe Esports,Istanbul Wildcats,17,4,66180,52744,3,2,2,0,0,1,11,2,3,0,2019,IW,EMEA,FB,EMEA,IW,EMEA,Blue,0,1,11,2,3,0,17,4,3,2,2,0
18264,TCL 2019 Summer,TCL,2019-06-21 17:51:00,Bursaspor Esports,Team AURORA,Team AURORA,9,15,49898,59166,0,3,0,2,0,1,3,11,0,2,2019,BUR,EMEA,AUR,EMEA,AUR,EMEA,Red,1,0,11,3,2,0,15,9,3,0,2,0
18265,LEC 2019 Summer,LEC,2019-06-21 17:56:00,FC Schalke 04 Esports,Origen,Origen,11,12,76356,78791,3,3,0,1,0,1,4,10,1,2,2019,S04,EMEA,OG,EMEA,OG,EMEA,Red,1,0,10,4,2,1,12,11,3,3,1,0
18266,LEC 2019 Summer,LEC,2019-06-21 19:05:00,SK Gaming,Misfits Gaming,SK Gaming,8,1,55325,43368,2,2,1,0,0,1,11,2,3,0,2019,SK,EMEA,MSF,EMEA,SK,EMEA,Blue,0,1,11,2,3,0,8,1,2,2,1,0
18267,LEC 2019 Summer,LEC,2019-06-21 19:58:00,G2 Esports,Fnatic,Fnatic,11,27,45383,58552,0,3,0,1,0,1,2,11,0,2,2019,G2,EMEA,FNC,EMEA,FNC,EMEA,Red,1,0,11,2,2,0,27,11,3,0,1,0
18268,LCK 2019 Summer,LCK,2019-06-22 05:46:00,SK Telecom T1,Griffin (Korean Team),Griffin (Korean Team),10,12,80821,85728,3,4,0,2,1,0,4,8,0,1,2019,T1,KR,GRF,KR,GRF,KR,Red,0,1,8,4,1,0,12,10,4,3,2,0
18269,OPL 2019 Split 2,OPL,2019-06-22 05:50:00,Bombers,Dire Wolves,Dire Wolves,11,11,60401,62731,2,3,0,2,1,0,3,11,0,3,2019,BMR,PCS,DW,PCS,DW,PCS,Red,0,1,11,3,3,0,11,11,3,2,2,0
18270,OPL 2019 Split 2,OPL,2019-06-22 06:54:00,Legacy Esports,Gravitas,Gravitas,2,15,33758,46785,0,3,0,1,0,1,2,8,0,1,2019,LGC,PCS,GRV,PCS,GRV,PCS,Red,1,0,8,2,1,0,15,2,3,0,1,0
18271,OPL 2019 Split 2,OPL,2019-06-22 07:38:00,ORDER,Chiefs Esports Club,Chiefs Esports Club,10,20,42246,50315,0,3,0,1,0,1,3,7,0,1,2019,ORD,PCS,CHF,PCS,CHF,PCS,Red,1,0,7,3,1,0,20,10,3,0,1,0
18272,LMS 2019 Summer,LMS,2019-06-22 07:45:00,J Team,Flash Wolves,Flash Wolves,7,16,54559,67366,2,2,0,2,1,0,3,9,0,2,2019,JT,PCS,FW,INT,FW,INT,Red,0,1,9,3,2,0,16,7,2,2,2,0
18273,OPL 2019 Split 2,OPL,2019-06-22 08:31:00,Avant Gaming,MAMMOTH,Avant Gaming,14,2,56102,46608,4,0,1,0,1,0,8,4,1,0,2019,AV,PCS,MEC,PCS,AV,PCS,Blue,1,0,8,4,1,0,14,2,4,0,1,0
18275,LMS 2019 Summer,LMS,2019-06-22 08:48:00,Flash Wolves,J Team,J Team,3,13,59029,71904,0,5,0,1,1,0,0,11,0,3,2019,FW,INT,JT,PCS,JT,PCS,Red,0,1,11,0,3,0,13,3,5,0,1,0
18276,LCK 2019 Summer,LCK,2019-06-22 09:08:00,Griffin (Korean Team),SK Telecom T1,Griffin (Korean Team),13,4,48107,39895,3,0,0,0,0,1,7,0,1,0,2019,GRF,KR,T1,KR,GRF,KR,Blue,0,1,7,0,1,0,13,4,3,0,0,0
18279,LMS 2019 Summer,LMS,2019-06-22 09:54:00,J Team,Flash Wolves,J Team,11,6,72916,59365,3,2,3,0,0,1,10,2,2,0,2019,JT,PCS,FW,INT,JT,PCS,Blue,0,1,10,2,2,0,11,6,3,2,3,0
18280,LCK 2019 Summer,LCK,2019-06-22 10:10:00,Hanwha Life Esports,Jin Air Green Wings,Hanwha Life Esports,14,4,67018,53811,2,2,2,0,1,0,11,1,3,0,2019,HLE,KR,JAG,KR,HLE,KR,Blue,1,0,11,1,3,0,14,4,2,2,2,0
18282,TCL 2019 Summer,TCL,2019-06-22 10:15:00,Dark Passage,Istanbul Wildcats,Istanbul Wildcats,7,13,54500,59464,3,1,1,0,0,1,5,8,0,1,2019,DP,EMEA,IW,EMEA,IW,EMEA,Red,1,0,8,5,1,0,13,7,1,3,0,1
18283,LMS 2019 Summer,LMS,2019-06-22 11:01:00,Hong Kong Attitude,Alpha Esports,Hong Kong Attitude,10,3,53902,41075,2,1,1,0,1,0,9,0,2,0,2019,HKA,PCS,ALF,PCS,HKA,PCS,Blue,1,0,9,0,2,0,10,3,2,1,1,0
18285,TCL 2019 Summer,TCL,2019-06-22 11:49:00,Galakticos,Team AURORA,Team AURORA,11,16,51474,59437,0,4,0,1,1,0,1,11,0,4,2019,GAL,EMEA,AUR,EMEA,AUR,EMEA,Red,0,1,11,1,4,0,16,11,4,0,1,0
18286,LCK 2019 Summer,LCK,2019-06-22 11:54:00,Jin Air Green Wings,Hanwha Life Esports,Hanwha Life Esports,5,6,45888,55319,0,4,0,1,0,1,1,11,0,3,2019,JAG,KR,HLE,KR,HLE,KR,Red,1,0,11,1,3,0,6,5,4,0,1,0
18288,LMS 2019 Summer,LMS,2019-06-22 12:10:00,Alpha Esports,Hong Kong Attitude,Alpha Esports,20,9,60687,58508,1,3,0,2,1,0,7,6,1,0,2019,ALF,PCS,HKA,PCS,ALF,PCS,Blue,1,0,7,6,1,0,20,9,1,3,0,2
18289,VCS 2019 Summer,VCS,2019-06-22 12:11:00,GAM Esports,QTV Gaming,QTV Gaming,9,13,54873,62962,3,1,0,1,1,0,2,11,0,2,2019,GAM,VN,QG,VN,QG,VN,Red,0,1,11,2,2,0,13,9,1,3,1,0
18290,TCL 2019 Summer,TCL,2019-06-22 12:47:00,Fenerbahçe Esports,Galatasaray Esports,Fenerbahçe Esports,19,7,63310,50836,4,1,1,0,1,0,10,0,2,0,2019,FB,EMEA,GS,EMEA,FB,EMEA,Blue,1,0,10,0,2,0,19,7,4,1,1,0
18291,VCS 2019 Summer,VCS,2019-06-22 12:49:00,QTV Gaming,GAM Esports,QTV Gaming,21,18,76157,74175,4,1,1,1,1,0,9,7,1,1,2019,QG,VN,GAM,VN,QG,VN,Blue,1,0,9,7,1,1,21,18,4,1,1,1
18292,LMS 2019 Summer,LMS,2019-06-22 13:08:00,Hong Kong Attitude,Alpha Esports,Hong Kong Attitude,13,7,46370,36859,3,0,1,0,0,1,8,2,1,0,2019,HKA,PCS,ALF,PCS,HKA,PCS,Blue,0,1,8,2,1,0,13,7,3,0,1,0
18294,TCL 2019 Summer,TCL,2019-06-22 13:50:00,Royal Youth,Beşiktaş Esports,Royal Youth,16,6,58797,47424,4,0,1,0,1,0,11,0,3,0,2019,RYL,EMEA,BJK,EMEA,RYL,EMEA,Blue,1,0,11,0,3,0,16,6,4,0,1,0
18295,LEC 2019 Summer,LEC,2019-06-22 14:19:00,Team Vitality,SK Gaming,Team Vitality,19,19,69177,63994,4,0,0,1,1,0,10,2,2,0,2019,VIT,EMEA,SK,EMEA,VIT,EMEA,Blue,1,0,10,2,2,0,19,19,4,0,0,1
18296,TCL 2019 Summer,TCL,2019-06-22 14:48:00,SuperMassive Esports,Bursaspor Esports,Bursaspor Esports,13,16,60292,67783,1,4,0,1,1,0,1,7,0,1,2019,SUP,EMEA,BUR,EMEA,BUR,EMEA,Red,0,1,7,1,1,0,16,13,4,1,1,0
18297,LEC 2019 Summer,LEC,2019-06-22 15:42:00,Misfits Gaming,FC Schalke 04 Esports,FC Schalke 04 Esports,5,26,44524,60819,0,3,0,1,1,0,0,8,0,1,2019,MSF,EMEA,S04,EMEA,S04,EMEA,Red,0,1,8,0,1,0,26,5,3,0,1,0
18298,CBLOL 2019 Split 2,CBLOL,2019-06-22 15:53:00,Flamengo Esports,Team oNe eSports,Flamengo Esports,16,7,56168,47259,4,0,1,0,1,0,11,2,2,0,2019,FLA,BR,ONE,BR,FLA,BR,Blue,1,0,11,2,2,0,16,7,4,0,1,0
18299,LEC 2019 Summer,LEC,2019-06-22 16:37:00,Origen,Splyce,Splyce,5,14,59370,68858,1,3,0,1,1,0,3,10,0,1,2019,OG,EMEA,SPY,EMEA,SPY,EMEA,Red,0,1,10,3,1,0,14,5,3,1,1,0
18300,CBLOL 2019 Split 2,CBLOL,2019-06-22 17:02:00,CNB e-Sports Club,KaBuM! Esports,KaBuM! Esports,1,11,36167,53851,0,4,0,1,0,1,0,10,0,2,2019,CNB,BR,KBM,BR,KBM,BR,Red,1,0,10,0,2,0,11,1,4,0,1,0
18301,LEC 2019 Summer,LEC,2019-06-22 17:39:00,Fnatic,Excel Esports,Fnatic,19,16,62064,57484,1,4,1,1,0,1,6,6,1,1,2019,FNC,EMEA,XL,EMEA,FNC,EMEA,Blue,0,1,6,6,1,1,19,16,1,4,1,1
