,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner
15731,TCL 2022 Winter,Turkish Championship League,TCL,2022-01-29 14:00:00,SuperMassive Blaze,Istanbul Wildcats,1,0,1
15732,TCL 2022 Winter,Turkish Championship League,TCL,2022-01-29 15:00:00,NASR eSports Turkey,Dark Passage,1,0,1
9186,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-01-29 16:00:00,RED Canids,Liberty,0,1,2
3601,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-01-29 16:00:00,Team BDS,SK Gaming,1,0,1
9187,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-01-29 17:00:00,Netshoes Miners,paiN Gaming,1,0,1
3602,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-01-29 17:00:00,Excel Esports,Astralis,1,0,1
9188,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-01-29 18:00:00,KaBuM! Esports,Rensga Esports,1,0,1
3603,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-01-29 18:00:00,Misfits Gaming,MAD Lions,1,0,1
9189,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-01-29 19:00:00,FURIA,INTZ,1,0,1
3604,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-01-29 19:00:00,Team Vitality,Rogue (European Team),0,1,2
9190,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-01-29 20:00:00,LOUD,Flamengo Esports,1,0,1
11878,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-01-29 20:00:00,XTEN Esports,Team Aze,0,1,2
3605,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-01-29 20:00:00,G2 Esports,Fnatic,1,0,1
11879,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-01-29 21:00:00,Rainbow7,All Knights,1,0,1
2600,LCS 2022 Lock In,League of Legends Championship Series,LCS,2022-01-29 21:30:00,Evil Geniuses.NA,Cloud9,3,0,1
5109,LCK 2022 Spring,LoL Champions Korea,LCK,2022-01-30 08:00:00,DWG KIA,T1,1,2,2
5110,LCK 2022 Spring,LoL Champions Korea,LCK,2022-01-30 11:00:00,Hanwha Life Esports,Liiv SANDBOX,2,0,1
15733,TCL 2022 Winter,Turkish Championship League,TCL,2022-01-30 11:00:00,Istanbul Wildcats,Fenerbahçe Esports,1,0,1
15734,TCL 2022 Winter,Turkish Championship League,TCL,2022-01-30 12:00:00,NASR eSports Turkey,Beşiktaş Esports,1,0,1
15735,TCL 2022 Winter,Turkish Championship League,TCL,2022-01-30 13:00:00,Team AURORA,5 Ronin,1,0,1
15736,TCL 2022 Winter,Turkish Championship League,TCL,2022-01-30 14:00:00,Galakticos,Dark Passage,0,1,2
15737,TCL 2022 Winter,Turkish Championship League,TCL,2022-01-30 15:00:00,SuperMassive Blaze,Galatasaray Esports,1,0,1
9191,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-01-30 16:00:00,RED Canids,KaBuM! Esports,1,0,1
9192,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-01-30 17:00:00,Liberty,LOUD,1,0,1
9193,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-01-30 18:00:00,Rensga Esports,Netshoes Miners,1,0,1
9194,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-01-30 19:00:00,paiN Gaming,FURIA,0,1,2
9195,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-01-30 20:00:00,INTZ,Flamengo Esports,1,0,1
11880,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-01-30 20:00:00,All Knights,Team Aze,0,1,2
2601,LCS 2022 Lock In,League of Legends Championship Series,LCS,2022-01-30 20:30:00,Team Liquid,Evil Geniuses.NA,3,0,1
11881,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-01-30 21:00:00,Estral Esports,XTEN Esports,1,0,1
11882,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-01-30 22:00:00,Rainbow7,Globant Emerald,1,0,1
3606,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-04 17:00:00,SK Gaming,Astralis,1,0,1
3607,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-04 18:00:00,Rogue (European Team),Excel Esports,1,0,1
3608,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-04 19:00:00,Team Vitality,Misfits Gaming,1,0,1
3609,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-04 20:00:00,Team BDS,G2 Esports,0,1,2
11883,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-04 20:00:00,Isurus,Globant Emerald,1,0,1
3610,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-04 21:00:00,MAD Lions,Fnatic,0,1,2
11884,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-04 21:00:00,INFINITY,Estral Esports,1,0,1
11885,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-04 22:00:00,Isurus,INFINITY,0,1,2
15738,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-05 11:00:00,Team AURORA,Istanbul Wildcats,0,1,2
15739,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-05 12:00:00,Beşiktaş Esports,5 Ronin,0,1,2
15740,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-05 13:00:00,Galatasaray Esports,Fenerbahçe Esports,0,1,2
15741,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-05 14:00:00,NASR eSports Turkey,Galakticos,1,0,1
15742,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-05 15:00:00,SuperMassive Blaze,Dark Passage,0,1,2
3611,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-05 16:00:00,SK Gaming,Misfits Gaming,0,1,2
9196,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-05 16:00:00,Netshoes Miners,RED Canids,0,1,2
9197,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-05 17:00:00,LOUD,INTZ,1,0,1
3612,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-05 17:00:00,Team BDS,MAD Lions,0,1,2
3613,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-05 18:00:00,Team Vitality,Astralis,1,0,1
9198,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-05 18:00:00,KaBuM! Esports,Liberty,1,0,1
9199,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-05 19:00:00,Flamengo Esports,paiN Gaming,0,1,2
3614,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-05 19:00:00,Fnatic,Excel Esports,0,1,2
3615,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-05 20:00:00,Rogue (European Team),G2 Esports,1,0,1
11886,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-05 20:00:00,Isurus,XTEN Esports,0,1,2
11887,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-05 21:00:00,All Knights,Estral Esports,0,1,2
2602,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-05 21:30:00,TSM,Evil Geniuses.NA,0,1,2
11888,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-05 22:00:00,Rainbow7,Team Aze,1,0,1
2603,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-05 22:30:00,FlyQuest,Counter Logic Gaming,1,0,1
11889,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-05 23:00:00,INFINITY,Globant Emerald,1,0,1
2604,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-05 23:30:00,Team Liquid,100 Thieves,0,1,2
2605,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-06 00:30:00,Golden Guardians,Cloud9,0,1,2
2606,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-06 01:30:00,Immortals,Dignitas,0,1,2
15743,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-06 11:00:00,Team AURORA,Galatasaray Esports,0,1,2
15744,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-06 12:00:00,Istanbul Wildcats,Beşiktaş Esports,1,0,1
15745,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-06 13:00:00,SuperMassive Blaze,Galakticos,0,1,2
15746,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-06 14:00:00,Dark Passage,Fenerbahçe Esports,1,0,1
15747,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-06 15:00:00,NASR eSports Turkey,5 Ronin,0,1,2
9200,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-06 16:00:00,KaBuM! Esports,LOUD,1,0,1
9201,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-06 17:00:00,RED Canids,FURIA,0,1,2
9202,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-06 18:00:00,paiN Gaming,INTZ,0,1,2
9203,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-06 19:00:00,Liberty,Netshoes Miners,1,0,1
11890,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-06 20:00:00,Team Aze,Globant Emerald,1,0,1
2607,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-06 20:30:00,Counter Logic Gaming,100 Thieves,0,1,2
11891,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-06 21:00:00,INFINITY,XTEN Esports,1,0,1
2608,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-06 21:30:00,TSM,Dignitas,0,1,2
11892,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-06 22:00:00,Isurus,All Knights,1,0,1
2609,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-06 22:30:00,Evil Geniuses.NA,Cloud9,0,1,2
11893,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-06 23:00:00,Rainbow7,Estral Esports,1,0,1
2610,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-06 23:30:00,Golden Guardians,FlyQuest,0,1,2
2611,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-07 00:30:00,Immortals,Team Liquid,0,1,2
5111,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-09 08:00:00,T1,Hanwha Life Esports,2,1,1
5112,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-09 11:00:00,DRX,KT Rolster,2,1,1
5113,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-10 08:00:00,DWG KIA,Kwangdong Freecs,2,0,1
7695,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-10 09:00:00,Invictus Gaming,Rare Atom,2,0,1
7696,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-10 11:00:00,JD Gaming,Team WE,2,0,1
5114,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-10 11:00:00,Liiv SANDBOX,Gen.G,1,2,2
9204,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-10 20:00:00,FURIA,Rensga Esports,1,0,1
9205,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-10 21:00:00,Rensga Esports,Flamengo Esports,0,1,2
7697,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-11 07:00:00,Ultra Prime,Anyone's Legend,1,2,2
5115,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-11 08:00:00,Nongshim RedForce,Fredit BRION,1,2,2
11076,LJL 2022 Spring,LoL Japan League,LJL,2022-02-11 09:00:00,Rascal Jester,DetonatioN FocusMe,0,1,2
13213,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-11 09:00:00,J Team,Deep Cross Gaming,0,1,2
7698,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-11 09:00:00,Bilibili Gaming,ThunderTalk Gaming,2,0,1
11077,LJL 2022 Spring,LoL Japan League,LJL,2022-02-11 10:00:00,Sengoku Gaming,Crest Gaming Act,1,0,1
14048,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-02-11 10:00:00,Burst The Sky Esports,Luxury Esports,0,2,2
13214,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-11 10:00:00,Impunity,Frank Esports,0,1,2
11078,LJL 2022 Spring,LoL Japan League,LJL,2022-02-11 11:00:00,Fukuoka SoftBank HAWKS gaming,AXIZ,0,1,2
5116,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-11 11:00:00,DRX,Hanwha Life Esports,2,1,1
13215,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-11 11:00:00,Hurricane Gaming,Meta Falcon Team,0,1,2
7699,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-11 11:00:00,Oh My God,Victory Five,1,2,2
11079,LJL 2022 Spring,LoL Japan League,LJL,2022-02-11 12:00:00,Burning Core,V3 Esports,1,0,1
13216,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-11 12:00:00,Beyond Gaming,PSG Talon,1,0,1
14049,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-02-11 13:00:00,SBTC Esports,Team Secret (Vietnamese Team),0,2,2
3616,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-11 17:00:00,Team BDS,Misfits Gaming,0,1,2
3617,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-11 18:00:00,Rogue (European Team),Astralis,0,1,2
3618,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-11 19:00:00,Team Vitality,Excel Esports,0,1,2
3619,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-11 20:00:00,SK Gaming,Fnatic,0,1,2
3620,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-11 21:00:00,MAD Lions,G2 Esports,0,1,2
7700,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-12 07:00:00,EDward Gaming,Team WE,2,0,1
5117,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-12 08:00:00,T1,Gen.G,2,0,1
13217,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-12 09:00:00,Frank Esports,CTBC Flying Oyster,0,1,2
7701,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-12 09:00:00,Weibo Gaming,FunPlus Phoenix,2,1,1
14050,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-02-12 10:00:00,Saigon Buffalo,Team Flash.Vietnam,1,2,2
13218,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-12 10:00:00,Impunity,J Team,0,1,2
15748,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-12 11:00:00,Team AURORA,Dark Passage,1,0,1
5118,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-12 11:00:00,Liiv SANDBOX,DWG KIA,0,2,2
13219,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-12 11:00:00,PSG Talon,Hurricane Gaming,1,0,1
7702,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-12 11:00:00,Royal Never Give Up,Top Esports,2,0,1
13220,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-12 12:00:00,Meta Falcon Team,Beyond Gaming,1,0,1
15749,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-12 12:00:00,Istanbul Wildcats,5 Ronin,1,0,1
10310,LCL 2022 Spring,LoL Continental League,LCL,2022-02-12 13:00:00,Unicorns of Love.CIS,CrowCrowd,1,0,1
14051,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-02-12 13:00:00,GAM Esports,CERBERUS Esports (Vietnamese Team),2,0,1
15750,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-12 13:00:00,Galakticos,Fenerbahçe Esports,0,1,2
10311,LCL 2022 Spring,LoL Continental League,LCL,2022-02-12 14:00:00,Team Spirit,CTRL PLAY,1,0,1
15751,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-12 14:00:00,Galatasaray Esports,Beşiktaş Esports,1,0,1
10312,LCL 2022 Spring,LoL Continental League,LCL,2022-02-12 15:00:00,One Breath Gaming,Vega Squadron,1,0,1
15752,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-12 15:00:00,SuperMassive Blaze,NASR eSports Turkey,0,1,2
9206,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-12 16:00:00,INTZ,Rensga Esports,0,1,2
10313,LCL 2022 Spring,LoL Continental League,LCL,2022-02-12 16:00:00,Dragon Army,Black Star Gaming,0,1,2
3621,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-12 16:00:00,Team BDS,Excel Esports,0,1,2
9207,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-12 17:00:00,Flamengo Esports,RED Canids,1,0,1
3622,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-12 17:00:00,SK Gaming,MAD Lions,1,0,1
9208,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-12 18:00:00,FURIA,Liberty,1,0,1
3623,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-12 18:00:00,Rogue (European Team),Misfits Gaming,0,1,2
3624,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-12 19:00:00,G2 Esports,Astralis,1,0,1
9209,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-12 19:00:00,LOUD,paiN Gaming,1,0,1
3625,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-02-12 20:00:00,Team Vitality,Fnatic,0,1,2
9210,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-12 20:00:00,Netshoes Miners,KaBuM! Esports,0,1,2
11894,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-12 20:00:00,Estral Esports,Team Aze,1,0,1
11895,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-12 21:00:00,XTEN Esports,Globant Emerald,0,1,2
2612,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-12 21:30:00,Evil Geniuses.NA,Dignitas,1,0,1
11896,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-12 22:00:00,Isurus,Rainbow7,0,1,2
2613,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-12 22:30:00,Immortals,100 Thieves,1,0,1
2614,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-12 23:30:00,Team Liquid,Cloud9,1,0,1
2615,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-13 00:30:00,Golden Guardians,Counter Logic Gaming,1,0,1
2616,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-13 01:30:00,TSM,FlyQuest,0,1,2
7703,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-13 07:00:00,Rare Atom,Anyone's Legend,1,2,2
5119,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-13 08:00:00,Kwangdong Freecs,Nongshim RedForce,2,0,1
11080,LJL 2022 Spring,LoL Japan League,LJL,2022-02-13 09:00:00,Fukuoka SoftBank HAWKS gaming,Rascal Jester,0,1,2
7704,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-13 09:00:00,Invictus Gaming,Victory Five,1,2,2
13221,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-13 09:00:00,Hurricane Gaming,J Team,0,1,2
14052,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-02-13 10:00:00,Burst The Sky Esports,SBTC Esports,2,0,1
13222,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-13 10:00:00,CTBC Flying Oyster,Meta Falcon Team,1,0,1
11081,LJL 2022 Spring,LoL Japan League,LJL,2022-02-13 10:00:00,V3 Esports,AXIZ,0,1,2
15753,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-13 11:00:00,SuperMassive Blaze,Fenerbahçe Esports,0,1,2
7705,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-13 11:00:00,Bilibili Gaming,LNG Esports,1,2,2
5120,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-13 11:00:00,Fredit BRION,KT Rolster,1,2,2
11082,LJL 2022 Spring,LoL Japan League,LJL,2022-02-13 11:00:00,Burning Core,Crest Gaming Act,1,0,1
13223,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-13 11:00:00,Frank Esports,Deep Cross Gaming,0,1,2
15754,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-13 12:00:00,Team AURORA,Galakticos,1,0,1
13224,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-13 12:00:00,Impunity,PSG Talon,0,1,2
11083,LJL 2022 Spring,LoL Japan League,LJL,2022-02-13 12:00:00,DetonatioN FocusMe,Sengoku Gaming,1,0,1
10314,LCL 2022 Spring,LoL Continental League,LCL,2022-02-13 13:00:00,One Breath Gaming,CTRL PLAY,1,0,1
15755,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-13 13:00:00,Dark Passage,Beşiktaş Esports,1,0,1
14053,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-02-13 13:00:00,Saigon Buffalo,Luxury Esports,2,1,1
10315,LCL 2022 Spring,LoL Continental League,LCL,2022-02-13 14:00:00,Unicorns of Love.CIS,Vega Squadron,1,0,1
15756,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-13 14:00:00,NASR eSports Turkey,Istanbul Wildcats,0,1,2
15757,TCL 2022 Winter,Turkish Championship League,TCL,2022-02-13 15:00:00,Galatasaray Esports,5 Ronin,1,0,1
10316,LCL 2022 Spring,LoL Continental League,LCL,2022-02-13 15:00:00,Team Spirit,Dragon Army,1,0,1
9211,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-13 16:00:00,Liberty,Flamengo Esports,1,0,1
10317,LCL 2022 Spring,LoL Continental League,LCL,2022-02-13 16:00:00,CrowCrowd,Black Star Gaming,0,1,2
9212,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-13 17:00:00,KaBuM! Esports,FURIA,0,1,2
9213,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-13 18:00:00,Netshoes Miners,LOUD,0,1,2
9214,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-13 19:00:00,RED Canids,INTZ,1,0,1
11897,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-13 20:00:00,Estral Esports,Globant Emerald,1,0,1
9215,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-02-13 20:00:00,Rensga Esports,paiN Gaming,0,1,2
2617,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-13 20:30:00,Immortals,Cloud9,0,1,2
11898,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-13 21:00:00,All Knights,XTEN Esports,0,1,2
2618,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-13 21:30:00,TSM,Golden Guardians,0,1,2
11899,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-13 22:00:00,Isurus,Team Aze,0,1,2
2619,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-13 22:30:00,Evil Geniuses.NA,100 Thieves,0,1,2
11900,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-02-13 23:00:00,Rainbow7,INFINITY,1,0,1
2620,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-13 23:30:00,Team Liquid,FlyQuest,1,0,1
2621,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-02-14 00:30:00,Dignitas,Counter Logic Gaming,1,0,1
7706,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-14 09:00:00,FunPlus Phoenix,Ultra Prime,2,1,1
7707,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-14 11:00:00,Team WE,LGD Gaming,2,1,1
7708,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-15 09:00:00,JD Gaming,Oh My God,2,0,1
7709,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-15 11:00:00,EDward Gaming,Weibo Gaming,0,2,2
5121,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-16 08:00:00,Liiv SANDBOX,Fredit BRION,2,1,1
7710,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-16 09:00:00,ThunderTalk Gaming,Top Esports,0,2,2
11084,LJL 2022 Spring,LoL Japan League,LJL,2022-02-16 09:00:00,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,0,1,2
11085,LJL 2022 Spring,LoL Japan League,LJL,2022-02-16 10:00:00,Burning Core,Sengoku Gaming,0,1,2
11086,LJL 2022 Spring,LoL Japan League,LJL,2022-02-16 11:00:00,V3 Esports,Rascal Jester,0,1,2
7711,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-16 11:00:00,Royal Never Give Up,Victory Five,0,2,2
5122,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-16 11:00:00,Nongshim RedForce,Gen.G,0,2,2
11087,LJL 2022 Spring,LoL Japan League,LJL,2022-02-16 12:00:00,AXIZ,Crest Gaming Act,0,1,2
5123,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-17 08:00:00,Hanwha Life Esports,Kwangdong Freecs,0,2,2
7712,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-17 09:00:00,Anyone's Legend,LNG Esports,1,2,2
7713,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-17 11:00:00,Invictus Gaming,Bilibili Gaming,2,1,1
5124,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-17 11:00:00,DWG KIA,DRX,1,2,2
7714,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-18 07:00:00,Rare Atom,LGD Gaming,2,1,1
5125,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-18 08:00:00,KT Rolster,T1,0,2,2
13225,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-18 08:00:00,CTBC Flying Oyster,SEM9,1,0,1
7715,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-18 09:00:00,Ultra Prime,Weibo Gaming,0,2,2
11088,LJL 2022 Spring,LoL Japan League,LJL,2022-02-18 09:00:00,Rascal Jester,AXIZ,1,0,1
13226,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-18 09:00:00,SEM9,PSG Talon,0,1,2
11089,LJL 2022 Spring,LoL Japan League,LJL,2022-02-18 10:00:00,Sengoku Gaming,V3 Esports,1,0,1
13227,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-18 10:00:00,CTBC Flying Oyster,Impunity,1,0,1
14054,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-02-18 10:00:00,GAM Esports,Team Secret (Vietnamese Team),2,0,1
11090,LJL 2022 Spring,LoL Japan League,LJL,2022-02-18 11:00:00,Fukuoka SoftBank HAWKS gaming,Burning Core,0,1,2
7716,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-02-18 11:00:00,EDward Gaming,FunPlus Phoenix,2,0,1
13228,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-18 11:00:00,Deep Cross Gaming,Meta Falcon Team,1,0,1
5126,LCK 2022 Spring,LoL Champions Korea,LCK,2022-02-18 11:00:00,Gen.G,Liiv SANDBOX,2,0,1
11091,LJL 2022 Spring,LoL Japan League,LJL,2022-02-18 12:00:00,Crest Gaming Act,DetonatioN FocusMe,0,1,2
13229,PCS 2022 Spring,Pacific Championship Series,PCS,2022-02-18 12:00:00,Frank Esports,J Team,0,1,2
