,Tournament,League,Date,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Year
11341,LPL 2019 Spring,LPL,2019-03-02 07:23:00,48:45,LGD Gaming,Vici Gaming,1,1,Vici Gaming,2019
20370,OPL 2019 Split 1,OPL,2019-03-02 07:52:00,26:41,Legacy Esports,Chiefs Esports Club,0,1,Chiefs Esports Club,2019
11342,LPL 2019 Spring,LPL,2019-03-02 08:32:00,40:52,Vici Gaming,LGD Gaming,2,1,Vici Gaming,2019
26651,LMS 2019 Spring,LMS,2019-03-02 08:44:00,34:09,J Team,Dragon Gate Team,1,0,J Team,2019
17778,LJL 2019 Spring,LJL,2019-03-02 08:47:00,29:15,Burning Core,DetonatioN FocusMe,0,1,DetonatioN FocusMe,2019
22060,VCS 2019 Spring,VCS,2019-03-02 08:48:00,37:47,Cherry Esports,FTV Esports,0,1,FTV Esports,2019
6234,LCK 2019 Spring,LCK,2019-03-02 08:57:00,29:31,DAMWON Gaming,Afreeca Freecs,1,1,DAMWON Gaming,2019
11343,LPL 2019 Spring,LPL,2019-03-02 09:12:00,29:42,Bilibili Gaming,Rogue Warriors,1,0,Bilibili Gaming,2019
24652,TCL 2019 Winter,TCL,2019-03-02 09:28:00,22:03,Galakticos,SuperMassive Esports,0,1,SuperMassive Esports,2019
26652,LMS 2019 Spring,LMS,2019-03-02 09:47:00,37:46,J Team,Dragon Gate Team,2,0,J Team,2019
6235,LCK 2019 Spring,LCK,2019-03-02 09:48:00,29:11,Afreeca Freecs,DAMWON Gaming,1,2,DAMWON Gaming,2019
11344,LPL 2019 Spring,LPL,2019-03-02 10:00:00,30:25,Bilibili Gaming,Rogue Warriors,2,0,Bilibili Gaming,2019
17779,LJL 2019 Spring,LJL,2019-03-02 10:00:00,42:01,Burning Core,V3 Esports,1,0,Burning Core,2019
22061,VCS 2019 Spring,VCS,2019-03-02 10:03:00,23:48,FTV Esports,Cherry Esports,1,1,Cherry Esports,2019
24653,TCL 2019 Winter,TCL,2019-03-02 10:32:00,32:09,Fenerbahçe Esports,Team AURORA,1,0,Fenerbahçe Esports,2019
6236,LCK 2019 Spring,LCK,2019-03-02 10:39:00,33:31,Jin Air Green Wings,SANDBOX Gaming,0,1,SANDBOX Gaming,2019
22062,VCS 2019 Spring,VCS,2019-03-02 11:02:00,29:04,Cherry Esports,FTV Esports,1,2,FTV Esports,2019
26653,LMS 2019 Spring,LMS,2019-03-02 11:10:00,38:03,Hong Kong Attitude,MAD Team,0,1,MAD Team,2019
24654,TCL 2019 Winter,TCL,2019-03-02 11:30:00,49:24,Dark Passage,Beşiktaş Esports,0,1,Beşiktaş Esports,2019
17780,LJL 2019 Spring,LJL,2019-03-02 11:36:00,36:14,Crest Gaming Act,V3 Esports,1,0,Crest Gaming Act,2019
6237,LCK 2019 Spring,LCK,2019-03-02 12:09:00,34:58,SANDBOX Gaming,Jin Air Green Wings,2,0,SANDBOX Gaming,2019
22063,VCS 2019 Spring,VCS,2019-03-02 12:20:00,31:36,GAM Esports,Sky Gaming,0,1,Sky Gaming,2019
26654,LMS 2019 Spring,LMS,2019-03-02 12:24:00,28:06,Hong Kong Attitude,MAD Team,0,2,MAD Team,2019
24655,TCL 2019 Winter,TCL,2019-03-02 12:47:00,30:22,Royal Youth,Bursaspor Esports,1,0,Royal Youth,2019
16734,LCL 2019 Spring,LCL,2019-03-02 12:49:00,39:48,Vega Squadron,Elements Pro Gaming,0,1,Elements Pro Gaming,2019
17781,LJL 2019 Spring,LJL,2019-03-02 12:56:00,33:01,Sengoku Gaming,Unsold Stuff Gaming,0,1,Unsold Stuff Gaming,2019
22064,VCS 2019 Spring,VCS,2019-03-02 13:19:00,22:07,Sky Gaming,GAM Esports,1,1,GAM Esports,2019
24656,TCL 2019 Winter,TCL,2019-03-02 13:45:00,33:52,HWA Gaming,Galatasaray Esports,0,1,Galatasaray Esports,2019
22065,VCS 2019 Spring,VCS,2019-03-02 14:04:00,26:44,GAM Esports,Sky Gaming,1,2,Sky Gaming,2019
16735,LCL 2019 Spring,LCL,2019-03-02 14:16:00,21:59,Vaevictis eSports,Team Just,0,1,Team Just,2019
16736,LCL 2019 Spring,LCL,2019-03-02 15:09:00,33:08,Gambit Esports,Elements Pro Gaming,1,0,Gambit Esports,2019
3584,LEC 2019 Spring,LEC,2019-03-02 15:18:00,33:16,G2 Esports,SK Gaming,0,1,SK Gaming,2019
16737,LCL 2019 Spring,LCL,2019-03-02 16:04:00,30:55,M19,Team Just,1,0,M19,2019
3585,LEC 2019 Spring,LEC,2019-03-02 16:42:00,26:55,FC Schalke 04 Esports,Splyce,0,1,Splyce,2019
16738,LCL 2019 Spring,LCL,2019-03-02 17:10:00,30:11,RoX (2014 CIS Team),Gambit Esports,0,1,Gambit Esports,2019
3586,LEC 2019 Spring,LEC,2019-03-02 17:36:00,30:55,Fnatic,Rogue (European Team),1,0,Fnatic,2019
16739,LCL 2019 Spring,LCL,2019-03-02 18:07:00,33:22,M19,Dragon Army,0,1,Dragon Army,2019
3587,LEC 2019 Spring,LEC,2019-03-02 18:35:00,40:40,Misfits Gaming,Excel Esports,1,0,Misfits Gaming,2019
3588,LEC 2019 Spring,LEC,2019-03-02 19:40:00,34:30,Origen,Team Vitality,1,0,Origen,2019
18763,LLA 2019 Opening,LLA,2019-03-02 19:49:00,42:19,All Knights,INFINITY,1,0,All Knights,2019
18764,LLA 2019 Opening,LLA,2019-03-02 20:58:00,36:29,Pixel Esports Club,Rainbow7,0,1,Rainbow7,2019
18765,LLA 2019 Opening,LLA,2019-03-02 22:02:00,26:57,Isurus,XTEN Esports,1,0,Isurus,2019
2299,LCS 2019 Spring,LCS,2019-03-02 22:19:00,37:12,Clutch Gaming,100 Thieves,0,1,100 Thieves,2019
18766,LLA 2019 Opening,LLA,2019-03-02 22:51:00,39:24,Furious Gaming,Kaos Latin Gamers,1,0,Furious Gaming,2019
2300,LCS 2019 Spring,LCS,2019-03-02 23:31:00,50:18,Echo Fox,TSM,0,1,TSM,2019
2301,LCS 2019 Spring,LCS,2019-03-03 00:32:00,37:34,Cloud9,Golden Guardians,1,0,Cloud9,2019
2302,LCS 2019 Spring,LCS,2019-03-03 01:35:00,28:52,FlyQuest,Counter Logic Gaming,0,1,Counter Logic Gaming,2019
2303,LCS 2019 Spring,LCS,2019-03-03 02:33:00,27:09,Team Liquid,OpTic Gaming,1,0,Team Liquid,2019
11345,LPL 2019 Spring,LPL,2019-03-03 03:15:00,35:38,EDward Gaming,JD Gaming,1,0,EDward Gaming,2019
11346,LPL 2019 Spring,LPL,2019-03-03 04:13:00,42:36,EDward Gaming,JD Gaming,2,0,EDward Gaming,2019
6238,LCK 2019 Spring,LCK,2019-03-03 05:58:00,29:45,Gen.G,Hanwha Life Esports,1,0,Gen.G,2019
11347,LPL 2019 Spring,LPL,2019-03-03 06:17:00,26:23,Victory Five,Royal Never Give Up,0,1,Royal Never Give Up,2019
11348,LPL 2019 Spring,LPL,2019-03-03 07:05:00,37:24,Victory Five,Royal Never Give Up,0,2,Royal Never Give Up,2019
22066,VCS 2019 Spring,VCS,2019-03-03 08:44:00,27:08,EVOS Esports,Friends Forever Gaming,1,0,EVOS Esports,2019
6239,LCK 2019 Spring,LCK,2019-03-03 08:45:00,33:50,Hanwha Life Esports,Gen.G,1,1,Hanwha Life Esports,2019
11349,LPL 2019 Spring,LPL,2019-03-03 09:17:00,26:27,Suning,Oh My God,1,0,Suning,2019
24657,TCL 2019 Winter,TCL,2019-03-03 09:26:00,34:18,Bursaspor Esports,Fenerbahçe Esports,0,1,Fenerbahçe Esports,2019
22067,VCS 2019 Spring,VCS,2019-03-03 09:39:00,31:09,Friends Forever Gaming,EVOS Esports,0,2,EVOS Esports,2019
6240,LCK 2019 Spring,LCK,2019-03-03 09:43:00,27:26,Gen.G,Hanwha Life Esports,1,2,Hanwha Life Esports,2019
11350,LPL 2019 Spring,LPL,2019-03-03 10:06:00,37:10,Suning,Oh My God,1,1,Oh My God,2019
6241,LCK 2019 Spring,LCK,2019-03-03 10:32:00,36:38,Kingzone DragonX,SK Telecom T1,0,1,SK Telecom T1,2019
24658,TCL 2019 Winter,TCL,2019-03-03 10:44:00,21:36,Team AURORA,SuperMassive Esports,0,1,SuperMassive Esports,2019
11351,LPL 2019 Spring,LPL,2019-03-03 11:04:00,37:36,Suning,Oh My God,1,2,Oh My God,2019
11352,LPL 2019 Spring,LPL,2019-03-03 11:16:00,26:24,FunPlus Phoenix,Invictus Gaming,0,1,Invictus Gaming,2019
24659,TCL 2019 Winter,TCL,2019-03-03 11:31:00,37:53,Galakticos,Beşiktaş Esports,0,1,Beşiktaş Esports,2019
22068,VCS 2019 Spring,VCS,2019-03-03 11:41:00,30:00,CERBERUS Esports (Vietnamese Team),Phong Vũ Buffalo,0,1,Phong Vũ Buffalo,2019
11353,LPL 2019 Spring,LPL,2019-03-03 12:08:00,21:57,FunPlus Phoenix,Invictus Gaming,1,1,FunPlus Phoenix,2019
6242,LCK 2019 Spring,LCK,2019-03-03 12:13:00,27:41,SK Telecom T1,Kingzone DragonX,2,0,SK Telecom T1,2019
24660,TCL 2019 Winter,TCL,2019-03-03 12:35:00,32:06,Galatasaray Esports,Royal Youth,0,1,Royal Youth,2019
11354,LPL 2019 Spring,LPL,2019-03-03 12:51:00,33:55,FunPlus Phoenix,Invictus Gaming,2,1,FunPlus Phoenix,2019
22069,VCS 2019 Spring,VCS,2019-03-03 12:54:00,36:05,Phong Vũ Buffalo,CERBERUS Esports (Vietnamese Team),2,0,Phong Vũ Buffalo,2019
16740,LCL 2019 Spring,LCL,2019-03-03 13:01:00,13:04,Vega Squadron,Vaevictis eSports,1,0,Vega Squadron,2019
24661,TCL 2019 Winter,TCL,2019-03-03 13:32:00,30:48,Dark Passage,HWA Gaming,1,0,Dark Passage,2019
16741,LCL 2019 Spring,LCL,2019-03-03 13:45:00,24:29,Elements Pro Gaming,Team Just,1,0,Elements Pro Gaming,2019
16742,LCL 2019 Spring,LCL,2019-03-03 14:35:00,25:21,Dragon Army,Vaevictis eSports,1,0,Dragon Army,2019
16743,LCL 2019 Spring,LCL,2019-03-03 15:29:00,28:42,Vega Squadron,RoX (2014 CIS Team),1,0,Vega Squadron,2019
16744,LCL 2019 Spring,LCL,2019-03-03 16:21:00,40:18,Gambit Esports,M19,1,0,Gambit Esports,2019
16745,LCL 2019 Spring,LCL,2019-03-03 17:35:00,39:54,RoX (2014 CIS Team),Dragon Army,0,1,Dragon Army,2019
2304,LCS 2019 Spring,LCS,2019-03-03 19:39:00,30:27,Clutch Gaming,Echo Fox,1,0,Clutch Gaming,2019
18767,LLA 2019 Opening,LLA,2019-03-03 19:48:00,29:59,Kaos Latin Gamers,All Knights,0,1,All Knights,2019
2305,LCS 2019 Spring,LCS,2019-03-03 20:38:00,42:35,Golden Guardians,100 Thieves,1,0,Golden Guardians,2019
18768,LLA 2019 Opening,LLA,2019-03-03 20:48:00,33:09,Furious Gaming,Pixel Esports Club,0,1,Pixel Esports Club,2019
2306,LCS 2019 Spring,LCS,2019-03-03 21:48:00,41:39,Cloud9,TSM,1,0,Cloud9,2019
18769,LLA 2019 Opening,LLA,2019-03-03 21:48:00,30:48,XTEN Esports,Rainbow7,0,1,Rainbow7,2019
18770,LLA 2019 Opening,LLA,2019-03-03 22:43:00,28:38,INFINITY,Isurus,1,0,INFINITY,2019
2307,LCS 2019 Spring,LCS,2019-03-03 22:56:00,38:10,Team Liquid,Counter Logic Gaming,1,0,Team Liquid,2019
2308,LCS 2019 Spring,LCS,2019-03-04 00:04:00,44:57,OpTic Gaming,FlyQuest,1,0,OpTic Gaming,2019
11355,LPL 2019 Spring,LPL,2019-03-04 09:20:00,32:15,Bilibili Gaming,Vici Gaming,1,0,Bilibili Gaming,2019
11356,LPL 2019 Spring,LPL,2019-03-04 10:15:00,27:29,Vici Gaming,Bilibili Gaming,0,2,Bilibili Gaming,2019
11357,LPL 2019 Spring,LPL,2019-03-04 11:22:00,35:00,Team WE,Snake Esports,0,1,Snake Esports,2019
11358,LPL 2019 Spring,LPL,2019-03-04 12:18:00,29:37,Snake Esports,Team WE,1,1,Team WE,2019
11359,LPL 2019 Spring,LPL,2019-03-04 13:11:00,35:21,Snake Esports,Team WE,1,2,Team WE,2019
11360,LPL 2019 Spring,LPL,2019-03-05 09:21:00,32:37,SinoDragon Gaming,Oh My God,1,0,SinoDragon Gaming,2019
11361,LPL 2019 Spring,LPL,2019-03-05 10:14:00,40:12,SinoDragon Gaming,Oh My God,2,0,SinoDragon Gaming,2019
11362,LPL 2019 Spring,LPL,2019-03-05 11:19:00,38:39,Suning,LGD Gaming,0,1,LGD Gaming,2019
11363,LPL 2019 Spring,LPL,2019-03-05 12:20:00,47:35,Suning,LGD Gaming,1,1,Suning,2019
11364,LPL 2019 Spring,LPL,2019-03-05 13:31:00,26:17,LGD Gaming,Suning,1,2,Suning,2019
11365,LPL 2019 Spring,LPL,2019-03-06 09:15:00,33:35,Royal Never Give Up,FunPlus Phoenix,0,1,FunPlus Phoenix,2019
11366,LPL 2019 Spring,LPL,2019-03-06 10:11:00,29:55,Royal Never Give Up,FunPlus Phoenix,1,1,Royal Never Give Up,2019
11367,LPL 2019 Spring,LPL,2019-03-06 11:01:00,30:36,Royal Never Give Up,FunPlus Phoenix,2,1,Royal Never Give Up,2019
11368,LPL 2019 Spring,LPL,2019-03-06 11:16:00,24:46,Invictus Gaming,Victory Five,1,0,Invictus Gaming,2019
11369,LPL 2019 Spring,LPL,2019-03-06 12:01:00,26:38,Victory Five,Invictus Gaming,0,2,Invictus Gaming,2019
6243,LCK 2019 Spring,LCK,2019-03-07 07:08:00,31:11,SANDBOX Gaming,DAMWON Gaming,1,0,SANDBOX Gaming,2019
26655,LMS 2019 Spring,LMS,2019-03-07 08:32:00,36:14,ahq eSports Club,Alpha Esports,0,1,Alpha Esports,2019
22070,VCS 2019 Spring,VCS,2019-03-07 08:42:00,28:46,FTV Esports,CERBERUS Esports (Vietnamese Team),1,0,FTV Esports,2019
6244,LCK 2019 Spring,LCK,2019-03-07 08:45:00,41:22,DAMWON Gaming,SANDBOX Gaming,1,1,DAMWON Gaming,2019
22071,VCS 2019 Spring,VCS,2019-03-07 09:43:00,29:28,CERBERUS Esports (Vietnamese Team),FTV Esports,1,1,CERBERUS Esports (Vietnamese Team),2019
6245,LCK 2019 Spring,LCK,2019-03-07 09:50:00,31:46,SANDBOX Gaming,DAMWON Gaming,2,1,SANDBOX Gaming,2019
26656,LMS 2019 Spring,LMS,2019-03-07 09:50:00,29:39,Alpha Esports,ahq eSports Club,1,1,ahq eSports Club,2019
22072,VCS 2019 Spring,VCS,2019-03-07 10:30:00,24:03,FTV Esports,CERBERUS Esports (Vietnamese Team),1,2,CERBERUS Esports (Vietnamese Team),2019
26657,LMS 2019 Spring,LMS,2019-03-07 10:47:00,30:04,ahq eSports Club,Alpha Esports,2,1,ahq eSports Club,2019
6246,LCK 2019 Spring,LCK,2019-03-07 10:57:00,31:10,Jin Air Green Wings,Afreeca Freecs,1,0,Jin Air Green Wings,2019
26658,LMS 2019 Spring,LMS,2019-03-07 11:41:00,27:54,J Team,MAD Team,0,1,MAD Team,2019
22073,VCS 2019 Spring,VCS,2019-03-07 11:43:00,39:12,Phong Vũ Buffalo,EVOS Esports,1,0,Phong Vũ Buffalo,2019
6247,LCK 2019 Spring,LCK,2019-03-07 12:24:00,33:23,Afreeca Freecs,Jin Air Green Wings,1,1,Afreeca Freecs,2019
26659,LMS 2019 Spring,LMS,2019-03-07 12:55:00,24:40,MAD Team,J Team,1,1,J Team,2019
22074,VCS 2019 Spring,VCS,2019-03-07 13:05:00,30:55,EVOS Esports,Phong Vũ Buffalo,0,2,Phong Vũ Buffalo,2019
6248,LCK 2019 Spring,LCK,2019-03-07 13:22:00,32:27,Jin Air Green Wings,Afreeca Freecs,2,1,Jin Air Green Wings,2019
26660,LMS 2019 Spring,LMS,2019-03-07 13:49:00,27:58,MAD Team,J Team,2,1,MAD Team,2019
20371,OPL 2019 Split 1,OPL,2019-03-08 04:46:00,32:24,Gravitas,Avant Gaming,1,0,Gravitas,2019
20372,OPL 2019 Split 1,OPL,2019-03-08 05:55:00,24:21,Bombers,Legacy Esports,1,0,Bombers,2019
20373,OPL 2019 Split 1,OPL,2019-03-08 06:41:00,27:25,MAMMOTH,Dire Wolves,1,0,MAMMOTH,2019
6249,LCK 2019 Spring,LCK,2019-03-08 07:13:00,39:52,SK Telecom T1,Griffin (Korean Team),1,0,SK Telecom T1,2019
20374,OPL 2019 Split 1,OPL,2019-03-08 07:35:00,33:42,Chiefs Esports Club,ORDER,1,0,Chiefs Esports Club,2019
26661,LMS 2019 Spring,LMS,2019-03-08 08:31:00,37:16,Flash Wolves,Dragon Gate Team,1,0,Flash Wolves,2019
22075,VCS 2019 Spring,VCS,2019-03-08 08:43:00,30:06,Sky Gaming,Cherry Esports,1,0,Sky Gaming,2019
6250,LCK 2019 Spring,LCK,2019-03-08 09:00:00,39:15,Griffin (Korean Team),SK Telecom T1,1,1,Griffin (Korean Team),2019
11370,LPL 2019 Spring,LPL,2019-03-08 09:16:00,31:47,Topsports Gaming,Vici Gaming,1,0,Topsports Gaming,2019
26662,LMS 2019 Spring,LMS,2019-03-08 09:45:00,25:16,Flash Wolves,Dragon Gate Team,2,0,Flash Wolves,2019
22076,VCS 2019 Spring,VCS,2019-03-08 09:55:00,34:36,Cherry Esports,Sky Gaming,1,1,Cherry Esports,2019
6251,LCK 2019 Spring,LCK,2019-03-08 10:04:00,34:23,SK Telecom T1,Griffin (Korean Team),1,2,Griffin (Korean Team),2019
11371,LPL 2019 Spring,LPL,2019-03-08 10:11:00,28:15,Topsports Gaming,Vici Gaming,2,0,Topsports Gaming,2019
26663,LMS 2019 Spring,LMS,2019-03-08 10:49:00,42:11,G-Rex,ahq eSports Club,1,0,G-Rex,2019
22077,VCS 2019 Spring,VCS,2019-03-08 10:56:00,29:23,Sky Gaming,Cherry Esports,2,1,Sky Gaming,2019
6252,LCK 2019 Spring,LCK,2019-03-08 11:04:00,38:52,KT Rolster,Gen.G,0,1,Gen.G,2019
11372,LPL 2019 Spring,LPL,2019-03-08 11:19:00,37:05,EDward Gaming,LGD Gaming,0,1,LGD Gaming,2019
22078,VCS 2019 Spring,VCS,2019-03-08 11:45:00,29:56,Friends Forever Gaming,GAM Esports,0,1,GAM Esports,2019
26664,LMS 2019 Spring,LMS,2019-03-08 12:08:00,29:40,ahq eSports Club,G-Rex,1,1,ahq eSports Club,2019
11373,LPL 2019 Spring,LPL,2019-03-08 12:19:00,33:09,LGD Gaming,EDward Gaming,2,0,LGD Gaming,2019
6253,LCK 2019 Spring,LCK,2019-03-08 12:47:00,37:03,Gen.G,KT Rolster,1,1,KT Rolster,2019
26665,LMS 2019 Spring,LMS,2019-03-08 13:03:00,32:38,G-Rex,ahq eSports Club,2,1,G-Rex,2019
22079,VCS 2019 Spring,VCS,2019-03-08 13:07:00,28:30,GAM Esports,Friends Forever Gaming,1,1,Friends Forever Gaming,2019
6254,LCK 2019 Spring,LCK,2019-03-08 13:47:00,30:31,KT Rolster,Gen.G,2,1,KT Rolster,2019
22080,VCS 2019 Spring,VCS,2019-03-08 13:58:00,36:05,Friends Forever Gaming,GAM Esports,1,2,GAM Esports,2019
15310,CBLOL 2019 Split 1,CBLOL,2019-03-08 15:58:00,33:18,ProGaming Esports,Redemption eSports Porto Alegre,0,1,Redemption eSports Porto Alegre,2019
3589,LEC 2019 Spring,LEC,2019-03-08 16:19:00,41:45,G2 Esports,Splyce,0,1,Splyce,2019
15311,CBLOL 2019 Split 1,CBLOL,2019-03-08 17:11:00,34:51,Vivo Keyd,Uppercut esports,1,0,Vivo Keyd,2019
3590,LEC 2019 Spring,LEC,2019-03-08 17:52:00,42:10,FC Schalke 04 Esports,Excel Esports,0,1,Excel Esports,2019
15312,CBLOL 2019 Split 1,CBLOL,2019-03-08 18:07:00,41:10,CNB e-Sports Club,INTZ,0,1,INTZ,2019
3591,LEC 2019 Spring,LEC,2019-03-08 18:59:00,30:35,SK Gaming,Origen,0,1,Origen,2019
15313,CBLOL 2019 Split 1,CBLOL,2019-03-08 19:16:00,36:00,Flamengo Esports,KaBuM! Esports,1,0,Flamengo Esports,2019
3592,LEC 2019 Spring,LEC,2019-03-08 19:56:00,22:11,Team Vitality,Rogue (European Team),1,0,Team Vitality,2019
3593,LEC 2019 Spring,LEC,2019-03-08 20:52:00,35:00,Fnatic,Misfits Gaming,1,0,Fnatic,2019
20375,OPL 2019 Split 1,OPL,2019-03-09 05:04:00,31:33,MAMMOTH,Avant Gaming,1,0,MAMMOTH,2019
20376,OPL 2019 Split 1,OPL,2019-03-09 05:48:00,35:27,ORDER,Legacy Esports,1,0,ORDER,2019
6255,LCK 2019 Spring,LCK,2019-03-09 05:48:00,38:00,Hanwha Life Esports,Jin Air Green Wings,1,0,Hanwha Life Esports,2019
20377,OPL 2019 Split 1,OPL,2019-03-09 06:50:00,35:55,Bombers,Chiefs Esports Club,0,1,Chiefs Esports Club,2019
20378,OPL 2019 Split 1,OPL,2019-03-09 07:54:00,25:58,Gravitas,Dire Wolves,1,0,Gravitas,2019
22081,VCS 2019 Spring,VCS,2019-03-09 08:39:00,30:10,Sky Gaming,FTV Esports,1,0,Sky Gaming,2019
26666,LMS 2019 Spring,LMS,2019-03-09 08:39:00,34:37,Flash Wolves,Hong Kong Attitude,1,0,Flash Wolves,2019
6256,LCK 2019 Spring,LCK,2019-03-09 08:56:00,34:52,Jin Air Green Wings,Hanwha Life Esports,0,2,Hanwha Life Esports,2019
11374,LPL 2019 Spring,LPL,2019-03-09 09:15:00,30:49,Victory Five,Rogue Warriors,1,0,Victory Five,2019
24662,TCL 2019 Winter,TCL,2019-03-09 09:38:00,28:58,HWA Gaming,Galakticos,1,0,HWA Gaming,2019
22082,VCS 2019 Spring,VCS,2019-03-09 09:42:00,29:03,FTV Esports,Sky Gaming,0,2,Sky Gaming,2019
26667,LMS 2019 Spring,LMS,2019-03-09 09:44:00,31:55,Flash Wolves,Hong Kong Attitude,2,0,Flash Wolves,2019
6257,LCK 2019 Spring,LCK,2019-03-09 10:03:00,33:40,DAMWON Gaming,Kingzone DragonX,0,1,Kingzone DragonX,2019
11375,LPL 2019 Spring,LPL,2019-03-09 10:06:00,25:19,Victory Five,Rogue Warriors,2,0,Victory Five,2019
24663,TCL 2019 Winter,TCL,2019-03-09 10:43:00,28:58,Royal Youth,Dark Passage,1,0,Royal Youth,2019
26668,LMS 2019 Spring,LMS,2019-03-09 10:46:00,42:48,G-Rex,Alpha Esports,1,0,G-Rex,2019
11376,LPL 2019 Spring,LPL,2019-03-09 11:02:00,37:02,Suning,Bilibili Gaming,0,1,Bilibili Gaming,2019
24664,TCL 2019 Winter,TCL,2019-03-09 11:38:00,24:27,Bursaspor Esports,Team AURORA,0,1,Team AURORA,2019
22083,VCS 2019 Spring,VCS,2019-03-09 11:52:00,35:11,GAM Esports,Phong Vũ Buffalo,0,1,Phong Vũ Buffalo,2019
6258,LCK 2019 Spring,LCK,2019-03-09 11:54:00,27:02,Kingzone DragonX,DAMWON Gaming,2,0,Kingzone DragonX,2019
11377,LPL 2019 Spring,LPL,2019-03-09 12:00:00,38:24,Bilibili Gaming,Suning,2,0,Bilibili Gaming,2019
26669,LMS 2019 Spring,LMS,2019-03-09 12:24:00,29:44,Alpha Esports,G-Rex,0,2,G-Rex,2019
24665,TCL 2019 Winter,TCL,2019-03-09 12:27:00,34:12,Beşiktaş Esports,SuperMassive Esports,0,1,SuperMassive Esports,2019
22084,VCS 2019 Spring,VCS,2019-03-09 12:45:00,29:35,Phong Vũ Buffalo,GAM Esports,1,1,GAM Esports,2019
24666,TCL 2019 Winter,TCL,2019-03-09 13:26:00,24:38,Galatasaray Esports,Fenerbahçe Esports,0,1,Fenerbahçe Esports,2019
22085,VCS 2019 Spring,VCS,2019-03-09 13:37:00,32:10,GAM Esports,Phong Vũ Buffalo,2,1,GAM Esports,2019
3594,LEC 2019 Spring,LEC,2019-03-09 15:21:00,29:14,Misfits Gaming,FC Schalke 04 Esports,0,1,FC Schalke 04 Esports,2019
15314,CBLOL 2019 Split 1,CBLOL,2019-03-09 16:02:00,35:44,Vivo Keyd,CNB e-Sports Club,0,1,CNB e-Sports Club,2019
3595,LEC 2019 Spring,LEC,2019-03-09 16:37:00,36:46,SK Gaming,Splyce,0,1,Splyce,2019
15315,CBLOL 2019 Split 1,CBLOL,2019-03-09 17:10:00,36:27,Flamengo Esports,ProGaming Esports,1,0,Flamengo Esports,2019
3596,LEC 2019 Spring,LEC,2019-03-09 17:51:00,24:40,Excel Esports,Fnatic,0,1,Fnatic,2019
15316,CBLOL 2019 Split 1,CBLOL,2019-03-09 18:15:00,30:11,Uppercut esports,KaBuM! Esports,0,1,KaBuM! Esports,2019
3597,LEC 2019 Spring,LEC,2019-03-09 18:43:00,29:15,Rogue (European Team),Origen,0,1,Origen,2019
15317,CBLOL 2019 Split 1,CBLOL,2019-03-09 19:07:00,39:21,INTZ,Redemption eSports Porto Alegre,1,0,INTZ,2019
3598,LEC 2019 Spring,LEC,2019-03-09 19:35:00,39:43,Team Vitality,G2 Esports,0,1,G2 Esports,2019
18771,LLA 2019 Opening,LLA,2019-03-09 19:53:00,28:29,INFINITY,Kaos Latin Gamers,1,0,INFINITY,2019
18772,LLA 2019 Opening,LLA,2019-03-09 20:50:00,32:42,Furious Gaming,XTEN Esports,1,0,Furious Gaming,2019
2309,LCS 2019 Spring,LCS,2019-03-09 21:47:00,38:17,Counter Logic Gaming,Golden Guardians,0,1,Golden Guardians,2019
18773,LLA 2019 Opening,LLA,2019-03-09 21:51:00,33:58,Pixel Esports Club,All Knights,0,1,All Knights,2019
11378,LPL 2019 Spring,LPL,2019-03-09 22:24:00,32:03,SinoDragon Gaming,JD Gaming,0,1,JD Gaming,2019
2310,LCS 2019 Spring,LCS,2019-03-09 22:47:00,40:32,Team Liquid,Cloud9,1,0,Team Liquid,2019
18774,LLA 2019 Opening,LLA,2019-03-09 22:54:00,40:26,Rainbow7,Isurus,0,1,Isurus,2019
11379,LPL 2019 Spring,LPL,2019-03-09 23:17:00,29:39,SinoDragon Gaming,JD Gaming,0,2,JD Gaming,2019
2311,LCS 2019 Spring,LCS,2019-03-09 23:53:00,54:00,100 Thieves,TSM,0,1,TSM,2019
2312,LCS 2019 Spring,LCS,2019-03-10 01:15:00,33:47,Clutch Gaming,FlyQuest,0,1,FlyQuest,2019
2313,LCS 2019 Spring,LCS,2019-03-10 02:15:00,27:01,Echo Fox,OpTic Gaming,0,1,OpTic Gaming,2019
17782,LJL 2019 Spring,LJL,2019-03-10 03:25:00,33:57,V3 Esports,Unsold Stuff Gaming,1,0,V3 Esports,2019
17783,LJL 2019 Spring,LJL,2019-03-10 05:03:00,26:25,V3 Esports,Rascal Jester,1,0,V3 Esports,2019
17784,LJL 2019 Spring,LJL,2019-03-10 06:13:00,25:50,DetonatioN FocusMe,Rascal Jester,1,0,DetonatioN FocusMe,2019
11380,LPL 2019 Spring,LPL,2019-03-10 06:18:00,27:11,FunPlus Phoenix,Topsports Gaming,1,0,FunPlus Phoenix,2019
6259,LCK 2019 Spring,LCK,2019-03-10 06:28:00,29:01,KT Rolster,Afreeca Freecs,0,1,Afreeca Freecs,2019
11381,LPL 2019 Spring,LPL,2019-03-10 07:07:00,32:50,Topsports Gaming,FunPlus Phoenix,1,1,Topsports Gaming,2019
17785,LJL 2019 Spring,LJL,2019-03-10 07:18:00,32:14,Crest Gaming Act,Unsold Stuff Gaming,1,0,Crest Gaming Act,2019
